Offspring ID,Loci typed,First candidate ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Second candidate ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio top LOD,Trio confidence
APCL13_033L1026,1860,
APCL13_048L1032,1896,
APCL13_051L1034,1773,
APCL13_052L1035,1791,APCL14_158L0909,2000,1791,8,-1.66358133362965E+0002,-1.66358133362965E+0002,-,APCL14_448L1239,1980,1772,21, 7.69210323880903E+0001, 7.69210323880903E+0001,*,1791,82,-3.41112935579102E+0002,-3.41112935579102E+0002,-,
APCL13_057L1040,2000,
APCL13_068L1050,1897,
APCL13_086L1064,1829,
APCL13_095L1067,1733,
APCL13_104L1073,1870,
APCL13_107L1076,1969,
APCL13_108L1077,1971,
APCL13_112L1079,1972,
APCL13_117L1083,1996,
APCL13_121L1085,1941,
APCL13_128L1091,1997,
APCL13_166L1111,1982,
APCL13_167L1112,1978,
APCL13_169L1114,1986,
APCL13_172L1117,1954,
APCL13_173L1118,1840,
APCL13_224L0259,2000,
APCL13_227L0262,2000,
APCL13_229L0264,2000,
APCL13_237L0270,1991,
APCL13_238L0271,1985,
APCL13_240L0273,1999,
APCL13_245L0278,1994,
APCL13_250L0283,2000,
APCL13_255L0288,2000,
APCL13_260L0293,1983,
APCL13_261L0294,1970,
APCL13_263L0296,1992,
APCL13_265L0298,2000,
APCL13_268L0301,2000,
APCL13_615L0884,1992,
APCL13_624L0887,2000,
APCL13_638L0889,2000,
APCL13_648L1249,1998,
APCL14_038L1243,2000,
APCL14_040L0918,2000,
APCL14_060L0921,2000,
APCL14_065L0895,1996,
APCL14_101L0925,2000,
APCL14_138L0926,1994,
APCL14_156L0908,2000,
APCL14_161L0911,1992,APCL14_158L0909,2000,1992,2,-4.89279008547053E+0001,-4.89279008547053E+0001,*,APCL14_168L0912,1995,1987,0, 1.55724480049494E+0002, 1.55724480049494E+0002,*,1992,67,-2.54517403869250E+0002,-2.54517403869250E+0002,-,
APCL14_166L1251,1833,APCL14_158L0909,2000,1833,2,-1.63736783208572E+0001,-1.63736783208572E+0001,*,APCL14_168L0912,1995,1828,3,-4.06415652431248E+0001,-4.06415652431248E+0001,*,1833,122,-6.50880968032888E+0002,-6.50880968032888E+0002,-,
APCL14_185L0914,2000,APCL14_158L0909,2000,2000,0,-8.87792316936563E+0001,-8.87792316936563E+0001,*,APCL14_202L0915,2000,2000,0, 8.51495835060542E+0001, 8.51495835060542E+0001,*,2000,151,-7.17142493190200E+0002,-7.17142493190200E+0002,-,
APCL14_186L1234,1981,APCL13_618L0886,2000,1981,18,-2.36107746045902E+0002, 0.00000000000000E+0000,,APCL14_158L0909,2000,1981,7,-1.70597134374334E+0002,-1.70597134374334E+0002,-,1981,94,-7.08898694054696E+0002,-7.08898694054696E+0002,-,
APCL13_032L1025,1807,
APCL13_034L1027,1972,
APCL13_035L1028,1896,
APCL13_047L1031,1933,
APCL13_053L1036,1888,
APCL13_056L1039,1815,
APCL13_071L1052,1752,APCL14_158L0909,2000,1752,9,-1.69003261142719E+0002,-1.69003261142719E+0002,-,APCL14_168L0912,1995,1747,15,-1.98604090960555E+0002,-1.98604090960555E+0002,-,1752,98,-7.28848679444687E+0002,-7.28848679444687E+0002,-,
APCL13_075L1054,1898,
APCL13_078L1057,1916,
APCL13_079L1058,1842,
APCL13_103L1072,1931,
APCL13_105L1074,1986,
APCL13_106L1075,1896,APCL14_168L0912,1995,1891,23,-2.76045777374364E+0002,-2.76045777374364E+0002,-,APCL14_451L1240,1988,1884,20, 1.43656601246838E+0002, 1.43656601246838E+0002,*,1896,91,-3.33717153141125E+0002,-3.33717153141125E+0002,-,
APCL13_110L1078,1949,
APCL13_124L1087,1997,
APCL13_125L1088,1999,
APCL13_127L1090,1959,
APCL13_133L1094,1881,
APCL13_146L1099,1974,
APCL13_150L1101,2000,
APCL13_152L1102,1967,
APCL13_155L1103,1783,
APCL13_157L1104,1905,
APCL13_159L1106,1853,
APCL13_161L1108,1956,APCL13_596L1222,2000,1956,5, 2.02825613689531E+0002, 2.02825613689531E+0002,*,APCL14_158L0909,2000,1956,15,-2.39716603983789E+0002,-2.39716603983789E+0002,-,1956,78,-3.07664138638116E+0002,-3.07664138638116E+0002,-,
APCL13_165L1110,1950,
APCL13_168L1113,1915,
APCL13_171L1116,1711,APCL14_158L0909,2000,1711,8,-1.72237283474883E+0002,-1.72237283474883E+0002,-,APCL14_168L0912,1995,1706,17,-2.16596830497737E+0002,-2.16596830497737E+0002,-,1711,86,-6.84494794080907E+0002,-6.84494794080907E+0002,-,
APCL13_184L1080,1914,
APCL13_221L0256,1993,
APCL13_223L0258,1999,
APCL13_230L0265,1901,
APCL13_234L0268,2000,
APCL13_247L0280,2000,
APCL13_249L0282,1995,
APCL13_253L0286,2000,
APCL13_589L0879,2000,
APCL13_612L0883,1998,
APCL13_616L0885,2000,
APCL13_632L1210,1997,
APCL13_636L0888,2000,
APCL13_637L1226,1983,
APCL13_641L1248,1976,
APCL13_649L0891,2000,
APCL14_002L0892,2000,
APCL14_024L1228,1984,
APCL14_025L1229,1984,
APCL14_027L1230,1964,
APCL14_028L1253,1879,
APCL14_055L1232,2000,
APCL14_064L0894,1966,
APCL14_067L0896,1996,
APCL14_071L0897,1994,
APCL14_075L0898,1974,
APCL14_076L0899,1995,
APCL14_077L0900,1989,
APCL14_110L0901,1976,
APCL14_114L0903,1971,
APCL14_123L0905,2000,
APCL14_129L0906,1982,
APCL14_144L0907,1994,
APCL14_160L0910,2000,APCL14_158L0909,2000,2000,0,-1.18712284201535E+0001,-1.18712284201535E+0001,*,APCL14_168L0912,1995,1995,0, 1.60228162767056E+0002, 1.60228162767056E+0002,*,2000,69,-2.37861667913156E+0002,-2.37861667913156E+0002,-,
APCL14_177L0913,1988,APCL14_158L0909,2000,1988,0,-8.35731668985077E+0001,-8.35731668985077E+0001,*,APCL14_168L0912,1995,1983,0, 1.39590920746953E+0002, 1.39590920746953E+0002,*,1988,54,-2.38592610419964E+0002,-2.38592610419964E+0002,-,
APCL14_210L0916,2000,
APCL14_211L0917,2000,
APCL14_251L1245,1934,
APCL14_258L1235,1987,
APCL14_351L1252,1997,
APCL14_426L1254,1992,
APCL14_447L1238,2000,
APCL14_547L1241,1721,
APCL14_552L1247,1991,
