First ID,Loci typed,Second ID,Loci typed,Matching loci,Mismatching loci,pID,pIDsib,Status
APCL13_091L1065,1835,APCL14_097L1233,1998,1793,40, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL13_120L1084,1816,APCL13_131L1092,1997,1789,24, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL13_226L0261,1948,APCL13_640L1231,1997,1846,99, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
