"lat","lon","notes","Date","Name","Municipality"
10.64052,124.781523,"HECR  w/ 3   APCL","06/16/14","Haina, Punta","Bay Bay"
10.640504,124.78161,"HECR  w/ 2   APCL","06/16/14","Haina, Punta","Bay Bay"
10.640426,124.781677,"HECR  w/ 2   APPE","06/16/14","Haina, Punta","Bay Bay"
10.640446,124.782023,"HECR  w/ 1   APPE","06/16/14","Haina, Punta","Bay Bay"
10.640607,124.782146,"HECR  w/ 2   APPE","06/16/14","Haina, Punta","Bay Bay"
10.640723,124.782225,"HECR  w/ 3   APCL","06/16/14","Haina, Punta","Bay Bay"
10.640825,124.782339,"ENQD  w/ 3   APFR","06/16/14","Haina, Punta","Bay Bay"
10.640907,124.783139,"HECR  w/ 2   APCL","06/16/14","Haina, Punta","Bay Bay"
10.640892,124.783209,"HECR  w/ 8   APCL","06/16/14","Haina, Punta","Bay Bay"
10.6409,124.783527,"HECR  w/ 6   APCL","06/16/14","Haina, Punta","Bay Bay"
10.640638,124.784005,"HECR  w/ 1   APPE","06/16/14","Haina, Punta","Bay Bay"
10.640732,124.783894,"HECR  w/ 2   APPE","06/16/14","Haina, Punta","Bay Bay"
10.640661,124.783988,"HECR  w/ 1   APCL","06/16/14","Haina, Punta","Bay Bay"
10.640647,124.783985,"ENQD  w/ 1   APOC","06/16/14","Haina, Punta","Bay Bay"
10.640682,124.779553,"HECR  w/ 1   APFR","06/16/14","Haina, Punta","Bay Bay"
10.640689,124.779566,"ENQD  w/ 1   APFR","06/16/14","Haina, Punta","Bay Bay"
10.640679,124.779731,"HECR  w/ 1   APCL","06/16/14","Haina, Punta","Bay Bay"
10.640682,124.779771,"HECR  w/ 1   APFR","06/16/14","Haina, Punta","Bay Bay"
10.640607,124.779835,"STME","06/16/14","Haina, Punta","Bay Bay"
10.640607,124.779835,"STME","06/16/14","Haina, Punta","Bay Bay"
10.640601,124.779853,"HECR  w/ 2   APCL","06/16/14","Haina, Punta","Bay Bay"
10.640596,124.779888,"ENQD  w/ 3   APFR","06/16/14","Haina, Punta","Bay Bay"
10.640604,124.779914,"HECR  w/ 3   APCL","06/16/14","Haina, Punta","Bay Bay"
10.640609,124.77992,"HECR  w/ 3   APPE","06/16/14","Haina, Punta","Bay Bay"
10.64073,124.78024,"HECR  w/ 1   APCL","06/16/14","Haina, Punta","Bay Bay"
10.652791,124.783367,"HECR  w/ 2   APPE","06/16/14","Tamakin Dacot, Punta","Bay Bay"
10.652877,124.783452,"HECR  w/ 2   APCL","06/16/14","Tamakin Dacot, Punta","Bay Bay"
10.652867,124.78351,"HECR  w/ 2   APCL","06/16/14","Tamakin Dacot, Punta","Bay Bay"
10.652898,124.783569,"HECR  w/ 1   APPE","06/16/14","Tamakin Dacot, Punta","Bay Bay"
10.652899,124.783569,"HECR  w/ 4   APPE","06/16/14","Tamakin Dacot, Punta","Bay Bay"
10.653099,124.784053,"ENQD  w/ 2   APFR","06/16/14","Tamakin Dacot, Punta","Bay Bay"
10.653052,124.784157,"ENQD  w/ 1   APFR","06/16/14","Tamakin Dacot, Punta","Bay Bay"
10.652832,124.783967,"ENQD  w/ 3   APFR","06/16/14","Tamakin Dacot, Punta","Bay Bay"
10.652871,124.783833,"HECR  w/ 2   APCL","06/16/14","Tamakin Dacot, Punta","Bay Bay"
10.652891,124.78381,"HECR  w/ 2   APCL","06/16/14","Tamakin Dacot, Punta","Bay Bay"
10.652888,124.783805,"EMPT","06/16/14","Tamakin Dacot, Punta","Bay Bay"
10.652834,124.783717,"ENQD  w/ 2   APFR","06/16/14","Tamakin Dacot, Punta","Bay Bay"
10.633538,124.776867,"HECR  w/ 3   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633545,124.776872,"HECR  w/ 2   APFR","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633549,124.776865,"HECR  w/ 1   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633547,124.776866,"HECR  w/ 4   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633544,124.776873,"HECR  w/ 4   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633542,124.776879,"HECR","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633541,124.776881,"HECR  w/ 1   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633534,124.776895,"HECR  w/ 2   APPE","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633528,124.776897,"HECR","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633527,124.776898,"HECR  w/ 2   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633519,124.776903,"HECR  w/ 1   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633516,124.776905,"HECR","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633514,124.776906,"HECR","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633532,124.776901,"HECR  w/ 3   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633529,124.776913,"HECR","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633493,124.77696,"HECR  w/ 2   APFR","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633491,124.776961,"HECR  w/ 2   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633488,124.776962,"HECR  w/ 1   APPE","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633482,124.776965,"HECR  w/ 1   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633445,124.776983,"HECR  w/ 2   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633421,124.776988,"HECR","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633413,124.776993,"HECR  w/ 2   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633413,124.776993,"ENQD  w/ 2   APOC","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633406,124.776998,"ENQD  w/ 2   APOC","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633396,124.777002,"HECR  w/ 5   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633349,124.777013,"HECR  w/ 3   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633336,124.777015,"HECR","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633315,124.777023,"HECR  w/ 1   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633181,124.77704,"HECR  w/ 2   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633139,124.777049,"HECR  w/ 2   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633131,124.777046,"HECR","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633129,124.777046,"HECR  w/ 1   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633123,124.777049,"HECR  w/ 2   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633119,124.777045,"HECR","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633061,124.777043,"ENQD  w/ 1   APOC","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633037,124.777032,"HECR  w/ 3   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633031,124.777029,"HECR","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633016,124.777013,"HECR  w/ 1   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.632998,124.776994,"HECR  w/ 2   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.632996,124.77699,"HECR","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.632977,124.776973,"HECR  w/ 2   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.632968,124.776965,"HECR  w/ 1   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.632948,124.776961,"MADO  w/ 1   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.63293,124.776948,"HECR  w/ 3   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633074,124.776968,"ENQD  w/ 1   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633181,124.777027,"HECR  w/ 1   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.633178,124.777022,"HECR  w/ 3   APCL","06/16/14","Sitio Baybayon, Punta","Bay Bay"
10.873735,124.71092,"HECR  w/ 5   APCL","06/17/14","Palanas","Albuera"
10.873737,124.710915,"HECR  w/ 1   APCL","06/17/14","Palanas","Albuera"
10.873757,124.710914,"HECR","06/17/14","Palanas","Albuera"
10.873782,124.710905,"HECR  w/ 2   APCL","06/17/14","Palanas","Albuera"
10.873823,124.710907,"HECR  w/ 3   APCL","06/17/14","Palanas","Albuera"
10.87386,124.710883,"HECR  w/ 1   APPE","06/17/14","Palanas","Albuera"
10.873882,124.710869,"HECR  w/ 1   APCL","06/17/14","Palanas","Albuera"
10.873882,124.710869,"HECR  w/ 1   APPE","06/17/14","Palanas","Albuera"
10.873892,124.71086,"HECR  w/ 3   APPE","06/17/14","Palanas","Albuera"
10.8739,124.710823,"HECR  w/ 1   APCL","06/17/14","Palanas","Albuera"
10.8739,124.710823,"HECR  w/ 2   APPE","06/17/14","Palanas","Albuera"
10.873887,124.710807,"HECR  w/ 5   APPE","06/17/14","Palanas","Albuera"
10.873864,124.710787,"ENQD  w/ 2   APCL","06/17/14","Palanas","Albuera"
10.873755,124.710668,"HECR  w/ 3   APCL","06/17/14","Palanas","Albuera"
10.873866,124.710552,"HECR  w/ 3   APCL","06/17/14","Palanas","Albuera"
10.873886,124.710514,"HECR  w/ 2   APCL","06/17/14","Palanas","Albuera"
10.873954,124.71051,"STME  w/ 4   APCL","06/17/14","Palanas","Albuera"
10.874007,124.710553,"HECR  w/ 1   APCL","06/17/14","Palanas","Albuera"
10.874024,124.710545,"HEAR  w/ 3   APCL","06/17/14","Palanas","Albuera"
10.874064,124.710521,"HECR  w/ 2   APCL","06/17/14","Palanas","Albuera"
10.874161,124.710427,"HECR  w/ 2   APCL","06/17/14","Palanas","Albuera"
10.874177,124.710638,"HECR  w/ 3   APCL","06/17/14","Palanas","Albuera"
10.874177,124.710638,"HEMA","06/17/14","Palanas","Albuera"
10.874165,124.710665,"HECR  w/ 4   APCL","06/17/14","Palanas","Albuera"
10.874169,124.710683,"ENQD  w/ 1   APCL","06/17/14","Palanas","Albuera"
10.874199,124.710718,"ENQD  w/ 1   APCL","06/17/14","Palanas","Albuera"
10.874198,124.710725,"HECR  w/ 1   APCL","06/17/14","Palanas","Albuera"
10.873469,124.711388,"HECR  w/ 1   APPE","06/17/14","Palanas","Albuera"
10.87349,124.711393,"HECR  w/ 1   APPE","06/17/14","Palanas","Albuera"
10.87349,124.711393,"HECR  w/ 2   APPE","06/17/14","Palanas","Albuera"
10.873598,124.711359,"HECR","06/17/14","Palanas","Albuera"
10.873598,124.711359,"HECR","06/17/14","Palanas","Albuera"
10.87362,124.711348,"HECR  w/ 3   APPE","06/17/14","Palanas","Albuera"
10.87362,124.711348,"HECR  w/ 2   APPE","06/17/14","Palanas","Albuera"
10.87362,124.711348,"HECR  w/ 2   APPE","06/17/14","Palanas","Albuera"
10.873669,124.711316,"HECR  w/ 2   APPE","06/17/14","Palanas","Albuera"
10.873695,124.711264,"HECR  w/ 1   APCL","06/17/14","Palanas","Albuera"
10.873719,124.711233,"HECR  w/ 2   APPE","06/17/14","Palanas","Albuera"
10.873714,124.711159,"HECR  w/ 1   APCL","06/17/14","Palanas","Albuera"
10.873711,124.711142,"HECR  w/ 2   APPE","06/17/14","Palanas","Albuera"
10.873663,124.711124,"HECR  w/ 1   APPE","06/17/14","Palanas","Albuera"
10.873652,124.711125,"HECR  w/ 1   APCL","06/17/14","Palanas","Albuera"
10.873652,124.711125,"HECR  w/ 2   APPE","06/17/14","Palanas","Albuera"
10.87359,124.711095,"HECR  w/ 2   APPE","06/17/14","Palanas","Albuera"
10.873585,124.711058,"HECR  w/ 1   APPE","06/17/14","Palanas","Albuera"
10.873589,124.711019,"HECR  w/ 4   APCL","06/17/14","Palanas","Albuera"
10.873575,124.711015,"HEAR  w/ 3   APCL","06/17/14","Palanas","Albuera"
10.873587,124.711008,"ENQD  w/ 2   APPE","06/17/14","Palanas","Albuera"
10.873627,124.711007,"HECR  w/ 2   APPE","06/17/14","Palanas","Albuera"
10.873844,124.710624,"HECR  w/ 2   APCL","06/17/14","Palanas","Albuera"
10.87386,124.710642,"HECR  w/ 2   APCL","06/17/14","Palanas","Albuera"
