First ID,Loci typed,Second ID,Loci typed,Matching loci,Mismatching loci,pID,pIDsib,Status
APCL_12022L1733,809,APCL_13018L0465,725,699,26, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12026L2463,809,APCL_14005L0721,809,798,11, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12029L2554,808,APCL_13510L2238,774,759,15, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12029L2554,808,APCL_14003L0719,803,788,15, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12062L2415,754,APCL_13244L0277,806,714,37, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12063L2563,808,APCL_13252L0285,809,804,4, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12068L2472,808,APCL_13199L1624,794,777,17, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12077L2265,721,APCL_13462L1268,808,687,33, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12078L2364,798,APCL_13188L1622,807,783,15, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12080L2420,809,APCL_12128L2421,778,754,24, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12096L2268,784,APCL_13471L0655,804,746,34, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12098L2213,768,APCL_13484L1311,809,750,18, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12100L2269,776,APCL_13283L0315,808,755,20, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12105L1766,802,APCL_13278L0311,807,793,9, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12112L2368,808,APCL_13315L0346,809,801,7, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12121L1776,808,APCL_12121L2219,774,741,32, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12132L2273,719,APCL_13377L0390,798,665,44, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12133L2372,802,APCL_13375L0388,804,781,16, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12134L2373,788,APCL_13365L0379,808,762,25, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12139L2374,802,APCL_14206L0930,798,714,77, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12141L2375,798,APCL_13379L0391,809,781,17, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12142L2476,806,APCL_13384L0395,808,791,14, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12167L2226,775,APCL_13355L0372,808,753,21, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12168L2481,809,APCL_13356L0373,809,808,1, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12183L2569,809,APCL_13044L0416,807,797,10, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12184L2570,809,APCL_13045L0417,808,801,7, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12189L2571,809,APCL_13060L0420,793,778,15, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12202L2283,753,APCL_12203L2385,806,724,27, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12213L2431,808,APCL_13031L0410,808,793,14, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12218L2292,753,APCL_13027L0485,779,682,43, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12218L2292,753,APCL_14017L0893,809,716,37, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12249L2434,808,APCL_13284L0316,802,790,11, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12256L2436,808,APCL_13295L0327,807,790,16, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12274L2318,807,APCL_13622L0690,809,783,24, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12275L2437,809,APCL_13309L0340,809,805,4, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12276L2319,809,APCL_13310L0341,809,801,8, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13027L0485,779,APCL_14017L0893,809,753,26, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13040L0413,805,APCL_15766L2695,809,787,18, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13042L0415,803,APCL_15404L2935,809,789,14, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13057L1040,722,APCL_13057L1718,809,698,24, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
