First ID,Loci typed,Second ID,Loci typed,Matching loci,Mismatching loci,pID,pIDsib,Status
APCL12_022L1733,809,APCL13_018L0465,725,699,26, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_026L2463,809,APCL14_005L0721,809,798,11, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_029L2554,808,APCL13_510L2238,774,759,15, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_029L2554,808,APCL14_003L0719,803,788,15, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_062L2415,754,APCL13_244L0277,806,714,37, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_063L2563,808,APCL13_252L0285,809,804,4, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_068L2472,808,APCL13_199L1624_APCL13_196,794,777,17, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_077L2265,721,APCL13_462L1268,808,687,33, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_078L2364,798,APCL13_188L1622_APCL13_187,807,783,15, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_080L2420,809,APCL12_128L2421,778,754,24, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_096L2268,784,APCL13_471L0655,804,746,34, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_098L2213,768,APCL13_484L1311,809,750,18, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_100L2269,776,APCL13_283L0315,808,755,20, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_105L1766,802,APCL13_278L0311,807,793,9, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_112L2368,808,APCL13_315L0346,809,801,7, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_132L2273,719,APCL13_377L0390,798,665,44, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_133L2372,802,APCL13_375L0388,804,781,16, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_134L2373,788,APCL13_365L0379,808,762,25, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_139L2374,802,APCL14_206L0930_APCL14_204,798,714,77, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_141L2375,798,APCL13_379L0391,809,781,17, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_142L2476,806,APCL13_384L0395,808,791,14, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_167L2226,775,APCL13_355L0372,808,753,21, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_168L2481,809,APCL13_356L0373,809,808,1, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_183L2569,809,APCL13_044L0416,807,797,10, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_184L2570,809,APCL13_045L0417,808,801,7, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_189L2571,809,APCL13_060L0420,793,778,15, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_202L2283,753,APCL12_203L2385,806,724,27, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_213L2431,808,APCL13_031L0410,808,793,14, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_218L2292,753,APCL13_027L0485,779,682,43, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_218L2292,753,APCL14_017L0893,809,716,37, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_249L2434,808,APCL13_284L0316,802,790,11, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_256L2436,808,APCL13_295L0327,807,790,16, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_274L2318,807,APCL13_622L0690,809,783,24, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_275L2437,809,APCL13_309L0340,809,805,4, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL12_276L2319,809,APCL13_310L0341,809,801,8, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL13_027L0485,779,APCL14_017L0893,809,753,26, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL13_040L0413,805,APCL15_766L2695_APCL15_371766,809,787,18, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL13_042L0415,803,APCL15_404L2935_APCL15_371404,809,789,14, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL13_089L0424,808,APCL14_006L0722,809,805,3, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
