Name,Date/Time,Assay Conc.,Units,Stock Conc.,Units,Assay Type,Sample Vol (µL),Dilution Factor,Std 1 RFU,Std 2 RFU,Std 3 RFU,Excitation,Green RFU,Far Red RFU
5:59:09 PM,2014-03-31 5:59:09 PM,3.60,ng/ml,,,dsDNA HS,,,112.80,44873.29,,BLUE,426.71,
5:59:04 PM,2014-03-31 5:59:04 PM,1.37,ng/ml,,,dsDNA HS,,,112.80,44873.29,,BLUE,230.10,
5:58:49 PM,2014-03-31 5:58:49 PM,1.89,ng/ml,0.189,ng/µL,dsDNA HS,2,100.00,112.80,44873.29,,BLUE,275.51,
