Name,Date/Time,Assay Conc.,Units,Stock Conc.,Units,Assay Type,Sample Vol (킠),Dilution Factor,Std 1 RFU,Std 2 RFU,Std 3 RFU,Excitation,Green RFU,Far Red RFU
10:33:02 AM,2014-03-06 10:33:02 AM,5.54,ng/ml,0.554,ng/킠,dsDNA HS,2,100.00,81.24,49466.10,,BLUE,619.11,
10:05:43 AM,2014-03-06 10:05:43 AM,8.10,ng/ml,0.810,ng/킠,dsDNA HS,2,100.00,81.24,49466.10,,BLUE,873.09,
9:45:14 AM,2014-03-06 9:45:14 AM,13.5,ng/ml,1.35,ng/킠,dsDNA HS,2,100.00,81.24,49466.10,,BLUE,1408.64,
