fish_id,color,fin_id,recap,size,tag_id,dive_num,obs_time,collector,gps,depth_m,depth_ft,anemspp,anemdia,oldanemid,anem_id,anemsampleid,spp,notes,anem_table_id,dive_table_id
923.2,W,728,N,4,NA,50,13:44:00,MRS,4,2.3,NA,HECR,25,NA,2545,NA,APCL,NA,7965,334
923.3,W,NA,NA,3,NA,50,13:44:00,MRS,4,2.3,NA,HECR,25,NA,2545,NA,APCL,NA,7965,334
923.4,W,NA,NA,3,NA,50,13:44:00,MRS,4,2.3,NA,HECR,25,NA,2545,NA,APCL,NA,7965,334
926.1,YR,730,N,4.6,NA,50,13:55:00,MRS,4,3.2,NA,HECR,25,NA,2547,NA,APCL,NA,7969,334
928.1,YR,731,N,3.8,NA,50,14:03:00,MRS,4,3.5,NA,HECR,25,741,2548,NA,APCL,NA,7971,334
928.1,YR,731,N,3.8,NA,50,14:03:00,MRS,4,3.5,NA,HECR,25,741,2548,NA,APCL,NA,7976,334
928.2,YR,732,N,6.7,985153000371121,50,14:03:00,MRS,4,3.5,NA,HECR,25,741,2548,NA,APCL,NA,7971,334
928.2,YR,732,N,6.7,985153000371121,50,14:03:00,MRS,4,3.5,NA,HECR,25,741,2548,NA,APCL,NA,7976,334
928.3,YR,NA,NA,1,NA,50,14:03:00,MRS,4,3.5,NA,HECR,25,741,2548,NA,APCL,NA,7971,334
928.3,YR,NA,NA,1,NA,50,14:03:00,MRS,4,3.5,NA,HECR,25,741,2548,NA,APCL,NA,7976,334
931.1,NA,NA,NA,5,NA,50,14:04:00,MRS,4,3.5,NA,HECR,20,NA,467,NA,APPE,NA,7974,334
932.1,YR,733,N,4.8,NA,50,14:11:00,MRS,4,3.4,NA,HECR,25,NA,2549,NA,APCL,NA,7975,334
932.2,YR,NA,NA,3,NA,50,14:11:00,MRS,4,3.4,NA,HECR,25,NA,2549,NA,APCL,NA,7975,334
932.3,YR,NA,NA,3,NA,50,14:11:00,MRS,4,3.4,NA,HECR,25,NA,2549,NA,APCL,NA,7975,334
933.1,YR,739,N,3.6,NA,50,14:36:00,MRS,4,3.7,NA,HECR,25,781,2551,NA,APCL,NA,7978,334
933.2,O,740,N,6.8,985153000372302,50,14:36:00,MRS,4,3.7,NA,HECR,25,781,2551,NA,APCL,NA,7978,334
936.1,NA,NA,NA,7,NA,50,14:55:00,MRS,4,2,NA,HECR,30,NA,786,NA,APCL,NA,7982,334
936.2,NA,NA,NA,5,NA,50,14:55:00,MRS,4,2,NA,HECR,30,NA,786,NA,APCL,NA,7982,334
936.3,NA,NA,NA,3,NA,50,14:55:00,MRS,4,2,NA,HECR,30,NA,786,NA,APCL,NA,7982,334
939.1,NA,NA,NA,5,NA,50,15:05:00,MRS,4,2,NA,HECR,20,NA,2186,NA,APPE,NA,7985,334
941.1,YP,753,NA,7.6,NA,51,09:36:00,MRS,4,11.1,NA,HEAR,15,NA,2136,NA,APCL,NA,7990,335
941.2,YR,NA,NA,3,NA,51,09:36:00,MRS,4,11.1,NA,HEAR,15,NA,2136,NA,APCL,NA,7990,335
941.3,YR,754,NA,3.7,NA,51,09:36:00,MRS,4,11.1,NA,HEAR,15,NA,2136,NA,APCL,NA,7990,335
941.4,YR,755,NA,6.4,NA,51,09:36:00,MRS,4,11.1,NA,HEAR,15,NA,2136,NA,APCL,NA,7990,335
942.1,O,756,NA,11.8,NA,51,09:47:00,MRS,4,11.3,NA,STME,45,NA,2554,NA,APCL,NA,7991,335
942.2,YP,757,NA,11.9,NA,51,09:47:00,MRS,4,11.3,NA,STME,45,NA,2554,NA,APCL,NA,7991,335
946.1,W,NA,NA,2,NA,52,11:54:00,MRS,4,6.2,NA,HECR,20,NA,2557,NA,APCL,NA,7995,336
946.2,O,759,NA,6.9,NA,52,11:54:00,MRS,4,6.2,NA,HECR,20,NA,2557,NA,APCL,NA,7995,336
947.1,YP,760,NA,12.6,NA,52,12:05:00,MRS,4,5.1,NA,MADO,35,NA,2559,NA,APCL,NA,7996,336
947.2,O,761,NA,7.8,NA,52,12:05:00,MRS,4,5.1,NA,MADO,35,NA,2559,NA,APCL,NA,7996,336
947.3,O,762,NA,12.5,NA,52,12:05:00,MRS,4,5.1,NA,MADO,35,NA,2559,NA,APCL,NA,7996,336
947.4,YR,NA,NA,2,NA,52,12:05:00,MRS,4,5.1,NA,MADO,35,NA,2559,NA,APCL,NA,7996,336
949.1,YP,763,NA,10.6,NA,52,12:15:00,MRS,4,4.7,NA,HECR,25,NA,2564,NA,APCL,NA,7998,336
949.2,O,764,NA,9.6,NA,52,12:15:00,MRS,4,4.7,NA,HECR,25,NA,2564,NA,APCL,NA,7998,336
950.1,Y,NA,NA,5,NA,52,12:50:00,MRS,4,4.7,NA,HECR,20,NA,393,NA,APCL,NA,8001,336
951.1,NA,NA,NA,9,NA,53,10:19:00,MRS,4,3.6,NA,HECR,30,NA,1027,NA,APCL,NA,8010,337
951.2,NA,NA,NA,9,NA,53,10:19:00,MRS,4,3.6,NA,HECR,30,NA,1027,NA,APCL,NA,8010,337
989.1,O,803,N,8.4,NA,55,10:33:00,MRS,4,2.9,NA,HECR,30,NA,2037,NA,APCL,"Fish 803 was injected with a pit tag and it can be seen below the skin but the scanner says no tag detected, even after several scans.",8070,339
989.1,O,803,N,8.4,NA,55,10:33:00,MRS,4,2.9,NA,HECR,30,NA,2037,NA,APCL,"Fish 803 was injected with a pit tag and it can be seen below the skin but the scanner says no tag detected, even after several scans.",9878,339
989.2,YR,804,N,6.7,986112100172701,55,10:33:00,MRS,4,2.9,NA,HECR,30,NA,2037,NA,APCL,"Fish 803 was injected with a pit tag and it can be seen below the skin but the scanner says no tag detected, even after several scans.",8070,339
989.2,YR,804,N,6.7,986112100172701,55,10:33:00,MRS,4,2.9,NA,HECR,30,NA,2037,NA,APCL,"Fish 803 was injected with a pit tag and it can be seen below the skin but the scanner says no tag detected, even after several scans.",9878,339
1003.1,O,160,N,7.9,985153000350983,13,13:30:00,MRS,3,1.1,NA,HECR,30,NA,1282,NA,APCL,NA,7084,297
1004.1,O,421,Y,7.7,985153000350983,39,13:12:00,MRS,3,0.9,NA,HECR,30,NA,2254,NA,APCL,NA,7575,323
1004.2,O,NA,Y,8.1,985153000404937,39,13:12:00,MRS,3,0.9,NA,HECR,30,NA,2254,NA,APCL,NA,7575,323
1004.3,YR,422,N,4.6,NA,39,13:12:00,MRS,3,0.9,NA,HECR,30,NA,2254,NA,APCL,NA,7575,323
1004.4,YR,423,N,5.8,985153000400217,39,13:12:00,MRS,3,0.9,NA,HECR,30,NA,2254,NA,APCL,NA,7575,323
1005.1,O,283,N,6.5,985153000351293,29,12:53:00,MRS,3,4.7,NA,HECR,35,NA,1304,NA,APCL,NA,7318,313
1005.2,YP,284,N,8,985153000402617,29,12:53:00,MRS,3,4.7,NA,HECR,35,NA,1304,NA,APCL,NA,7318,313
1005.3,NA,NA,NA,6,NA,29,12:53:00,MRS,3,4.7,NA,HECR,35,NA,1304,NA,APCL,NA,7318,313
1005.4,NA,NA,NA,6,NA,29,12:53:00,MRS,3,4.7,NA,HECR,35,NA,1304,NA,APCL,NA,7318,313
1005.5,NA,NA,NA,3,NA,29,12:53:00,MRS,3,4.7,NA,HECR,35,NA,1304,NA,APCL,NA,7318,313
1006.1,O,183,N,7.7,985153000351375,16,13:58:00,MRS,3,2.5,NA,HECR,15,NA,2266,NA,APCL,NA,7131,300
1007.1,YP,765,N,11.7,985153000351949,52,12:41:00,MRS,4,5.4,NA,HECR,30,757,2560,NA,APCL,NA,7999,336
1007.2,YP,767,NA,12.7,NA,52,12:41:00,MRS,4,5.4,NA,HECR,30,757,2560,NA,APCL,NA,7999,336
1007.3,O,768,NA,11.8,NA,52,12:41:00,MRS,4,5.4,NA,HECR,30,757,2560,NA,APCL,NA,7999,336
1007.4,O,769,NA,11.6,NA,52,12:41:00,MRS,4,5.4,NA,HECR,30,757,2560,NA,APCL,NA,7999,336
1008.1,W,563,N,5.4,985153000352251,45,09:33:00,MRS,3,6.5,NA,HECR,30,NA,2486,NA,APCL,NA,7778,329
1008.2,YR,NA,NA,3,NA,45,09:33:00,MRS,3,6.5,NA,HECR,30,NA,2486,NA,APCL,NA,7778,329
1008.3,YR,NA,NA,2,NA,45,09:33:00,MRS,3,6.5,NA,HECR,30,NA,2486,NA,APCL,NA,7778,329
1009.1,YP,121,N,9.2,985153000352306,10,11:05:00,MRS,3,3.3,NA,HECR,25,NA,2021,NA,APCL,NA,7013,294
1009.2,O,122,N,8.8,985153000406307,10,11:05:00,MRS,3,3.3,NA,HECR,25,NA,2021,NA,APCL,NA,7013,294
1010.1,YR,575,Y,7.6,985153000352985,45,10:36:00,MRS,3,5.3,NA,HECR,30,NA,2493,NA,APCL,NA,7790,329
1011.1,YR,11,N,6,985153000353312,2,11:33:00,MRS,3,2.9,NA,HECR,30,401,2180,NA,APCL,NA,6810,286
1012.1,YR,580,N,6.3,985153000353956,46,11:57:00,MRS,3,2.8,NA,HECR,25,NA,2495,NA,APCL,NA,7794,330
1012.1,YR,580,N,6.3,985153000353956,46,11:57:00,MRS,3,2.8,NA,HECR,25,NA,2495,NA,APCL,NA,7797,330
1012.2,YR,581,N,4.3,NA,46,11:57:00,MRS,3,2.8,NA,HECR,25,NA,2495,NA,APCL,NA,7794,330
1012.2,YR,581,N,4.3,NA,46,11:57:00,MRS,3,2.8,NA,HECR,25,NA,2495,NA,APCL,NA,7797,330
1013.1,YP,729,N,7.9,985153000354021,50,13:51:00,MRS,4,2.3,NA,HECR,30,740,2546,NA,APCL,NA,7967,334
1014.1,O,382,N,9.5,985153000354119,38,09:25:00,MRS,3,2.4,NA,HECR,30,NA,2418,NA,APCL,NA,7438,322
1014.2,O,383,N,8.7,985153000364551,38,09:25:00,MRS,3,2.4,NA,HECR,30,NA,2418,NA,APCL,NA,7438,322
1014.3,YP,384,N,7.8,985153000368313,38,09:25:00,MRS,3,2.4,NA,HECR,30,NA,2418,NA,APCL,NA,7438,322
1015.1,YP,745,N,7.1,985153000354147,50,15:19:00,MRS,4,1.7,NA,HECR,25,NA,2161,NA,APCL,NA,7987,334
1015.2,YR,746,N,6.4,985153000369998,50,15:19:00,MRS,4,1.7,NA,HECR,25,NA,2161,NA,APCL,NA,7987,334
1016.1,YP,375,N,8.5,985153000354431,36,12:55:00,MRS,3,2.3,NA,HECR,20,NA,2404,NA,APCL,NA,7414,320
1017.1,YR,557,N,5.8,985153000354495,44,11:07:00,MRS,3,2.6,NA,HECR,20,NA,2483,NA,APCL,Old tag is unreadable,7769,328
1017.2,YR,558,N,5.7,985153000356018,44,11:07:00,MRS,3,2.6,NA,HECR,20,NA,2483,NA,APCL,Old tag is unreadable,7769,328
1018.1,O,507,N,8,985153000354622,42,11:00:00,MRS,3,4.5,NA,ENQD,15,NA,2454,NA,APCL,NA,7698,326
1019.1,Y,371,N,6.6,985153000354678,36,12:22:00,MRS,3,1.6,NA,HECR,10,NA,2413,NA,APCL,NA,7410,320
1020.1,O,464,N,6.2,985153000354839,41,13:08:00,MRS,3,3.8,NA,ENQD,20,NA,2443,NA,APCL,NA,7678,325
1022.1,O,697,N,7.2,985153000354884,49,09:58:00,MRS,4,4.1,NA,HECR,30,NA,2155,NA,APCL,NA,7932,333
1023.1,O,771,N,6.5,985153000355139,53,09:13:00,MRS,4,3,NA,HECR,30,NA,2002,NA,APCL,"fish 772 looks previously clipped; used last blue pit tag and first orange pit tag, 371588 IS A RECAP FROM 2015, NOT 2016",8003,337
1023.2,O,NA,Y,9,985153000371588,53,09:13:00,MRS,4,3,NA,HECR,30,NA,2002,NA,APCL,"fish 772 looks previously clipped; used last blue pit tag and first orange pit tag, 371588 IS A RECAP FROM 2015, NOT 2016",8003,337
1023.3,YP,772,N,9.9,986112100175979,53,09:13:00,MRS,4,3,NA,HECR,30,NA,2002,NA,APCL,"fish 772 looks previously clipped; used last blue pit tag and first orange pit tag, 371588 IS A RECAP FROM 2015, NOT 2016",8003,337
1024.1,Y,598,N,8.6,985153000355278,46,13:51:00,MRS,3,1.5,NA,HECR,25,NA,2501,NA,APCL,NA,7809,330
1024.2,O,599,N,7.3,985153000406201,46,13:51:00,MRS,3,1.5,NA,HECR,25,NA,2501,NA,APCL,NA,7809,330
1025.1,YR,770,N,6,985153000355402,53,08:56:00,MRS,4,3.6,NA,HECR,25,NA,2001,NA,APCL,NA,8002,337
1025.2,YR,NA,NA,3.5,NA,53,08:56:00,MRS,4,3.6,NA,HECR,25,NA,2001,NA,APCL,NA,8002,337
1025.3,YR,NA,NA,4,NA,53,08:56:00,MRS,4,3.6,NA,HECR,25,NA,2001,NA,APCL,NA,8002,337
1025.4,NA,NA,NA,7,NA,53,08:56:00,MRS,4,3.6,NA,HECR,25,NA,2001,NA,APCL,NA,8002,337
1026.1,YR,455,N,6.2,985153000355678,40.2,11:34:00,MRS,3,2.9,NA,HECR,20,NA,2437,NA,APCL,NA,7674,588
1026.2,YR,456,N,3.9,NA,40.2,11:34:00,MRS,3,2.9,NA,HECR,20,NA,2437,NA,APCL,NA,7674,588
1026.3,YR,457,N,6.2,985153000405846,40.2,11:34:00,MRS,3,2.9,NA,HECR,20,NA,2437,NA,APCL,NA,7674,588
1027.1,YP,279,Y,11.3,985153000355715,28,09:58:00,MRS,3,4.2,NA,HECR,30,704,2304,NA,APCL,NA,7315,312
1027.2,O,280,N,10,985153000406278,28,09:58:00,MRS,3,4.2,NA,HECR,30,704,2304,NA,APCL,NA,7315,312
1028.1,O,438,N,9,985153000355812,40.1,09:24:00,MRS,3,4.5,NA,HECR,30,NA,2428,NA,APCL,NA,7645,324
1028.2,YP,439,N,10.6,985153000353943,40.1,09:24:00,MRS,3,4.5,NA,HECR,30,NA,2428,NA,APCL,NA,7645,324
1028.3,YR,440,N,5.9,985153000372474,40.1,09:24:00,MRS,3,4.5,NA,HECR,30,NA,2428,NA,APCL,NA,7645,324
1028.4,O,441,N,9.2,985153000372151,40.1,09:24:00,MRS,3,4.5,NA,HECR,30,NA,2428,NA,APCL,NA,7645,324
1029.1,O,582,N,5.8,985153000355856,46,12:32:00,MRS,3,2.3,NA,HECR,20,240,2495,NA,APCL,NA,7794,330
1029.1,O,582,N,5.8,985153000355856,46,12:32:00,MRS,3,2.3,NA,HECR,20,240,2495,NA,APCL,NA,7797,330
1029.2,YR,583,N,6,985153000355002,46,12:32:00,MRS,3,2.3,NA,HECR,20,240,2495,NA,APCL,NA,7794,330
1029.2,YR,583,N,6,985153000355002,46,12:32:00,MRS,3,2.3,NA,HECR,20,240,2495,NA,APCL,NA,7797,330
1030.1,YR,687,N,5.6,985153000355859,49,09:08:00,MRS,4,2.4,NA,HECR,25,NA,2528,NA,APCL,NA,7925,333
1031.1,O,452,N,7.3,985153000355893,40.2,11:02:00,MRS,3,4.2,NA,ENQD,20,221,2435,NA,APCL,NA,7663,588
1032.1,YP,373,N,8.1,985153000355917,36,12:38:00,MRS,3,1.9,NA,HECR,25,1183,2415,NA,APCL,NA,7412,320
1033.1,O,531,N,6.6,985153000356086,43,15:13:00,MRS,3,0.5,NA,HECR,20,NA,2461,NA,APCL,NA,7740,327
1034.1,O,747,N,11.8,985153000356152,51,09:32:00,MRS,4,10.6,NA,MADO,25,NA,2135,NA,APCL,NA,7989,335
1034.2,YP,748,Y,12.3,985153000370613,51,09:32:00,MRS,4,10.6,NA,MADO,25,NA,2135,NA,APCL,NA,7989,335
1034.3,YR,NA,N,3.2,NA,51,09:32:00,MRS,4,10.6,NA,MADO,25,NA,2135,NA,APCL,NA,7989,335
1034.4,YR,749,N,3.9,NA,51,09:32:00,MRS,4,10.6,NA,MADO,25,NA,2135,NA,APCL,NA,7989,335
1034.5,YR,750,N,5.2,NA,51,09:32:00,MRS,4,10.6,NA,MADO,25,NA,2135,NA,APCL,NA,7989,335
1034.6,YP,751,NA,10.7,NA,51,09:32:00,MRS,4,10.6,NA,MADO,25,NA,2135,NA,APCL,NA,7989,335
1034.7,"O, YR",752,NA,"10.5, 1.5",NA,51,09:32:00,MRS,4,10.6,NA,MADO,25,NA,2135,NA,APCL,NA,7989,335
1035.1,O,544,N,8.6,985153000356310,44,10:05:00,MRS,3,2.3,NA,HECR,25,595,2476,NA,APCL,NA,7758,328
1035.2,O,545,N,9.6,985153000356146,44,10:05:00,MRS,3,2.3,NA,HECR,25,595,2476,NA,APCL,NA,7758,328
1036.1,YR,374,N,5.1,985153000356435,36,12:48:00,MRS,3,1.6,NA,HECR,20,NA,2416,NA,APCL,NA,7413,320
1036.2,YR,NA,NA,3,NA,36,12:48:00,MRS,3,1.6,NA,HECR,20,NA,2416,NA,APCL,NA,7413,320
1038.1,O,577,N,5.4,985153000356576,46,12:14:00,MRS,3,2.8,NA,HECR,25,NA,2494,NA,APCL,Old tag is unreadable,7796,330
1038.2,YP,578,N,7.2,985153000404672,46,12:14:00,MRS,3,2.8,NA,HECR,25,NA,2494,NA,APCL,Old tag is unreadable,7796,330
1038.3,YR,NA,N,3,NA,46,12:14:00,MRS,3,2.8,NA,HECR,25,NA,2494,NA,APCL,Old tag is unreadable,7796,330
1038.4,YR,579,N,3.9,NA,46,12:14:00,MRS,3,2.8,NA,HECR,25,NA,2494,NA,APCL,Old tag is unreadable,7796,330
1039.1,O,376,N,7.3,985153000356639,37,14:39:00,MRS,3,2.2,NA,HECR,20,NA,1098,NA,APCL,NA,9870,321
1039.2,YR,377,N,4.1,NA,37,14:39:00,MRS,3,2.2,NA,HECR,20,NA,1098,NA,APCL,NA,9870,321
1041.1,O,74,N,7.1,985153000356801,6,11:21:00,MRS,3,2.7,NA,HECR,25,NA,2001,NA,APCL,"Several other APCL hid, Malin may know the sizes",6912,290
1042.1,O,766,N,7.6,985153000362425,52,12:47:00,MRS,4,4.3,NA,HECR,30,394,2561,NA,APCL,NA,8e3,336
1043.1,YR,713,N,5.9,985153000362909,50,12:47:00,MRS,4,3.9,NA,HECR,20,NA,2536,NA,APCL,NA,7949,334
1043.2,YP,714,N,7.9,985153000368798,50,12:47:00,MRS,4,3.9,NA,HECR,20,NA,2536,NA,APCL,NA,7949,334
1044.1,O,566,N,10.5,985153000363537,45,10:08:00,MRS,3,6.4,NA,MADO,15,428,2490,NA,APCL,NA,7784,329
1044.2,O,567,N,8.6,985153000404867,45,10:08:00,MRS,3,6.4,NA,MADO,15,428,2490,NA,APCL,NA,7784,329
1044.3,YR,568,N,7.5,985153000356419,45,10:08:00,MRS,3,6.4,NA,MADO,15,428,2490,NA,APCL,NA,7784,329
1044.4,O,569,N,8.9,985153000403084,45,10:08:00,MRS,3,6.4,NA,MADO,15,428,2490,NA,APCL,NA,7784,329
1045.1,YP,724,N,5.8,985153000363563,50,13:40:00,MRS,4,2.5,NA,HECR,20,738,2544,NA,APCL,NA,7962,334
1045.2,YR,725,N,4.5,NA,50,13:40:00,MRS,4,2.5,NA,HECR,20,738,2544,NA,APCL,NA,7962,334
1045.3,YR,726,N,4.7,NA,50,13:40:00,MRS,4,2.5,NA,HECR,20,738,2544,NA,APCL,NA,7962,334
1045.4,YR,NA,NA,1.5,NA,50,13:40:00,MRS,4,2.5,NA,HECR,20,738,2544,NA,APCL,NA,7962,334
1045.5,Y,NA,NA,6,NA,50,13:40:00,MRS,4,2.5,NA,HECR,20,738,2544,NA,APCL,NA,7962,334
1046.1,YR,722,N,5.5,985153000364038,50,13:23:00,MRS,4,2.5,NA,HECR,15,NA,2542,NA,APCL,NA,7958,334
1047.1,Y,480,N,7.8,985153000364055,42,09:57:00,MRS,3,4.4,NA,ENQD,20,955,2448,NA,APCL,4cm fish escaped,7687,326
1047.2,YR,481,N,5.8,985153000372610,42,09:57:00,MRS,3,4.4,NA,ENQD,20,955,2448,NA,APCL,4cm fish escaped,7687,326
1047.3,YR,482,N,5.6,985153000370668,42,09:57:00,MRS,3,4.4,NA,ENQD,20,955,2448,NA,APCL,4cm fish escaped,7687,326
1047.4,O,483,N,7.9,985153000370608,42,09:57:00,MRS,3,4.4,NA,ENQD,20,955,2448,NA,APCL,4cm fish escaped,7687,326
1047.5,YR,NA,NA,4,NA,42,09:57:00,MRS,3,4.4,NA,ENQD,20,955,2448,NA,APCL,4cm fish escaped,7687,326
1047.6,O,484,N,8.6,985153000369431,42,09:57:00,MRS,3,4.4,NA,ENQD,20,955,2448,NA,APCL,4cm fish escaped,7687,326
1048.1,YP,555,N,6.4,985153000364072,44,10:50:00,MRS,3,4.2,NA,HECR,20,NA,2482,NA,APCL,NA,7767,328
1050.1,O,76,N,9.6,985153000364576,6,11:46:00,MRS,3,3.3,NA,HECR,35,720,2203,NA,APCL,NA,6919,290
1050.1,O,76,N,9.6,985153000364576,6,11:46:00,MRS,3,3.3,NA,HECR,35,720,2203,NA,APCL,NA,9280,290
1051.1,YR,715,N,5.4,985153000364747,50,12:56:00,MRS,4,3.4,NA,HECR,20,NA,2537,NA,APCL,NA,7951,334
1051.2,YR,716,N,6.2,985153000356736,50,12:56:00,MRS,4,3.4,NA,HECR,20,NA,2537,NA,APCL,NA,7951,334
1051.3,YR,NA,NA,3,NA,50,12:56:00,MRS,4,3.4,NA,HECR,20,NA,2537,NA,APCL,NA,7951,334
1052.1,O,410,N,8.7,985153000365013,38,11:27:00,MRS,3,1,NA,HECR,30,NA,2423,NA,APCL,NA,7531,322
1052.2,YP,411,N,10.2,985153000371731,38,11:27:00,MRS,3,1,NA,HECR,30,NA,2423,NA,APCL,NA,7531,322
1052.3,O,412,N,8.1,985153000355841,38,11:27:00,MRS,3,1,NA,HECR,30,NA,2423,NA,APCL,NA,7531,322
1052.4,YR,413,N,4.7,NA,38,11:27:00,MRS,3,1,NA,HECR,30,NA,2423,NA,APCL,NA,7531,322
1052.5,YR,414,N,4.1,NA,38,11:27:00,MRS,3,1,NA,HECR,30,NA,2423,NA,APCL,NA,7531,322
1052.6,YR,415,N,5.6,985153000355759,38,11:27:00,MRS,3,1,NA,HECR,30,NA,2423,NA,APCL,NA,7531,322
1052.7,NA,NA,N,NA,985153000355759,38,11:27:00,MRS,3,1,NA,HECR,30,NA,2423,NA,APCL,NA,7531,322
1053.1,O,702,N,6.7,985153000367950,49,10:36:00,MRS,4,5,NA,HECR,25,NA,2534,NA,APCL,NA,7940,333
1053.2,W,NA,NA,3,NA,49,10:36:00,MRS,4,5,NA,HECR,25,NA,2534,NA,APCL,NA,7940,333
1054.1,O,503,N,6,985153000368475,42,10:43:00,MRS,3,4.5,NA,ENQD,10,NA,2452,NA,APCL,NA,7695,326
1055.1,YP,444,N,8.5,985153000368531,40.1,09:58:00,MRS,3,3.3,NA,HECR,30,1116,2431,NA,APCL,NA,7657,324
1055.2,O,445,N,8.8,985153000369575,40.1,09:58:00,MRS,3,3.3,NA,HECR,30,1116,2431,NA,APCL,NA,7657,324
1056.1,YP,NA,Y,10,985153000368572,2,11:05:00,MRS,3,2.5,NA,HECR,35,494,2177,NA,APCL,NA,6805,286
1056.1,YP,NA,Y,10,985153000368572,2,11:05:00,MRS,3,2.5,NA,HECR,35,494,2177,NA,APCL,NA,8462,286
1056.2,O,4,N,9,985153000405540,2,11:05:00,MRS,3,2.5,NA,HECR,35,494,2177,NA,APCL,NA,6805,286
1056.2,O,4,N,9,985153000405540,2,11:05:00,MRS,3,2.5,NA,HECR,35,494,2177,NA,APCL,NA,8462,286
1056.3,YR,5,N,6.1,985153000403897,2,11:05:00,MRS,3,2.5,NA,HECR,35,494,2177,NA,APCL,NA,6805,286
1056.3,YR,5,N,6.1,985153000403897,2,11:05:00,MRS,3,2.5,NA,HECR,35,494,2177,NA,APCL,NA,8462,286
1058.1,O,388,N,7.8,985153000368794,38,09:59:00,MRS,3,2,NA,HECR,30,NA,2420,NA,APCL,NA,7451,322
1058.2,O,389,N,8.6,985153000368655,38,09:59:00,MRS,3,2,NA,HECR,30,NA,2420,NA,APCL,NA,7451,322
1058.3,O,390,N,7.6,985153000355326,38,09:59:00,MRS,3,2,NA,HECR,30,NA,2420,NA,APCL,NA,7451,322
1058.4,O,391,N,6.4,985153000355674,38,09:59:00,MRS,3,2,NA,HECR,30,NA,2420,NA,APCL,NA,7451,322
1058.5,YP,392,N,8.9,985153000355209,38,09:59:00,MRS,3,2,NA,HECR,30,NA,2420,NA,APCL,NA,7451,322
1058.6,YP,NA,Y,9,985153000404510,38,09:59:00,MRS,3,2,NA,HECR,30,NA,2420,NA,APCL,NA,7451,322
1058.7,NA,NA,Y,NA,985153000404510,38,09:59:00,MRS,3,2,NA,HECR,30,NA,2420,NA,APCL,NA,7451,322
1059.1,O,712,N,8.8,985153000368815,50,12:39:00,MRS,4,3.4,NA,HECR,20,NA,2535,NA,APCL,NA,7948,334
1060.1,YP,541,N,6.6,985153000368922,44,09:53:00,MRS,3,2.3,NA,HECR,25,NA,2474,NA,APCL,NA,7757,328
1060.2,O,543,N,8,985153000356528,44,09:53:00,MRS,3,2.3,NA,HECR,25,NA,2474,NA,APCL,NA,7757,328
1061.1,O,519,N,8.3,985153000369267,43,13:53:00,MRS,3,2.8,NA,STHD,20,601,2465,NA,APCL,Chose STHD instead of STME because the tentacles were much shorter and smaller of diameter than the STME we have seen this season.,7722,327
1061.2,YP,520,N,8.6,985153000371722,43,13:53:00,MRS,3,2.8,NA,STHD,20,601,2465,NA,APCL,Chose STHD instead of STME because the tentacles were much shorter and smaller of diameter than the STME we have seen this season.,7722,327
1062.1,O,571,N,8,985153000369499,45,10:18:00,MRS,3,5.4,NA,HECR,30,NA,423,NA,APCL,NA,7788,329
1062.2,YP,572,N,7.7,985153000372322,45,10:18:00,MRS,3,5.4,NA,HECR,30,NA,423,NA,APCL,NA,7788,329
1062.3,O,573,N,6.8,985153000369480,45,10:18:00,MRS,3,5.4,NA,HECR,30,NA,423,NA,APCL,NA,7788,329
1062.4,O,574,Y,10.5,985153000402189,45,10:18:00,MRS,3,5.4,NA,HECR,30,NA,423,NA,APCL,NA,7788,329
1063.1,YP,512,N,6.8,985153000369796,43,13:22:00,MRS,3,1.8,NA,HECR,35,NA,2462,NA,APCL,NA,7716,327
1063.2,O,513,N,7.5,985153000371658,43,13:22:00,MRS,3,1.8,NA,HECR,35,NA,2462,NA,APCL,NA,7716,327
1063.3,YR,NA,NA,2,NA,43,13:22:00,MRS,3,1.8,NA,HECR,35,NA,2462,NA,APCL,NA,7716,327
1063.4,YR,514,NA,3.7,NA,43,13:22:00,MRS,3,1.8,NA,HECR,35,NA,2462,NA,APCL,NA,7716,327
1063.5,YP,515,N,8.5,985153000371376,43,13:22:00,MRS,3,1.8,NA,HECR,35,NA,2462,NA,APCL,NA,7716,327
1064.1,YP,698,N,8.5,985153000369901,49,10:08:00,MRS,4,5,NA,HECR,25,NA,2531,NA,APCL,NA,7935,333
1064.2,O,699,N,7.9,985153000355839,49,10:08:00,MRS,4,5,NA,HECR,25,NA,2531,NA,APCL,NA,7935,333
1064.3,YR,NA,NA,3,NA,49,10:08:00,MRS,4,5,NA,HECR,25,NA,2531,NA,APCL,NA,7935,333
1064.4,YR,NA,NA,2,NA,49,10:08:00,MRS,4,5,NA,HECR,25,NA,2531,NA,APCL,NA,7935,333
1065.1,YR,532,N,5.9,985153000369904,43,15:20:00,MRS,3,1.1,NA,HECR,30,NA,2472,NA,APCL,NA,7741,327
1066.1,O,587,N,7.3,985153000369925,46,12:58:00,MRS,3,1.7,NA,HECR,25,NA,2499,NA,APCL,NA,7802,330
1068.1,O,424,N,8.2,985153000370074,39,13:20:00,MRS,3,2,NA,HECR,30,523,2424,NA,APCL,NA,7576,323
1068.2,O,425,N,8.5,985153000355520,39,13:20:00,MRS,3,2,NA,HECR,30,523,2424,NA,APCL,NA,7576,323
1068.3,YR,426,N,4.9,NA,39,13:20:00,MRS,3,2,NA,HECR,30,523,2424,NA,APCL,NA,7576,323
