fish_id,color,fin_id,recap,size,tag_id,dive_num,obs_time,collector,gps,depth_m,depth_ft,anemspp,anemdia,oldanemid,anem_id,anemsampleid,spp,notes,anem_table_id,dive_table_id
286.1,NA,NA,NA,7,NA,20,09:03:00,MRS,3,2.8,NA,HECR,30,NA,1126,NA,APCL,NA,7172,304
287.1,W,NA,NA,2,NA,20,09:05:00,MRS,3,2.5,NA,HECR,30,NA,2283,NA,APCL,NA,7173,304
288.1,NA,NA,NA,6,NA,20,09:07:00,MRS,3,2.5,NA,HECR,25,NA,2043,NA,APCL,NA,7175,304
288.2,NA,NA,NA,3,NA,20,09:07:00,MRS,3,2.5,NA,HECR,25,NA,2043,NA,APCL,NA,7175,304
303.1,NA,NA,NA,9,NA,20,10:02:00,MRS,3,2.8,NA,HECR,30,NA,839,NA,APPE,NA,9864,304
305.1,NA,NA,NA,7,NA,20,10:22:00,MRS,3,3.3,NA,HECR,30,NA,19,NA,APPE,NA,9865,304
305.2,NA,NA,NA,7,NA,20,10:22:00,MRS,3,3.3,NA,HECR,30,NA,19,NA,APPE,NA,9865,304
305.3,NA,NA,NA,5,NA,20,10:22:00,MRS,3,3.3,NA,HECR,30,NA,19,NA,APPE,NA,9865,304
305.4,NA,NA,NA,5,NA,20,10:22:00,MRS,3,3.3,NA,HECR,30,NA,19,NA,APPE,NA,9865,304
316.1,W,231,N,5,NA,20,10:42:00,MRS,3,3.3,NA,HECR,20,NA,2291,NA,APCL,NA,7213,304
316.2,YR,232,N,4,NA,20,10:42:00,MRS,3,3.3,NA,HECR,20,NA,2291,NA,APCL,NA,7213,304
317.1,YR,NA,NA,7,NA,20,10:33:00,MRS,3,2.9,NA,HECR,30,NA,832,NA,APCL,NA,9866,304
317.2,W,NA,NA,5,NA,20,10:33:00,MRS,3,2.9,NA,HECR,30,NA,832,NA,APCL,NA,9866,304
320.1,NA,NA,NA,3,NA,20,11:11:00,MRS,3,3.7,NA,HECR,25,NA,2047,NA,APCL,NA,7219,304
337.1,NA,NA,NA,2,NA,21,12:48:00,MRS,3,2.8,NA,HECR,30,NA,1134,NA,APCL,NA,7237,305
344.1,YR,243,N,4,NA,21,12:52:00,MRS,3,2.9,NA,HECR,25,605,2293,NA,APCL,NA,7244,305
359.1,YP,NA,NA,8,NA,21,13:00:00,MRS,3,3.2,NA,HECR,30,NA,893,NA,APCL,NA,7260,305
364.1,NA,NA,NA,7,NA,21,13:23:00,MRS,3,3.5,NA,HECR,30,NA,672,NA,APCL,NA,7266,305
364.2,O,NA,NA,8,NA,21,13:23:00,MRS,3,3.5,NA,HECR,30,NA,672,NA,APCL,NA,7266,305
377.1,NA,NA,NA,9,NA,21,13:38:00,MRS,3,2.9,NA,HECR,30,NA,668,NA,APPE,NA,7280,305
377.2,NA,NA,NA,8,NA,21,13:38:00,MRS,3,2.9,NA,HECR,30,NA,668,NA,APPE,NA,7280,305
377.3,NA,NA,NA,7,NA,21,13:38:00,MRS,3,2.9,NA,HECR,30,NA,668,NA,APPE,NA,7280,305
377.4,NA,NA,NA,5,NA,21,13:38:00,MRS,3,2.9,NA,HECR,30,NA,668,NA,APPE,NA,7280,305
377.5,NA,NA,NA,5,NA,21,13:38:00,MRS,3,2.9,NA,HECR,30,NA,668,NA,APPE,NA,7280,305
382.1,YR,NA,NA,3,NA,21,14:06:00,MRS,3,3.2,NA,HECR,20,NA,638,NA,APCL,NA,7287,305
386.1,Y,NA,NA,5,NA,25,10:40:00,MRS,3,3.9,NA,HECR,25,NA,697,NA,APCL,NA,7292,309
389.1,NA,NA,NA,9,NA,25,10:44:00,MRS,3,4,NA,HECR,30,NA,698,NA,APPE,NA,7295,309
389.2,NA,NA,NA,7,NA,25,10:44:00,MRS,3,4,NA,HECR,30,NA,698,NA,APPE,NA,7295,309
389.3,NA,NA,NA,3,NA,25,10:44:00,MRS,3,4,NA,HECR,30,NA,698,NA,APPE,NA,7295,309
393.1,NA,NA,NA,7,NA,26,15:24:00,MRS,3,3.4,NA,HECR,30,NA,1308,NA,APPE,NA,7307,310
393.2,NA,NA,NA,5,NA,26,15:24:00,MRS,3,3.4,NA,HECR,30,NA,1308,NA,APPE,NA,7307,310
402.1,NA,NA,NA,9,NA,29,13:41:00,MRS,3,4.6,NA,HECR,40,NA,702,NA,APPE,NA,7321,313
402.2,NA,NA,NA,9,NA,29,13:41:00,MRS,3,4.6,NA,HECR,40,NA,702,NA,APPE,NA,7321,313
402.3,NA,NA,NA,7,NA,29,13:41:00,MRS,3,4.6,NA,HECR,40,NA,702,NA,APPE,NA,7321,313
408.1,YR,300,N,4.9,NA,32,10:07:00,MRS,3,1.1,NA,HECR,20,NA,2315,NA,APCL,NA,7333,316
408.2,YR,NA,NA,3,NA,32,10:07:00,MRS,3,1.1,NA,HECR,20,NA,2315,NA,APCL,NA,7333,316
412.1,NA,NA,NA,3,NA,32,10:45:00,MRS,3,1.1,NA,HECR,20,NA,379,NA,APPE,NA,7339,316
413.1,NA,NA,NA,3,NA,32,10:47:00,MRS,3,1,NA,HECR,20,NA,380,NA,APCL,NA,7340,316
413.2,NA,NA,NA,2,NA,32,10:47:00,MRS,3,1,NA,HECR,20,NA,380,NA,APCL,NA,7340,316
446.1,YR,336,NA,3.8,NA,34,12:02:00,MRS,3,2.2,NA,HECR,15,NA,2407,NA,APCL,NA,7385,318
446.2,YR,NA,NA,3.5,NA,34,12:02:00,MRS,3,2.2,NA,HECR,15,NA,2407,NA,APCL,NA,7385,318
446.3,YR,NA,NA,2,NA,34,12:02:00,MRS,3,2.2,NA,HECR,15,NA,2407,NA,APCL,NA,7385,318
513.1,YR,394,N,3.6,NA,38,10:35:00,MRS,3,1.4,NA,HECR,30,NA,2421,NA,APCL,NA,7471,322
513.2,O,395,N,8,985153000370633,38,10:35:00,MRS,3,1.4,NA,HECR,30,NA,2421,NA,APCL,NA,7471,322
513.3,Y,396,N,6.5,985153000368743,38,10:35:00,MRS,3,1.4,NA,HECR,30,NA,2421,NA,APCL,NA,7471,322
513.4,YR,399,N,6.9,985153000363643,38,10:35:00,MRS,3,1.4,NA,HECR,30,NA,2421,NA,APCL,NA,7471,322
513.5,YR,397,N,3.6,NA,38,10:35:00,MRS,3,1.4,NA,HECR,30,NA,2421,NA,APCL,NA,7471,322
513.6,Y,398,N,5.6,985153000368613,38,10:35:00,MRS,3,1.4,NA,HECR,30,NA,2421,NA,APCL,NA,7471,322
513.7,NA,NA,N,NA,985153000368613,38,10:35:00,MRS,3,1.4,NA,HECR,30,NA,2421,NA,APCL,NA,7471,322
533.1,YR,400,N,3.7,NA,38,10:56:00,MRS,3,1.4,NA,HECR,30,NA,2422,NA,APCL,NA,7491,322
533.2,YP,401,N,8.8,985153000355653,38,10:56:00,MRS,3,1.4,NA,HECR,30,NA,2422,NA,APCL,NA,7491,322
533.3,YR,402,N,6.2,985153000370477,38,10:56:00,MRS,3,1.4,NA,HECR,30,NA,2422,NA,APCL,NA,7491,322
533.4,O,403,N,8,985153000369173,38,10:56:00,MRS,3,1.4,NA,HECR,30,NA,2422,NA,APCL,NA,7491,322
533.5,O,404,N,8.5,985153000353898,38,10:56:00,MRS,3,1.4,NA,HECR,30,NA,2422,NA,APCL,NA,7491,322
533.6,O,405,N,7.6,985153000363602,38,10:56:00,MRS,3,1.4,NA,HECR,30,NA,2422,NA,APCL,NA,7491,322
533.7,NA,NA,N,NA,985153000363602,38,10:56:00,MRS,3,1.4,NA,HECR,30,NA,2422,NA,APCL,NA,7491,322
627.1,NA,NA,NA,7,NA,39,13:48:00,MRS,3,2.3,NA,HECR,30,NA,1287,NA,APPE,NA,9871,323
627.2,NA,NA,NA,3,NA,39,13:48:00,MRS,3,2.3,NA,HECR,30,NA,1287,NA,APPE,NA,9871,323
638.1,O,NA,NA,8,NA,39,14:38:00,MRS,3,1.5,NA,HECR,30,NA,510,NA,APCL,NA,7605,323
638.2,YP,NA,NA,8,NA,39,14:38:00,MRS,3,1.5,NA,HECR,30,NA,510,NA,APCL,NA,7605,323
673.1,YR,NA,N,3.2,NA,40.1,09:12:00,MRS,3,3.7,NA,HECR,20,NA,2427,NA,APCL,NA,7640,324
687.1,W,443,N,4.4,NA,40.1,09:48:00,MRS,3,2.4,NA,HECR,30,680,2430,NA,APCL,NA,7656,324
692.1,W,453,N,4.4,NA,40.2,11:08:00,MRS,3,1.8,NA,HECR,20,NA,2434,NA,APCL,NA,7665,588
699.1,W,454,N,4.1,NA,40.2,11:18:00,MRS,3,3.5,NA,HEMA,10,NA,2436,NA,APCL,NA,7672,588
705.1,O,NA,NA,8.3,NA,41,14:16:00,MRS,3,3.3,NA,HECR,30,954,2447,NA,APCL,8.3cm fish escaped,7686,325
705.1,O,NA,NA,8.3,NA,41,14:16:00,MRS,3,3.3,NA,HECR,30,954,2447,NA,APCL,8.3cm fish escaped,9873,325
705.2,YP,474,N,8.9,985153000371973,41,14:16:00,MRS,3,3.3,NA,HECR,30,954,2447,NA,APCL,8.3cm fish escaped,7686,325
705.2,YP,474,N,8.9,985153000371973,41,14:16:00,MRS,3,3.3,NA,HECR,30,954,2447,NA,APCL,8.3cm fish escaped,9873,325
705.3,YP,475,N,8.2,985153000372170,41,14:16:00,MRS,3,3.3,NA,HECR,30,954,2447,NA,APCL,8.3cm fish escaped,7686,325
705.3,YP,475,N,8.2,985153000372170,41,14:16:00,MRS,3,3.3,NA,HECR,30,954,2447,NA,APCL,8.3cm fish escaped,9873,325
705.4,O,476,N,8,985153000354556,41,14:16:00,MRS,3,3.3,NA,HECR,30,954,2447,NA,APCL,8.3cm fish escaped,7686,325
705.4,O,476,N,8,985153000354556,41,14:16:00,MRS,3,3.3,NA,HECR,30,954,2447,NA,APCL,8.3cm fish escaped,9873,325
705.5,YR,477,N,4.9,NA,41,14:16:00,MRS,3,3.3,NA,HECR,30,954,2447,NA,APCL,8.3cm fish escaped,7686,325
705.5,YR,477,N,4.9,NA,41,14:16:00,MRS,3,3.3,NA,HECR,30,954,2447,NA,APCL,8.3cm fish escaped,9873,325
705.6,YR,NA,NA,3,NA,41,14:16:00,MRS,3,3.3,NA,HECR,30,954,2447,NA,APCL,8.3cm fish escaped,7686,325
705.6,YR,NA,NA,3,NA,41,14:16:00,MRS,3,3.3,NA,HECR,30,954,2447,NA,APCL,8.3cm fish escaped,9873,325
708.1,YR,504,N,4.7,NA,42,10:47:00,MRS,3,4.5,NA,HECR,30,NA,2453,NA,APCL,NA,7696,326
708.2,YR,505,N,5.3,985153000356701,42,10:47:00,MRS,3,4.5,NA,HECR,30,NA,2453,NA,APCL,NA,7696,326
708.3,YR,NA,NA,3,NA,42,10:47:00,MRS,3,4.5,NA,HECR,30,NA,2453,NA,APCL,NA,7696,326
708.4,O,506,N,8.5,985153000368085,42,10:47:00,MRS,3,4.5,NA,HECR,30,NA,2453,NA,APCL,NA,7696,326
715.1,NA,NA,NA,9,NA,42,11:12:00,MRS,3,3.9,NA,HECR,30,NA,2456,NA,APCL,Can't read old tag but it has 111,7705,326
715.2,NA,NA,NA,9,NA,42,11:12:00,MRS,3,3.9,NA,HECR,30,NA,2456,NA,APCL,Can't read old tag but it has 111,7705,326
718.1,W,510,N,4,NA,43,12:54:00,MRS,3,1.1,NA,HECR,20,NA,2459,NA,APCL,NA,7709,327
718.2,W,NA,NA,3,NA,43,12:54:00,MRS,3,1.1,NA,HECR,20,NA,2459,NA,APCL,NA,7709,327
727.1,NA,NA,NA,7,NA,43,13:42:00,MRS,3,2.6,NA,HECR,35,NA,603,NA,APPE,NA,7721,327
730.1,Y,NA,NA,2.5,NA,43,14:40:00,MRS,3,1.8,NA,HECR,20,NA,2470,NA,APCL,NA,7729,327
730.2,W,NA,NA,2.5,NA,43,14:40:00,MRS,3,1.8,NA,HECR,20,NA,2470,NA,APCL,NA,7729,327
730.3,YP,528,N,6.6,985153000403830,43,14:40:00,MRS,3,1.8,NA,HECR,20,NA,2470,NA,APCL,NA,7729,327
732.1,W,529,N,3.8,NA,43,15:00:00,MRS,3,1.3,NA,HECR,20,NA,2471,NA,APCL,NA,7731,327
732.2,YP,530,N,7.4,985153000364762,43,15:00:00,MRS,3,1.3,NA,HECR,20,NA,2471,NA,APCL,NA,7731,327
742.1,Y,NA,NA,3,NA,44,09:21:00,MRS,3,2.3,NA,HECR,20,NA,2461,NA,APCL,NA,7743,328
745.1,YR,478,N,4.7,NA,44,09:40:00,MRS,3,2.3,NA,HECR,25,597,2473,NA,APCL,NA,7747,328
745.2,O,479,N,9.4,985153000369909,44,09:40:00,MRS,3,2.3,NA,HECR,25,597,2473,NA,APCL,NA,7747,328
745.3,YR,533,N,5.2,985153000371370,44,09:40:00,MRS,3,2.3,NA,HECR,25,597,2473,NA,APCL,NA,7747,328
745.4,O,534,N,8.8,985153000403220,44,09:40:00,MRS,3,2.3,NA,HECR,25,597,2473,NA,APCL,NA,7747,328
745.5,O,535,N,8.6,985153000400988,44,09:40:00,MRS,3,2.3,NA,HECR,25,597,2473,NA,APCL,NA,7747,328
745.6,O,536,N,8,985153000403031,44,09:40:00,MRS,3,2.3,NA,HECR,25,597,2473,NA,APCL,NA,7747,328
753.1,YR,543,N,4.3,NA,44,09:51:00,MRS,3,2.4,NA,HECR,25,NA,2475,NA,APCL,NA,7755,328
753.2,O,NA,Y,6.6,985153000356086,44,09:51:00,MRS,3,2.4,NA,HECR,25,NA,2475,NA,APCL,NA,7755,328
756.1,YR,NA,N,4,NA,44,10:08:00,MRS,3,2.3,NA,HECR,20,1072,2478,NA,APCL,NA,7760,328
759.1,YR,NA,NA,3,NA,44,10:44:00,MRS,3,3.1,NA,HECR,35,NA,1121,NA,APCL,NA,7766,328
760.1,YR,556,N,4.3,NA,44,10:51:00,MRS,3,4.1,NA,MADO,30,NA,2061,NA,APCL,NA,7768,328
761.1,YR,NA,N,3.3,NA,44,11:14:00,MRS,3,2.4,NA,HECR,15,1119,2484,NA,APCL,NA,7770,328
761.2,O,559,N,8.1,985153000354360,44,11:14:00,MRS,3,2.4,NA,HECR,15,1119,2484,NA,APCL,NA,7770,328
766.1,YR,NA,NA,3,NA,45,09:25:00,MRS,3,5.5,NA,HECR,15,NA,2485,NA,APCL,NA,7772,329
767.1,NA,NA,NA,3,NA,45,09:26:00,MRS,3,5.2,NA,ENQD,30,NA,915,NA,APFR,NA,7777,329
770.1,NA,NA,NA,7,NA,45,09:52:00,MRS,3,5.5,NA,HECR,25,NA,425,NA,APPE,NA,7783,329
770.2,NA,NA,NA,3,NA,45,09:52:00,MRS,3,5.5,NA,HECR,25,NA,425,NA,APPE,NA,7783,329
771.1,NA,NA,NA,3,NA,45,10:10:00,MRS,3,6.3,NA,HECR,30,426,2489,NA,APPE,The 10.5cm fish from anem 2490 was caught here,7785,329
772.1,YR,570,N,4.7,NA,45,10:11:00,MRS,3,6.1,NA,HECR,30,427,2491,NA,APCL,NA,7786,329
776.1,NA,NA,NA,7,NA,46,11:54:00,MRS,3,3.2,NA,HECR,30,NA,1121,NA,APCL,NA,7793,330
778.1,YR,585,N,4.4,NA,46,12:49:00,MRS,3,1.9,NA,HECR,15,NA,2498,NA,APCL,NA,7800,330
778.2,YR,586,N,6.9,985153000372499,46,12:49:00,MRS,3,1.9,NA,HECR,15,NA,2498,NA,APCL,NA,7800,330
789.1,YR,607,NA,6.6,NA,47,09:08:00,MRS,4,6.6,NA,HECR,20,NA,2502,NA,APCL,NA,7816,331
789.2,YR,NA,NA,3.4,NA,47,09:08:00,MRS,4,6.6,NA,HECR,20,NA,2502,NA,APCL,NA,7816,331
791.1,O,608,NA,6.7,NA,47,09:45:00,MRS,4,6.6,NA,ENQD,20,691,2503,NA,APCL,NA,7818,331
791.2,O,609,NA,8.7,NA,47,09:45:00,MRS,4,6.6,NA,ENQD,20,691,2503,NA,APCL,NA,7818,331
791.3,YR,610,NA,3.7,NA,47,09:45:00,MRS,4,6.6,NA,ENQD,20,691,2503,NA,APCL,NA,7818,331
791.4,YR,611,NA,5.6,NA,47,09:45:00,MRS,4,6.6,NA,ENQD,20,691,2503,NA,APCL,NA,7818,331
791.5,YR,612,NA,6.3,NA,47,09:45:00,MRS,4,6.6,NA,ENQD,20,691,2503,NA,APCL,NA,7818,331
791.6,YR,613,NA,4.3,NA,47,09:45:00,MRS,4,6.6,NA,ENQD,20,691,2503,NA,APCL,NA,7818,331
791.7,YP,614,NA,10.4,NA,47,09:45:00,MRS,4,6.6,NA,ENQD,20,691,2503,NA,APCL,NA,7818,331
803.1,YP,620,NA,9.6,NA,47,10:13:00,MRS,4,6.6,NA,MADO,30,NA,2504,NA,APCL,NA,7830,331
803.2,O,621,NA,10.4,NA,47,10:13:00,MRS,4,6.6,NA,MADO,30,NA,2504,NA,APCL,NA,7830,331
803.3,YR,622,NA,4.3,NA,47,10:13:00,MRS,4,6.6,NA,MADO,30,NA,2504,NA,APCL,NA,7830,331
803.4,O,623,NA,7.7,NA,47,10:13:00,MRS,4,6.6,NA,MADO,30,NA,2504,NA,APCL,NA,7830,331
803.5,O,624,NA,8.4,NA,47,10:13:00,MRS,4,6.6,NA,MADO,30,NA,2504,NA,APCL,NA,7830,331
803.6,YR,625,NA,6.8,NA,47,10:13:00,MRS,4,6.6,NA,MADO,30,NA,2504,NA,APCL,NA,7830,331
803.7,YR,626,NA,4.4,NA,47,10:13:00,MRS,4,6.6,NA,MADO,30,NA,2504,NA,APCL,NA,7830,331
810.1,YR,627,NA,3.8,NA,47,10:43:00,MRS,4,6.6,NA,ENQD,30,930,2505,NA,APCL,NA,7837,331
810.2,O,628,NA,9,NA,47,10:43:00,MRS,4,6.6,NA,ENQD,30,930,2505,NA,APCL,NA,7837,331
810.3,YR,629,NA,7.2,NA,47,10:43:00,MRS,4,6.6,NA,ENQD,30,930,2505,NA,APCL,NA,7837,331
810.4,O,630,NA,8.8,NA,47,10:43:00,MRS,4,6.6,NA,ENQD,30,930,2505,NA,APCL,NA,7837,331
810.5,YP,631,NA,8.6,NA,47,10:43:00,MRS,4,6.6,NA,ENQD,30,930,2505,NA,APCL,NA,7837,331
810.6,YR,632,NA,7.7,NA,47,10:43:00,MRS,4,6.6,NA,ENQD,30,930,2505,NA,APCL,NA,7837,331
810.7,O,633,NA,9.1,NA,47,10:43:00,MRS,4,6.6,NA,ENQD,30,930,2505,NA,APCL,NA,7837,331
818.1,YR,642,NA,6.1,NA,48,12:04:00,MRS,4,3.2,NA,HECR,30,NA,2506,NA,APCL,NA,7846,332
820.1,YR,643,NA,4.3,NA,48,12:09:00,MRS,4,3,NA,HECR,20,NA,2507,NA,APCL,NA,7847,332
820.2,YP,644,NA,9.7,NA,48,12:09:00,MRS,4,3,NA,HECR,20,NA,2507,NA,APCL,NA,7847,332
823.1,O,645,NA,8.7,NA,48,12:13:00,MRS,4,3,NA,HECR,20,NA,2508,NA,APCL,NA,7850,332
826.1,O,646,NA,7.7,NA,48,12:55:00,MRS,4,2,NA,HECR,25,NA,2509,NA,APCL,NA,7853,332
826.2,YR,647,NA,5.8,NA,48,12:55:00,MRS,4,2,NA,HECR,25,NA,2509,NA,APCL,NA,7853,332
826.3,O,648,NA,7.4,NA,48,12:55:00,MRS,4,2,NA,HECR,25,NA,2509,NA,APCL,NA,7853,332
826.4,YR,649,NA,6.2,NA,48,12:55:00,MRS,4,2,NA,HECR,25,NA,2509,NA,APCL,NA,7853,332
826.5,YR,650,NA,6.7,NA,48,12:55:00,MRS,4,2,NA,HECR,25,NA,2509,NA,APCL,NA,7853,332
826.6,YR,651,NA,5.3,NA,48,12:55:00,MRS,4,2,NA,HECR,25,NA,2509,NA,APCL,NA,7853,332
826.7,O,652,NA,6.7,NA,48,12:55:00,MRS,4,2,NA,HECR,25,NA,2509,NA,APCL,NA,7853,332
836.1,YR,662,NA,4.3,NA,48,12:59:00,MRS,4,2.1,NA,HECR,30,NA,2510,NA,APCL,NA,7863,332
839.1,YR,663,NA,4.6,NA,48,13:07:00,MRS,4,2.1,NA,HECR,30,NA,2511,NA,APCL,NA,7866,332
847.1,YR,664,NA,5.4,NA,48,13:09:00,MRS,4,2.3,NA,HECR,20,NA,2512,NA,APCL,NA,7874,332
847.2,YP,665,NA,8.3,NA,48,13:09:00,MRS,4,2.3,NA,HECR,20,NA,2512,NA,APCL,NA,7874,332
848.1,O,666,NA,7,NA,48,13:21:00,MRS,4,2.1,NA,HECR,25,NA,2513,NA,APCL,NA,7875,332
849.1,YR,667,NA,4,NA,48,13:22:00,MRS,4,2.3,NA,HECR,30,NA,2514,NA,APCL,NA,7876,332
849.2,YR,668,NA,4.9,NA,48,13:22:00,MRS,4,2.3,NA,HECR,30,NA,2514,NA,APCL,NA,7876,332
850.1,YR,669,NA,4.1,NA,48,13:29:00,MRS,4,1.7,NA,HECR,25,NA,2515,NA,APCL,NA,7877,332
850.2,YP,670,NA,5.6,NA,48,13:29:00,MRS,4,1.7,NA,HECR,25,NA,2515,NA,APCL,NA,7877,332
854.1,O,671,NA,9.4,NA,48,13:35:00,MRS,4,2.2,NA,HECR,25,NA,2516,NA,APCL,NA,7881,332
854.2,YR,672,NA,4.5,NA,48,13:35:00,MRS,4,2.2,NA,HECR,25,NA,2516,NA,APCL,NA,7881,332
855.1,YR,673,NA,5.1,NA,48,13:40:00,MRS,4,2,NA,HECR,25,NA,2517,NA,APCL,NA,7882,332
855.2,YR,NA,NA,3,NA,48,13:40:00,MRS,4,2,NA,HECR,25,NA,2517,NA,APCL,NA,7882,332
863.1,YR,674,NA,5.7,NA,48,13:46:00,MRS,4,2.1,NA,HECR,25,NA,2518,NA,APCL,NA,7890,332
864.1,YR,675,NA,5,NA,48,13:49:00,MRS,4,2.1,NA,HECR,20,508,2519,NA,APCL,NA,7891,332
874.1,YR,676,NA,5.1,NA,48,14:02:00,MRS,4,2,NA,HECR,30,NA,2520,NA,APCL,NA,7901,332
884.1,W,677,NA,5.6,NA,48,14:06:00,MRS,4,1.7,NA,HECR,30,NA,2521,NA,APCL,NA,7911,332
884.2,YR,NA,NA,5,NA,48,14:06:00,MRS,4,1.7,NA,HECR,30,NA,2521,NA,APCL,NA,7911,332
885.1,W,678,NA,6.3,NA,48,14:13:00,MRS,4,1.8,NA,HECR,30,NA,2522,NA,APCL,NA,7912,332
885.2,YR,679,NA,4.8,NA,48,14:13:00,MRS,4,1.8,NA,HECR,30,NA,2522,NA,APCL,NA,7912,332
888.1,W,680,NA,5.7,NA,48,14:22:00,MRS,4,1.6,NA,HECR,30,NA,2523,NA,APCL,NA,7915,332
890.1,O,681,NA,8,NA,48,14:23:00,MRS,4,1.7,NA,HECR,30,1346,2524,NA,APCL,NA,7917,332
893.1,O,682,NA,7.7,NA,48,14:28:00,MRS,4,1.7,NA,HECR,20,NA,2525,NA,APCL,NA,7920,332
893.2,YP,683,NA,8.9,NA,48,14:28:00,MRS,4,1.7,NA,HECR,20,NA,2525,NA,APCL,NA,7920,332
893.3,W,684,NA,5.4,NA,48,14:28:00,MRS,4,1.7,NA,HECR,20,NA,2525,NA,APCL,NA,7920,332
893.4,YR,NA,NA,5,NA,48,14:28:00,MRS,4,1.7,NA,HECR,20,NA,2525,NA,APCL,NA,7920,332
896.1,W,685,N,3.5,NA,49,08:58:00,MRS,4,2,NA,HECR,15,NA,2526,NA,APCL,NA,7923,333
897.1,YR,686,N,5,NA,49,09:03:00,MRS,4,1.8,NA,HECR,15,NA,2527,NA,APCL,NA,7924,333
897.2,W,NA,NA,3,NA,49,09:03:00,MRS,4,1.8,NA,HECR,15,NA,2527,NA,APCL,NA,7924,333
898.1,YR,688,N,4,NA,49,09:22:00,MRS,4,3.2,NA,HECR,30,NA,2149,NA,APCL,NA,7926,333
898.2,YR,689,N,5.2,985153000372176,49,09:22:00,MRS,4,3.2,NA,HECR,30,NA,2149,NA,APCL,NA,7926,333
898.3,O,690,N,7.9,985153000372398,49,09:22:00,MRS,4,3.2,NA,HECR,30,NA,2149,NA,APCL,NA,7926,333
902.1,YR,NA,NA,1.5,NA,49,09:31:00,MRS,4,3.3,NA,HECR,30,NA,2529,NA,APCL,NA,7930,333
902.2,YR,NA,NA,3,NA,49,09:31:00,MRS,4,3.3,NA,HECR,30,NA,2529,NA,APCL,NA,7930,333
902.3,YP,691,N,7.5,985153000355630,49,09:31:00,MRS,4,3.3,NA,HECR,30,NA,2529,NA,APCL,NA,7930,333
902.4,O,692,N,8.2,985153000353940,49,09:31:00,MRS,4,3.3,NA,HECR,30,NA,2529,NA,APCL,NA,7930,333
903.1,YR,NA,NA,2,NA,49,10:01:00,MRS,4,5.3,NA,HECR,20,NA,2156,NA,APCL,NA,7934,333
903.2,W,NA,NA,1,NA,49,10:01:00,MRS,4,5.3,NA,HECR,20,NA,2156,NA,APCL,NA,7934,333
905.1,W,NA,N,3.2,NA,49,10:15:00,MRS,4,6.1,NA,HECR,25,NA,2532,NA,APCL,NA,7937,333
905.2,YP,700,N,5.8,985153000354371,49,10:15:00,MRS,4,6.1,NA,HECR,25,NA,2532,NA,APCL,NA,7937,333
905.3,YR,NA,NA,2,NA,49,10:15:00,MRS,4,6.1,NA,HECR,25,NA,2532,NA,APCL,NA,7937,333
905.4,BW,NA,NA,1,NA,49,10:15:00,MRS,4,6.1,NA,HECR,25,NA,2532,NA,APCL,NA,7937,333
905.5,Y,NA,NA,6,NA,49,10:15:00,MRS,4,6.1,NA,HECR,25,NA,2532,NA,APCL,NA,7937,333
906.1,NA,NA,NA,5,NA,49,10:31:00,MRS,4,4.2,NA,HECR,30,NA,782,NA,APPE,NA,7939,333
908.1,YR,703,N,4.8,NA,49,11:08:00,MRS,4,3.2,NA,HECR,30,NA,2157,NA,APCL,NA,7942,333
908.2,YR,704,N,5.3,985153000356731,49,11:08:00,MRS,4,3.2,NA,HECR,30,NA,2157,NA,APCL,NA,7942,333
908.3,YP,705,N,7.3,985153000371359,49,11:08:00,MRS,4,3.2,NA,HECR,30,NA,2157,NA,APCL,NA,7942,333
908.4,O,706,N,8.2,985153000353931,49,11:08:00,MRS,4,3.2,NA,HECR,30,NA,2157,NA,APCL,NA,7942,333
908.5,O,707,N,7.5,985153000371995,49,11:08:00,MRS,4,3.2,NA,HECR,30,NA,2157,NA,APCL,NA,7942,333
908.6,YR,708,N,5,NA,49,11:08:00,MRS,4,3.2,NA,HECR,30,NA,2157,NA,APCL,NA,7942,333
908.7,YP,709,N,6,985153000363130,49,11:08:00,MRS,4,3.2,NA,HECR,30,NA,2157,NA,APCL,NA,7942,333
914.1,YR,717,N,3.9,NA,50,13:00:00,MRS,4,3.9,NA,HECR,15,NA,2538,NA,APCL,NA,7952,334
914.2,YR,NA,NA,3,NA,50,13:00:00,MRS,4,3.9,NA,HECR,15,NA,2538,NA,APCL,NA,7952,334
915.1,W,719,N,4.2,NA,50,13:07:00,MRS,4,3.2,NA,HECR,20,NA,2539,NA,APCL,NA,7954,334
916.1,YR,720,N,4.7,NA,50,13:11:00,MRS,4,2.9,NA,HECR,20,NA,2540,NA,APCL,NA,7955,334
918.1,YR,723,N,4.8,NA,50,13:28:00,MRS,4,2.9,NA,HECR,15,NA,2543,NA,APCL,NA,7959,334
918.2,W,NA,NA,3,NA,50,13:28:00,MRS,4,2.9,NA,HECR,15,NA,2543,NA,APCL,NA,7959,334
922.1,NA,NA,NA,8,NA,50,13:37:00,MRS,4,2.9,NA,ENQD,45,NA,770,NA,APFR,NA,7961,334
922.2,NA,NA,NA,5,NA,50,13:37:00,MRS,4,2.9,NA,ENQD,45,NA,770,NA,APFR,NA,7961,334
922.3,NA,NA,NA,3,NA,50,13:37:00,MRS,4,2.9,NA,ENQD,45,NA,770,NA,APFR,NA,7961,334
923.1,W,727,N,4.5,NA,50,13:44:00,MRS,4,2.3,NA,HECR,25,NA,2545,NA,APCL,NA,7965,334
