fish_table_id,anem_table_id,fish_spp,size,fin_id,sample_id,color,gen_id,recap,tag_id,fish_obs_time,notes,collector,correction,corr_date,corr_editor,corr_message
6997,6905,APCL,4.2,71,APCL16_071,YR,NA,NA,NA,NA,"Fish sizes based on Michelle's notes when she saw it first (10,10,7,5,3) and the fish we caught there (10.2, 9.6, 5.8, 4.2).",MRS,NA,NA,NA,NA
7514,7265,APCL,9.7,248,APCL16_248,O,NA,N,985153000403500,NA,These fish are from the group of anemones visible at 10:45,MRS,NA,NA,NA,NA
6999,6906,APCL,4.5,63,APCL16_063,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7518,7265,APCL,NA,NA,NA,NA,NA,N,985153000404530,NA,These fish are from the group of anemones visible at 10:45,MRS,NA,NA,NA,NA
7517,7265,APCL,10.2,251,APCL16_251,YP,NA,N,985153000404530,NA,These fish are from the group of anemones visible at 10:45,MRS,NA,NA,NA,NA
7011,6911,APCL,8.6,69,APCL16_069,O,NA,NA,NA,NA,The small APCL got away,MRS,NA,NA,NA,NA
7013,6912,APCL,7.1,74,APCL16_074,O,NA,N,985153000356801,NA,"Several other APCL hid, Malin may know the sizes",MRS,NA,NA,NA,NA
7530,7286,APCL,7.4,255,APCL16_255,YP,NA,N,985153000403237,NA,NA,MRS,NA,NA,NA,NA
8045,7796,APCL,5.4,577,APCL16_577,O,NA,N,985153000356576,NA,Old tag is unreadable,MRS,NA,NA,NA,NA
7018,6914,APCL,7.2,77,APCL16_077,O,NA,N,985153000372339,NA,NA,MRS,NA,NA,NA,NA
7534,7289,APCL,8.7,258,APCL16_258,YP,NA,N,985153000399724,NA,NA,MRS,NA,NA,NA,NA
7538,7289,APCL,5.5,262,APCL16_262,YR,NA,N,985153000407331,NA,NA,MRS,NA,NA,NA,NA
7023,6918,APCL,6.3,75,APCL16_075,YR,NA,N,985153000371943,NA,Malin estimated 2 small fish sizes,MRS,NA,NA,NA,NA
7027,6920,APCL,8.9,NA,NA,O,NA,Y,985153000374351,NA,NA,MRS,NA,NA,NA,NA
7550,7297,APCL,9.7,266,APCL16_266,YP,NA,N,985153000404202,NA,NA,MRS,NA,NA,NA,NA
7035,6924,APCL,9.7,79,APCL16_079,O,NA,N,985153000371224,NA,These fish also swim to anemone 950,MRS,NA,NA,NA,NA
7043,6927,APCL,3.5,84,APCL16_084,W,NA,NA,NA,NA,Anemone was pulled in,MRS,NA,NA,NA,NA
7562,7301,APCL,4.8,271,APCL16_271,O,NA,N,NA,NA,The 4.8cm fish has very thin orange on the edges of the tail,MRS,NA,NA,NA,NA
7050,6931,APCL,6.5,86,APCL16_086,YR,NA,N,985153000404213,NA,The other large one swam away,MRS,NA,NA,NA,NA
7051,6931,APCL,8.9,87,APCL16_087,O,NA,N,985153000353794,NA,The other large one swam away,MRS,NA,NA,NA,NA
8091,7819,APCL,4.6,619,APCL16_619,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8101,7837,APCL,9,628,APCL16_628,O,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8119,7847,APCL,9.7,644,APCL16_644,YP,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7091,6957,APCL,6.9,95,APCL16_095,NA,NA,N,985153000405736,NA,NA,MRS,NA,NA,NA,NA
8125,7853,APCL,6.7,650,APCL16_650,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7613,7329,APCL,8.7,298,APCL16_298,O,NA,N,985153000407490,NA,NA,MRS,NA,NA,NA,NA
8139,7874,APCL,5.4,664,APCL16_664,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7114,6973,APCL,8.1,101,APCL16_101,O,NA,N,985153000403244,NA,We also saw this at 11:17 and caugh the fish on it. The 8.1 O fish was hiding in a hole adjacent to the anemone.,MRS,NA,NA,NA,NA
7135,6984,APCL,4.7,108,APCL16_108,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8223,7958,APCL,5.5,722,APCL16_722,YR,NA,N,985153000364038,NA,NA,MRS,NA,NA,NA,NA
7181,7008,APCL,7.3,118,APCL16_118,O,NA,N,985153000400989,NA,"Pit scanner says 410949 was misread by Michelle and is actually 400989, next scan is 407421",MRS,NA,NA,NA,NA
7182,7008,APCL,6.8,119,APCL16_119,YR,NA,N,985153000407421,NA,"Pit scanner says 410949 was misread by Michelle and is actually 400989, next scan is 407421",MRS,NA,NA,NA,NA
8231,7962,APCL,4.7,726,APCL16_726,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7186,7011,APCL,4.3,120,APCL16_120,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7189,7013,APCL,9.2,121,APCL16_121,YP,NA,N,985153000352306,NA,NA,MRS,NA,NA,NA,NA
8235,7965,APCL,4,728,APCL16_728,W,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7202,7023,APCL,10.3,126,APCL16_126,O,NA,N,985153000400619,NA,Black bodied clownfish,MRS,NA,NA,NA,NA
7703,7396,APCL,4.9,349,APCL16_349,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
8279,7987,APCL,7.1,745,APCL16_745,YP,NA,N,985153000354147,NA,NA,MRS,NA,NA,NA,NA
8287,7989,APCL,3.9,749,APCL16_749,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
8295,7990,APCL,6.4,755,APCL16_755,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7221,7032,APCL,10.7,129,APCL16_129,YP,NA,N,985153000402481,NA,NA,MRS,NA,NA,NA,NA
8311,7998,APCL,9.6,764,APCL16_764,O,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8327,8006,APCL,6.8,775,APCL16_775,Y,NA,N,986112100172294,NA,NA,MRS,NA,NA,NA,NA
8335,8016,APCL,9.7,778,APCL16_778,O,NA,N,986112100164658,NA,NA,MRS,NA,NA,NA,NA
7237,7040,APCL,8.1,135,APCL16_135,W,NA,N,985153000352985,NA,NA,MRS,NA,NA,NA,NA
8343,8021,APCL,9.4,781,APCL16_781,O,NA,N,986112100172156,NA,NA,MRS,NA,NA,NA,NA
8351,8028,APCL,8.2,785,APCL16_785,YP,NA,N,986112100163663,NA,NA,MRS,NA,NA,NA,NA
8359,8033,APCL,10,790,APCL16_790,YP,NA,N,986112100175398,NA,790 ALREADY CUT,MRS,NA,NA,NA,NA
8367,8039,APCL,9.4,795,APCL16_795,O,NA,N,986112100168775,NA,NA,MRS,NA,NA,NA,NA
8375,8070,APCL,8.4,803,APCL16_803,O,NA,N,NA,NA,"Fish 803 was injected with a pit tag and it can be seen below the skin but the scanner says no tag detected, even after several scans.",MRS,NA,NA,NA,NA
7773,7531,APCL,8.7,410,APCL16_410,O,NA,N,985153000365013,NA,NA,MRS,NA,NA,NA,NA
8399,8096,APCL,8,NA,NA,O,NA,Y,985153000400484,NA,NA,MRS,NA,NA,NA,NA
7277,7068,APCL,3.5,NA,NA,BW,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7290,7085,APCL,4.5,158,APCL16_158,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7389,7140,APCL,7,193,APCL16_193,O,NA,N,985153000407489,NA,NA,MLP,NA,NA,NA,NA
7397,7143,APCL,5.1,196,APCL16_196,O,NA,N,985153000399727,NA,In cobble,MLP,NA,NA,NA,NA
7399,7144,APCL,8.5,199,APCL16_199,O,NA,N,985153000406411,NA,NA,MLP,NA,NA,NA,NA
7427,7159,APCL,5.2,212,APCL16_212,W,NA,N,985153000399810,NA,"Anemone retracted, Michelle saw it, it was pink",MLP,NA,NA,NA,NA
7429,7161,APCL,7.7,213,APCL16_213,O,NA,N,985153000404994,NA,"7.7 O had very thin orange, two old tags but lose one",MLP,NA,NA,NA,NA
7443,7170,APCL,5.6,216,APCL16_216,YR,NA,N,985153000400963,NA,Tag 400963 did not go in well; 8.5cm fish has a very thin edge of orange,MRS,NA,NA,NA,NA
7445,7170,APCL,8.5,218,APCL16_218,O,NA,N,985153000405134,NA,Tag 400963 did not go in well; 8.5cm fish has a very thin edge of orange,MRS,NA,NA,NA,NA
7463,7185,APCL,8.6,223,APCL16_223,O,NA,N,985153000403797,NA,NA,MRS,NA,NA,NA,NA
7467,7190,APCL,6.8,225,APCL16_225,YP,NA,N,985153000406394,NA,NA,MRS,NA,NA,NA,NA
7469,7191,APCL,7.9,227,APCL16_227,O,NA,N,985153000405149,NA,NA,MRS,NA,NA,NA,NA
7491,7215,APCL,8.5,236,APCL16_236,O,NA,N,985153000406768,NA,NA,MRS,NA,NA,NA,NA
7495,7218,APCL,6.9,238,APCL16_238,YP,NA,N,985153000402964,NA,Anemone is very pink,MRS,NA,NA,NA,NA
7509,7259,APCL,7.1,245,APCL16_245,O,NA,N,985153000400570,NA,NA,MRS,NA,NA,NA,NA
7531,7286,APCL,6.9,256,APCL16_256,YR,NA,N,985153000403636,NA,NA,MRS,NA,NA,NA,NA
7565,7302,APCL,6.1,273,APCL16_273,O,NA,N,985153000401894,NA,NA,MRS,NA,NA,NA,NA
7573,7306,APCL,7.7,277,APCL16_277,YP,NA,N,985153000401215,NA,NA,MRS,NA,NA,NA,NA
7596,7319,APCL,5.1,289,APCL16_289,YR,NA,N,985153000402908,NA,These fish swim back and forth between anem 2306 and 2307,MRS,Y,2018-03-24,MRS,Changed tag_id from 407490 to 402908 based on scan time and fish description
7637,7346,APCL,7.9,308,APCL16_308,O,NA,N,985153000401168,NA,Changed the anem_id from 51 to 31 because anem 51 is at Visca.,MRS,NA,NA,NA,NA
7639,7347,APCL,7,310,APCL16_310,O,NA,N,985153000405440,NA,NA,MRS,NA,NA,NA,NA
7701,7396,APCL,8.9,347,APCL16_347,YP,NA,N,985153000400569,NA,NA,MRS,NA,NA,NA,NA
7612,7329,APCL,9,297,APCL16_297,YP,NA,Y,985153000371463,NA,NA,MRS,NA,NA,NA,NA
7630,7344,APCL,9.8,306,APCL16_306,YP,NA,N,985153000403050,NA,NA,MRS,NA,NA,NA,NA
7621,7335,APCL,6.6,301,APCL16_301,YP,NA,N,985153000402774,NA,NA,MRS,NA,NA,NA,NA
7602,7323,APCL,9.9,290,APCL16_290,YP,NA,Y,985153000375761,NA,Old tag is unreadable,MRS,NA,NA,NA,NA
7608,7328,APCL,10.1,295,APCL16_295,YP,NA,N,985153000402348,NA,Old tag is unreadable,MRS,NA,NA,NA,NA
7582,7315,APCL,11.3,279,APCL16_279,YP,NA,Y,985153000355715,NA,NA,MRS,NA,NA,NA,NA
7619,7334,APCL,5.8,304,APCL16_304,YR,NA,N,985153000404885,NA,NA,MRS,NA,NA,NA,NA
7116,6976,APCL,5,102,APCL16_102,W,NA,N,985153000406793,NA,NA,MRS,NA,NA,NA,NA
7607,7327,APCL,7.3,294,APCL16_294,O,NA,N,985153000399514,NA,"Old tag is unreadable, Cecil is familiar with this anem and says there are usually 2 large fish here that are absent today.",MRS,NA,NA,NA,NA
8127,7853,APCL,6.7,652,APCL16_652,O,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8126,7853,APCL,5.3,651,APCL16_651,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8117,7846,APCL,6.1,642,APCL16_642,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8109,7838,APCL,4,636,APCL16_636,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7587,7318,APCL,6.5,283,APCL16_283,O,NA,N,985153000351293,NA,NA,MRS,NA,NA,NA,NA
8107,7838,APCL,7.8,634,APCL16_634,O,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8098,7830,APCL,4.4000000000000004,626,APCL16_626,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7056,6934,APCL,6.5,88,APCL16_088,O,NA,N,985153000402963,NA,The other large fish swam away,MRS,NA,NA,NA,NA
8074,7810,APCL,7.6,603,APCL16_603,O,NA,N,985153000367965,NA,NA,MRS,NA,NA,NA,NA
8069,7809,APCL,8.6,598,APCL16_598,Y,NA,N,985153000355278,NA,NA,MRS,NA,NA,NA,NA
7547,7296,APCL,9.6,264,APCL16_264,O,NA,N,985153000400657,NA,NA,MRS,NA,NA,NA,NA
7044,6928,APCL,8.3,85,APCL16_085,O,NA,N,985153000401772,NA,NA,MRS,NA,NA,NA,NA
7038,6925,APCL,7.3,81,APCL16_081,O,NA,N,985153000402873,NA,Malin estimated 2 small fish sizes,MRS,NA,NA,NA,NA
8062,7804,APCL,8.8,592,APCL16_592,YP,NA,N,985153000402938,NA,NA,MRS,NA,NA,NA,NA
7539,7289,APCL,3.9,263,APCL16_263,YR,NA,NA,NA,NA,NA,MRS,Y,2018-06-26,MRS,"Removed 985153000407331 from tag_id because this fish was not tagged, that tag_id was for the previous fish on the same line of the data sheet."
7036,6924,APCL,10.6,NA,NA,YP,NA,Y,985153000373373,NA,These fish also swim to anemone 950,MRS,NA,NA,NA,NA
7555,7298,APCL,7.1,269,APCL16_269,O,NA,N,985153000407052,NA,NA,MRS,NA,NA,NA,NA
7026,6919,APCL,9.6,76,APCL16_076,O,NA,N,985153000364576,NA,NA,MRS,NA,NA,NA,NA
8053,7800,APCL,4.4,585,APCL16_585,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7028,6920,APCL,9.6,NA,NA,YP,NA,Y,985153000371708,NA,NA,MRS,NA,NA,NA,NA
8039,7791,APCL,9.6,576,APCL16_576,O,NA,N,985153000404914,NA,NA,MRS,NA,NA,NA,NA
7515,7265,APCL,6,249,APCL16_249,YR,NA,N,985153000403952,NA,These fish are from the group of anemones visible at 10:45,MRS,NA,NA,NA,NA
8031,7786,APCL,4.7,570,APCL16_570,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7994,7763,APCL,9,553,APCL16_553,O,NA,N,985153000406256,NA,NA,MRS,NA,NA,NA,NA
7982,7757,APCL,6.6,541,APCL16_541,YP,NA,N,985153000368922,NA,NA,MRS,NA,NA,NA,NA
7975,7747,APCL,9.4,479,APCL16_479,O,NA,N,985153000369909,NA,NA,MRS,NA,NA,NA,NA
6930,6871,APCL,9.3,37,APCL16_037,O,NA,NA,NA,NA,"Time highly uncertain: visited sometime between 10:32 and 11:07. Michelle was too busy processing fish and didn't visit this anemone (or didn't record the time when she did). Reconstructed the time based on location of #1027 in January 2015, and then matching that (especially latitude) to the GPS track from this year. Depth guessed based on time.",MRS,NA,NA,NA,NA
6934,6874,APCL,9.6,41,APCL16_041,O,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7973,7747,APCL,8.7,540,APCL16_540,O,NA,N,985153000355933,NA,NA,MRS,NA,NA,NA,NA
6954,6884,APCL,9.2,49,APCL16_049,O,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
6950,6882,APCL,5.9,48,APCL16_048,YR,NA,NA,NA,NA,One small one got away,MRS,NA,NA,NA,NA
6940,6878,APCL,10.7,44,APCL16_044,YP,NA,NA,NA,NA,Also two small ones,MRS,NA,NA,NA,NA
6944,6879,APCL,3.5,46,APCL16_046,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7957,7726,APCL,4.9,525,APCL16_525,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7943,7716,APCL,8.5,515,APCL16_515,YP,NA,N,985153000371376,NA,NA,MRS,NA,NA,NA,NA
6912,6859,APCL,6.6,34,APCL16_034,O,NA,NA,NA,NA,One large fish swam away,MRS,NA,NA,NA,NA
6900,6848,APCL,7.1,29,APCL16_029,YR,1660,N,985153000404956,NA,NA,MRS,NA,NA,NA,NA
7405,7145,APCL,10.4,202,APCL16_202,YP,NA,N,985153000406375,NA,NA,MLP,NA,NA,NA,NA
6896,6846,APCL,8.5,25,APCL16_025,YP,1656,N,985153000401620,NA,NA,MRS,NA,NA,NA,NA
7898,7688,APCL,8.1,489,APCL16_489,YR,NA,N,985153000356060,NA,fish 488 had a yellow pointed tail with a tiny bit of orange on it,MRS,NA,NA,NA,NA
7894,7688,APCL,7,485,APCL16_485,O,NA,N,985153000356527,NA,fish 488 had a yellow pointed tail with a tiny bit of orange on it,MRS,NA,NA,NA,NA
6804,6793,APCL,6.8,1,APCL16_001,O,1633,N,985153000403137,NA,NA,MRS,NA,NA,NA,NA
6800,6789,APCL,9,NA,NA,YP,NA,NA,985153000371477,NA,"Anem ID zip tie worn away, bottle nearby, size of YP guessed, anem is brown",MLP,NA,NA,NA,NA
7132,6982,APCL,4.5,106,APCL16_106,YR,NA,NA,NA,NA,This also had anemone ID 480,MRS,NA,NA,NA,NA
7122,6979,APCL,9.1,NA,NA,O,NA,Y,985153000373778,NA,"These fish were seen at 11:25:30 on dive 8 as well. The 7, 4, and 2 were added from the earlier observation.",MRS,NA,NA,NA,NA
7140,6987,APCL,8.2,111,APCL16_111,O,NA,N,985153000407425,NA,NA,MRS,NA,NA,NA,NA
7669,7368,APCL,4.9,330,APCL16_330,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
8207,7943,APCL,6.4,711,APCL16_711,YR,NA,N,985153000354530,NA,NA,MRS,NA,NA,NA,NA
7162,6998,APCL,8.7,113,APCL16_113,O,NA,N,985153000407139,NA,NA,MRS,NA,NA,NA,NA
7158,6996,APCL,6,112,APCL16_112,YR,NA,N,985153000407324,NA,Inferred that it was #112 because no other fish had this number.,MRS,NA,NA,NA,NA
8203,7942,APCL,7.5,707,APCL16_707,O,NA,N,985153000371995,NA,NA,MRS,NA,NA,NA,NA
7691,7389,APCL,6.2,343,APCL16_343,Y,NA,N,985153000406356,NA,NA,MRS,NA,NA,NA,NA
7172,7002,APCL,4.3,117,APCL16_117,W,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7205,7025,APCL,9.6,128,APCL16_128,YP,NA,N,985153000401582,NA,NA,MRS,NA,NA,NA,NA
7709,7400,APCL,5.3,360,APCL16_360,YR,NA,N,985153000356802,NA,NA,MRS,NA,NA,NA,NA
7195,7019,APCL,11.1,125,APCL16_125,YP,NA,N,985153000407175,NA,NA,MRS,NA,NA,NA,NA
7715,7401,APCL,6.7,354,APCL16_354,O,NA,N,985153000369788,NA,NA,MRS,NA,NA,NA,NA
7717,7401,APCL,6.3,356,APCL16_356,YR,NA,N,985153000356423,NA,NA,MRS,NA,NA,NA,NA
7719,7402,APCL,5.4,364,APCL16_364,YR,NA,N,985153000355248,NA,NA,MRS,NA,NA,NA,NA
7224,7033,APCL,10.9,130,APCL16_130,O,NA,N,985153000402472,NA,NA,MRS,NA,NA,NA,NA
7731,7414,APCL,8.5,375,APCL16_375,YP,NA,N,985153000354431,NA,NA,MRS,NA,NA,NA,NA
7741,7438,APCL,8.7,383,APCL16_383,O,NA,N,985153000364551,NA,NA,MRS,NA,NA,NA,NA
8315,7999,APCL,11.6,769,APCL16_769,O,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7227,7035,APCL,4,133,APCL16_133,YR,NA,N,NA,NA,There is another anemone in a different spot with a 419 tag,MRS,NA,NA,NA,NA
7747,7451,APCL,7.8,388,APCL16_388,O,NA,N,985153000368794,NA,NA,MRS,NA,NA,NA,NA
8347,8023,APCL,6.6,783,APCL16_783,YP,NA,N,986112100164376,NA,NA,MRS,NA,NA,NA,NA
7757,7471,APCL,6.9,399,APCL16_399,YR,NA,N,985153000363643,NA,NA,MRS,NA,NA,NA,NA
7743,7446,APCL,5.1,385,APCL16_385,YR,NA,N,985153000371853,NA,NA,MRS,NA,NA,NA,NA
8363,8036,APCL,9,NA,NA,O,NA,Y,985153000401024,NA,NA,MRS,Y,2018-01-10,MRS,Changed size from NULL to 9 based on data sheet
7240,7043,APCL,11.2,NA,NA,YP,NA,Y,985153000402230,NA,NA,MRS,NA,NA,NA,NA
7260,7060,APCL,5.4,143,APCL16_143,YR,NA,N,985153000407422,NA,NA,MRS,NA,NA,NA,NA
7749,7451,APCL,7.6,390,APCL16_390,O,NA,N,985153000355326,NA,NA,MRS,NA,NA,NA,NA
7256,7056,APCL,5.8,144,APCL16_144,YP,NA,N,985153000400925,NA,NA,MRS,NA,NA,NA,NA
8391,8092,APCL,9,NA,NA,O,NA,Y,985153000401709,NA,NA,MRS,NA,NA,NA,NA
8395,8094,APCL,10,NA,NA,YP,NA,Y,985153000403050,NA,fish 814 looks cut,MRS,NA,NA,NA,NA
7267,7062,APCL,4,148,APCL16_148,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7279,7069,APCL,4.6,153,APCL16_153,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7266,7062,APCL,10.3,147,APCL16_147,YP,NA,N,985153000404104,NA,NA,MRS,NA,NA,NA,NA
7276,7067,APCL,4.6,154,APCL16_154,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7304,7100,APCL,8.7,166,APCL16_166,YP,NA,N,985153000405190,NA,NA,MRS,NA,NA,NA,NA
7311,7105,APCL,8.3,168,APCL16_168,O,NA,N,985153000404764,NA,Old tag was present but unreadable,MRS,NA,NA,NA,NA
7295,7095,APCL,7.7,162,APCL16_162,O,NA,N,NA,NA,PIT scanner not working again even though we just put new batteries in at 1:30pm,MRS,NA,NA,NA,NA
7318,7109,APCL,7,171,APCL16_171,YP,NA,N,985153000403242,NA,NA,MRS,NA,NA,NA,NA
6810,6798,APCL,9.5,2,APCL16_002,O,NA,N,985153000403248,NA,NA,MRS,NA,NA,NA,NA
7326,7113,APCL,4.7,174,APCL16_174,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7330,7116,APCL,8.2,175,APCL16_175,O,NA,N,985153000404563,NA,NA,MRS,NA,NA,NA,NA
7331,7116,APCL,8.9,176,APCL16_176,YP,NA,N,985153000401611,NA,NA,MRS,NA,NA,NA,NA
6822,6805,APCL,9,4,APCL16_004,O,1635,N,985153000405540,NA,NA,MRS,NA,NA,NA,NA
6828,6808,APCL,6,8,APCL16_008,YR,1639,N,985153000400949,NA,NA,MRS,NA,NA,NA,NA
6832,6810,APCL,6,11,APCL16_011,YR,1642,N,985153000353312,NA,NA,MRS,NA,NA,NA,NA
7354,7124,APCL,4,181,APCL16_181,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
6852,6823,APCL,8,20,APCL16_020,YP,1651,N,985153000406811,NA,NA,MRS,NA,NA,NA,NA
7371,7133,APCL,9.6,185,APCL16_185,YP,NA,N,985153000407544,NA,NA,MRS,NA,NA,NA,NA
7375,7135,APCL,11.6,190,APCL16_190,YP,NA,N,985153000405158,NA,Fish 190 squirted eggs,MRS,NA,NA,NA,NA
7376,7135,APCL,10.8,189,APCL16_189,O,NA,N,985153000405147,NA,Fish 190 squirted eggs,MRS,NA,NA,NA,NA
7378,7136,APCL,11.3,187,APCL16_187,YP,NA,N,985153000403134,NA,NA,MRS,NA,NA,NA,NA
7379,7136,APCL,9.8,188,APCL16_188,O,NA,N,985153000402171,NA,NA,MRS,NA,NA,NA,NA
6864,6831,APCL,6.5,18,APCL16_018,YR,1649,N,985153000401362,NA,NA,MRS,NA,NA,NA,NA
7274,7065,APCL,3.9,151,APCL16_151,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7790,7575,APCL,5.8,423,APCL16_423,YR,NA,N,985153000400217,NA,NA,MRS,NA,NA,NA,NA
7781,7532,APCL,5.1,417,APCL16_417,YR,NA,N,985153000372637,NA,NA,MRS,NA,NA,NA,NA
7255,7054,APCL,7,140,APCL16_140,O,NA,N,985153000405499,NA,NA,MRS,NA,NA,NA,NA
8371,8050,APCL,8.4,799,APCL16_799,O,NA,N,986112100173013,NA,NA,MRS,NA,NA,NA,NA
7775,7531,APCL,8.1,412,APCL16_412,O,NA,N,985153000355841,NA,NA,MRS,NA,NA,NA,NA
7766,7491,APCL,7.6,405,APCL16_405,O,NA,N,985153000363602,NA,NA,MRS,NA,NA,NA,NA
7236,7040,APCL,8.4,134,APCL16_134,O,NA,N,985153000400062,NA,NA,MRS,NA,NA,NA,NA
7758,7471,APCL,3.6,397,APCL16_397,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7739,7437,APCL,7.2,381,APCL16_381,O,NA,N,985153000355216,NA,NA,MRS,NA,NA,NA,NA
7733,7415,APCL,4.1,377,APCL16_377,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7727,7411,APCL,6.4,372,APCL16_372,YR,NA,N,985153000372882,NA,NA,MRS,NA,NA,NA,NA
7694,7391,APCL,3.5,346,APCL16_346,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7686,7387,APCL,9.1,338,APCL16_338,O,NA,N,985153000403342,NA,NA,MRS,NA,NA,NA,NA
7671,7375,APCL,7.5,333,APCL16_333,O,NA,N,985153000403888,NA,NA,MRS,NA,NA,NA,NA
7662,7358,APCL,7,318,APCL16_318,YP,NA,N,985153000401018,NA,NA,MRS,NA,NA,NA,NA
7661,7358,APCL,7.8,317,APCL16_317,O,NA,N,985153000401058,NA,NA,MRS,NA,NA,NA,NA
7654,7357,APCL,7.9,323,APCL16_323,YP,NA,N,985153000399808,NA,NA,MRS,NA,NA,NA,NA
7112,6972,APCL,8.6,99,APCL16_099,YP,NA,N,985153000407023,NA,NA,MRS,NA,NA,NA,NA
7614,7331,APCL,9.7,299,APCL16_299,O,NA,N,985153000404043,NA,NA,MRS,NA,NA,NA,NA
7595,7319,APCL,6.8,288,APCL16_288,YP,NA,N,985153000403443,NA,These fish swim back and forth between anem 2306 and 2307,MRS,NA,NA,NA,NA
7594,7319,APCL,10.6,287,APCL16_287,O,NA,N,985153000404325,NA,These fish swim back and forth between anem 2306 and 2307,MRS,NA,NA,NA,NA
7076,6948,APCL,4.1,93,APCL16_093,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7102,6965,APCL,8.8,98,APCL16_098,O,NA,N,985153000404281,NA,Data sheet as the Y fish as YP (when estimated from afar) and YR when fin-clipped. We decided it was probably YP based on size.,MRS,NA,NA,NA,NA
8138,7866,APCL,4.6,663,APCL16_663,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8135,7855,APCL,4.2,660,APCL16_660,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8123,7853,APCL,7.4,648,APCL16_648,O,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7096,6961,APCL,9.5,96,APCL16_096,O,NA,N,985153000407303,NA,NA,MRS,NA,NA,NA,NA
8122,7853,APCL,5.8,647,APCL16_647,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8118,7847,APCL,4.3,643,APCL16_643,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7603,7323,APCL,9.3,291,APCL16_291,O,NA,N,985153000402786,NA,NA,MRS,NA,NA,NA,NA
8111,7838,APCL,5,638,APCL16_638,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8106,7837,APCL,9.1,633,APCL16_633,O,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8103,7837,APCL,8.8,630,APCL16_630,O,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8102,7837,APCL,7.2,629,APCL16_629,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7072,6944,APCL,7.3,91,APCL16_091,O,NA,N,985153000407635,NA,NA,MRS,NA,NA,NA,NA
7070,6941,APCL,5.9,90,APCL16_090,YR,NA,N,985153000352056,NA,NA,MRS,NA,NA,NA,NA
8077,7810,APCL,8.1999999999999993,606,APCL16_606,O,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
8095,7830,APCL,7.7,623,APCL16_623,O,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8094,7830,APCL,4.3,622,APCL16_622,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
