First ID,Loci typed,Second ID,Loci typed,Matching loci,Mismatching loci,pID,pIDsib,Status
APCL_12022L1733,712,APCL_13018L0465,703,649,54, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12026L2463,712,APCL_14005L0721,712,701,11, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12029L2554,711,APCL_13510L2238,711,691,20, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12029L2554,711,APCL_14003L0719,712,696,15, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12062L2415,710,APCL_13244L0277,712,655,55, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12063L2563,712,APCL_13252L0285,712,708,4, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12068L2472,712,APCL_13199L1624,710,690,20, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12077L2265,708,APCL_13462L1268,712,657,51, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12078L2364,709,APCL_13188L1622,710,693,16, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12080L2420,712,APCL_12128L2421,710,678,32, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12096L2268,709,APCL_13471L0655,710,673,34, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12098L2213,712,APCL_13484L1311,712,681,31, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12100L2269,711,APCL_13283L0315,712,686,25, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12105L1766,712,APCL_13278L0311,712,704,8, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12112L2368,712,APCL_13315L0346,712,705,7, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12121L1776,711,APCL_12121L2219,711,672,38, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12132L2273,708,APCL_13377L0390,711,648,60, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12133L2372,711,APCL_13375L0388,712,696,15, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12134L2373,711,APCL_13365L0379,712,683,28, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12141L2375,712,APCL_13379L0391,712,691,21, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12142L2476,712,APCL_13384L0395,712,700,12, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12167L2226,711,APCL_13355L0372,712,683,28, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12168L2481,712,APCL_13356L0373,712,712,0, 2.91941060817688E-0313, 2.55683630504125E-0159,Exact match
APCL_12183L2569,712,APCL_13044L0416,712,704,8, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12184L2570,712,APCL_13045L0417,712,704,8, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
