First ID,Loci typed,Second ID,Loci typed,Matching loci,Mismatching loci,pID,pIDsib,Status
L0277,806,L2415,754,714,37, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0285,809,L2563,808,804,4, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0291,745,L2533,768,664,41, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0311,807,L1766,802,793,9, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0315,808,L2269,776,755,20, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0316,802,L2434,808,790,11, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0327,807,L2436,808,790,16, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0340,809,L2437,809,805,4, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0341,809,L2319,809,801,8, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0344,808,L0691,809,747,61, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0346,809,L2368,808,801,7, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0372,808,L2226,775,753,21, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0373,809,L2481,809,808,1, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0379,808,L2373,788,762,25, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0388,804,L2372,802,781,16, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0390,798,L2273,719,665,44, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0391,809,L2375,798,781,17, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0395,808,L2476,806,791,14, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0400,762,L2410,758,687,25, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0416,807,L2569,809,797,10, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0417,808,L2570,809,801,7, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0420,793,L2571,809,778,15, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0424,808,L0722,809,805,3, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0434,808,L1739,801,778,22, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0434,808,L2676,792,768,23, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0485,779,L0893,809,753,26, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0601,775,L2848,809,744,31, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0631,749,L2862,809,725,24, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0653,808,L2752,800,783,17, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0655,804,L2268,784,746,34, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0658,804,L0923,809,793,11, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0670,809,L0726,809,803,6, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0677,809,L1741,809,754,55, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0677,809,L2607,758,730,28, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0678,809,L0737,800,770,30, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0683,809,L1013,807,793,14, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0690,809,L2318,807,783,24, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0696,809,L0712,808,781,27, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0700,807,L2745,798,741,55, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0702,806,L2779,808,797,8, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0705,799,L2919,808,774,24, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0708,806,L2828,806,786,17, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0713,807,L2634,767,733,32, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0719,803,L2238,774,743,26, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0719,803,L2554,808,788,15, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0720,809,L2823,809,799,10, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0721,809,L2463,809,798,11, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0723,806,L1098,809,788,18, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0724,809,L2589,738,710,28, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0727,809,L2612,808,804,4, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0728,808,L1621,808,804,4, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0739,809,L2927,809,802,7, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0750,809,L2599,804,782,22, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0752,809,L2606,808,804,4, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0761,807,L2753,740,702,36, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0771,809,L2615,805,795,10, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0783,809,L2780,809,734,75, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
