Offspring ID,Loci typed,First candidate ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Second candidate ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio top LOD,Trio confidence
APCL13_033L1026,827,APCL14_159L0781_APCL14_157,1012,827,17,-1.22599030339901E+0002, 0.00000000000000E+0000,,APCL14_204L0994_APCL14_202,1012,827,15,-9.92171655438489E+0001,-9.92171655438489E+0001,*,827,37,-2.54293698408913E+0002,-2.54293698408913E+0002,-,
APCL13_034L1027,875,APCL14_159L0781_APCL14_157,1012,875,12,-8.84891229526345E+0001,-8.84891229526345E+0001,*,APCL14_204L0994_APCL14_202,1012,875,26,-1.90232766148283E+0002,-1.90232766148283E+0002,-,875,47,-3.34339006300764E+0002,-3.34339006300764E+0002,-,
APCL13_035L1028,879,APCL14_159L0781_APCL14_157,1012,879,15,-1.02054207481487E+0002,-1.02054207481487E+0002,*,APCL14_165L1331_APCL14_163,1012,879,22,-2.56697439810709E+0001,-2.56697439810709E+0001,*,879,50,-2.06870364007806E+0002,-2.06870364007806E+0002,-,
APCL13_036L1029,661,APCL14_159L0781_APCL14_157,1012,661,6,-5.23277306913129E+0001,-5.23277306913129E+0001,*,APCL14_204L0994_APCL14_202,1012,661,13,-1.10254004074665E+0002,-1.10254004074665E+0002,*,661,31,-2.31823193697390E+0002,-2.31823193697390E+0002,-,
APCL13_037L0411,1008,APCL14_159L0781_APCL14_157,1012,1008,12,-1.12501465616605E+0002,-1.12501465616605E+0002,*,APCL14_204L0994_APCL14_202,1012,1008,13,-1.03953711320780E+0002,-1.03953711320780E+0002,*,1008,41,-3.13949597453651E+0002,-3.13949597453651E+0002,-,
APCL13_038L1594,1012,APCL14_041L0919,1012,1012,11, 9.29053880228645E+0001, 9.29053880228645E+0001,*,APCL14_204L0994_APCL14_202,1012,1012,16,-1.52671725144163E+0002, 0.00000000000000E+0000,,1012,37,-1.03422838608310E+0002,-1.03422838608310E+0002,*,
APCL13_041L0414,1011,APCL14_159L0781_APCL14_157,1012,1011,8,-8.70838487838790E+0001,-8.70838487838790E+0001,*,APCL14_204L0994_APCL14_202,1012,1011,15,-1.34499651201252E+0002,-1.34499651201252E+0002,*,1011,40,-3.18014458680535E+0002,-3.18014458680535E+0002,-,
APCL13_047L1031,872,APCL14_159L0781_APCL14_157,1012,872,9,-9.69466166502551E+0001,-9.69466166502551E+0001,*,APCL14_204L0994_APCL14_202,1012,872,13,-1.22623206521921E+0002,-1.22623206521921E+0002,*,872,33,-2.83156886195955E+0002,-2.83156886195955E+0002,-,
APCL13_048L1032,859,APCL13_270L0303,1012,859,34,-1.00654850280571E+0002,-1.00654850280571E+0002,*,APCL14_159L0781_APCL14_157,1012,859,14,-1.18774108337479E+0002,-1.18774108337479E+0002,*,859,55,-2.40982206230212E+0002,-2.40982206230212E+0002,-,
APCL13_049L0419,1010,APCL14_159L0781_APCL14_157,1012,1010,14,-9.95297936982469E+0001,-9.95297936982469E+0001,*,APCL14_204L0994_APCL14_202,1012,1010,23,-1.59824233059613E+0002, 0.00000000000000E+0000,,1010,52,-3.51515933915734E+0002,-3.51515933915734E+0002,-,
APCL13_052L1599_APCL13_051,1009,APCL14_159L0781_APCL14_157,1012,1009,4,-3.06725676456557E+0000,-3.06725676456557E+0000,*,APCL14_448L1239,1012,1009,5, 2.66186111492110E+0001, 2.66186111492110E+0001,*,1009,35,-8.91231511420203E+0001,-8.91231511420203E+0001,*,
APCL13_052L1035,733,APCL14_204L0994_APCL14_202,1012,733,21,-1.33274875786062E+0002, 0.00000000000000E+0000,,APCL14_448L1239,1012,733,16, 3.64151550587197E+0001, 3.64151550587197E+0001,*,733,43,-1.29258822357605E+0002,-1.29258822357605E+0002,*,
APCL13_053L1036,827,APCL14_159L0781_APCL14_157,1012,827,13,-1.07726489066362E+0002,-1.07726489066362E+0002,*,APCL14_204L0994_APCL14_202,1012,827,15,-1.26770197905868E+0002,-1.26770197905868E+0002,*,827,37,-2.87531002789305E+0002,-2.87531002789305E+0002,-,
APCL13_054L1037,731,APCL13_216L1178,454,306,28,-1.45948306760803E+0002, 0.00000000000000E+0000,,APCL14_159L0781_APCL14_157,1012,731,14,-1.03995568445008E+0002,-1.03995568445008E+0002,*,731,50,-2.92096474942046E+0002,-2.92096474942046E+0002,-,
APCL13_056L1039,778,APCL14_159L0781_APCL14_157,1012,778,10,-8.22098473766254E+0001,-8.22098473766254E+0001,*,APCL14_204L0994_APCL14_202,1012,778,26,-1.98007754721476E+0002,-1.98007754721476E+0002,-,778,49,-3.53243696111481E+0002,-3.53243696111481E+0002,-,
APCL13_057L1040,1000,APCL14_159L0781_APCL14_157,1012,1000,15,-1.33589392170812E+0002,-1.33589392170812E+0002,*,APCL14_204L0994_APCL14_202,1012,1000,25,-2.11814007083945E+0002,-2.11814007083945E+0002,-,1000,51,-4.13419686079504E+0002,-4.13419686079504E+0002,-,
APCL13_058L1041,0
APCL13_060L0420,1009,APCL14_159L0781_APCL14_157,1012,1009,15,-1.32177675277869E+0002,-1.32177675277869E+0002,*,APCL14_204L0994_APCL14_202,1012,1009,16,-1.28509234123302E+0002,-1.28509234123302E+0002,*,1009,42,-3.26627022494958E+0002,-3.26627022494958E+0002,-,
APCL13_061L1043,683,APCL14_159L0781_APCL14_157,1012,683,12,-1.05155785071475E+0002,-1.05155785071475E+0002,*,APCL14_204L0994_APCL14_202,1012,683,16,-1.32049157050069E+0002,-1.32049157050069E+0002,*,683,32,-2.61218607660973E+0002,-2.61218607660973E+0002,-,
APCL13_062L1641,1006,APCL14_159L0781_APCL14_157,1012,1006,10,-1.06135809843588E+0002,-1.06135809843588E+0002,*,APCL14_204L0994_APCL14_202,1012,1006,16,-1.38422971178919E+0002,-1.38422971178919E+0002,*,1006,34,-2.97347832416357E+0002,-2.97347832416357E+0002,-,
APCL13_064L1046,708,APCL14_159L0781_APCL14_157,1012,708,8,-7.81576231034753E+0001,-7.81576231034753E+0001,*,APCL14_204L0994_APCL14_202,1012,708,16,-1.19620776975815E+0002,-1.19620776975815E+0002,*,708,32,-2.48151036233507E+0002,-2.48151036233507E+0002,-,
APCL13_065L1047,656,APCL13_177L1160,530,327,28,-1.43455906871979E+0002, 0.00000000000000E+0000,,APCL14_204L0994_APCL14_202,1012,656,19,-1.04270608115628E+0002,-1.04270608115628E+0002,*,656,45,-2.32062805469977E+0002,-2.32062805469977E+0002,-,
APCL13_071L1645_APCL13_067,1006,APCL14_204L0994_APCL14_202,1012,1006,21,-1.33072790440869E+0002,-1.33072790440869E+0002,*,APCL14_249L0816_APCL14_247,1012,1006,28,-1.64818100470389E+0002, 0.00000000000000E+0000,,1006,59,-3.56180175485172E+0002,-3.56180175485172E+0002,-,
APCL13_070L1611_APCL13_068,1011,APCL14_159L0781_APCL14_157,1012,1011,16,-1.13138121927730E+0002,-1.13138121927730E+0002,*,APCL14_204L0994_APCL14_202,1012,1011,17,-1.14748503882434E+0002,-1.14748503882434E+0002,*,1011,40,-2.74089388235762E+0002,-2.74089388235762E+0002,-,
APCL13_071L1052,744,APCL14_159L0781_APCL14_157,1012,744,17,-1.20078431065768E+0002,-1.20078431065768E+0002,*,APCL14_204L0994_APCL14_202,1012,744,18,-1.18045147656807E+0002,-1.18045147656807E+0002,*,744,39,-2.70668590286568E+0002,-2.70668590286568E+0002,-,
APCL13_076L1647_APCL13_075,1012,APCL14_159L0781_APCL14_157,1012,1012,2,-1.83592177320314E+0001,-1.83592177320314E+0001,*,APCL14_204L0994_APCL14_202,1012,1012,2,-9.77614340180430E+0000,-9.77614340180430E+0000,*,1012,23,-1.48974110749528E+0002,-1.48974110749528E+0002,*,
APCL13_076L1055,750,APCL14_159L0781_APCL14_157,1012,750,10,-9.31987000152281E+0001,-9.31987000152281E+0001,*,APCL14_204L0994_APCL14_202,1012,750,12,-1.06977790192307E+0002,-1.06977790192307E+0002,*,750,31,-2.53241321016585E+0002,-2.53241321016585E+0002,-,
APCL13_077L1056,613,APCL14_159L0781_APCL14_157,1012,613,13,-1.13458942911301E+0002,-1.13458942911301E+0002,*,APCL14_204L0994_APCL14_202,1012,613,16,-1.32013175854370E+0002,-1.32013175854370E+0002,*,613,39,-2.97002987319126E+0002,-2.97002987319126E+0002,-,
APCL13_078L1057,893,APCL13_497L0477,977,860,18,-8.96877656427195E+0000,-8.96877656427195E+0000,*,APCL14_159L0781_APCL14_157,1012,893,9,-8.25246352991806E+0001,-8.25246352991806E+0001,*,893,52,-2.04681058156725E+0002,-2.04681058156725E+0002,-,
APCL13_357L1651_APCL13_079,1012,APCL14_159L0781_APCL14_157,1012,1012,10,-8.53843495975304E+0001,-8.53843495975304E+0001,*,APCL14_204L0994_APCL14_202,1012,1012,15,-1.07329759958194E+0002,-1.07329759958194E+0002,*,1012,38,-2.74921485284854E+0002,-2.74921485284854E+0002,-,
APCL13_084L1062,673,APCL13_216L1178,454,276,18,-9.79832712449333E+0001,-9.79832712449333E+0001,*,APCL14_159L0781_APCL14_157,1012,673,10,-8.14434820613004E+0001,-8.14434820613004E+0001,*,673,40,-2.37733433621324E+0002,-2.37733433621324E+0002,-,
APCL13_086L1064,784,APCL14_159L0781_APCL14_157,1012,784,14,-9.75989544408114E+0001,-9.75989544408114E+0001,*,APCL14_204L0994_APCL14_202,1012,784,17,-1.18229559530030E+0002,-1.18229559530030E+0002,*,784,40,-2.77186935363580E+0002,-2.77186935363580E+0002,-,
APCL13_098L1069,0
APCL13_101L0427,1009,APCL13_090L0425,1009,1009,0, 3.42135973009034E+0002, 3.42135973009034E+0002,*,APCL14_159L0781_APCL14_157,1012,1009,5,-6.19277671285379E+0001,-6.19277671285379E+0001,*,1009,5, 2.48937311364578E+0002, 2.48937311364578E+0002,*,
APCL13_104L1073,1012,APCL14_159L0781_APCL14_157,1012,1012,13,-9.32792869535741E+0001,-9.32792869535741E+0001,*,APCL14_204L0994_APCL14_202,1012,1012,17,-1.13403312891564E+0002,-1.13403312891564E+0002,*,1012,37,-2.57718854225640E+0002,-2.57718854225640E+0002,-,
APCL13_105L1074,1012,APCL14_159L0781_APCL14_157,1012,1012,14,-1.20599456943972E+0002,-1.20599456943972E+0002,*,APCL14_204L0994_APCL14_202,1012,1012,15,-1.23815936553616E+0002,-1.23815936553616E+0002,*,1012,38,-3.06414502464754E+0002,-3.06414502464754E+0002,-,
APCL13_106L1075,1011,APCL14_204L0994_APCL14_202,1012,1011,20,-1.50007470691566E+0002, 0.00000000000000E+0000,,APCL14_451L1240,1012,1011,9, 1.28089654639562E+0002, 1.28089654639562E+0002,*,1011,41,-8.28193105793036E+0001,-8.28193105793036E+0001,*,
APCL13_107L1076,1012,APCL14_159L0781_APCL14_157,1012,1012,13,-1.27256093775452E+0002,-1.27256093775452E+0002,*,APCL14_204L0994_APCL14_202,1012,1012,16,-1.27957778695400E+0002,-1.27957778695400E+0002,*,1012,43,-3.42797122296632E+0002,-3.42797122296632E+0002,-,
APCL13_108L1077,1012,APCL13_295L0327,1012,1012,27, 5.82842216021116E+0000, 5.82842216021116E+0000,*,APCL14_204L0994_APCL14_202,1012,1012,15,-1.19152374534144E+0002, 0.00000000000000E+0000,,1012,54,-1.77644549809449E+0002,-1.77644549809449E+0002,-,
APCL13_110L1078,1011,APCL14_159L0781_APCL14_157,1012,1011,9,-7.50905551772482E+0001,-7.50905551772482E+0001,*,APCL14_204L0994_APCL14_202,1012,1011,15,-1.08261208491060E+0002,-1.08261208491060E+0002,*,1011,37,-2.63430516018352E+0002,-2.63430516018352E+0002,-,
APCL13_112L1079,1012,APCL14_159L0781_APCL14_157,1012,1012,16,-1.25692551658601E+0002,-1.25692551658601E+0002,*,APCL14_204L0994_APCL14_202,1012,1012,17,-1.10418147520756E+0002,-1.10418147520756E+0002,*,1012,46,-3.19761117754062E+0002,-3.19761117754062E+0002,-,
APCL13_113L1258,1009,APCL14_159L0781_APCL14_157,1012,1009,6,-6.75749311358300E+0001,-6.75749311358300E+0001,*,APCL14_204L0994_APCL14_202,1012,1009,18,-1.60729869647674E+0002,-1.60729869647674E+0002,-,1009,37,-3.09152640400843E+0002,-3.09152640400843E+0002,-,
APCL13_117L1083,1012,APCL14_159L0781_APCL14_157,1012,1012,11,-1.29522616498740E+0002,-1.29522616498740E+0002,*,APCL14_204L0994_APCL14_202,1012,1012,20,-1.74825264557320E+0002,-1.74825264557320E+0002,-,1012,43,-3.74137484735032E+0002,-3.74137484735032E+0002,-,
APCL13_124L1087,1012,APCL14_159L0781_APCL14_157,1012,1012,18,-1.49799459998551E+0002,-1.49799459998551E+0002,-,APCL14_204L0994_APCL14_202,1012,1012,15,-1.23595219479534E+0002,-1.23595219479534E+0002,*,1012,46,-3.57735940424118E+0002,-3.57735940424118E+0002,-,
APCL13_125L1088,1012,APCL14_159L0781_APCL14_157,1012,1012,12,-1.29604118211928E+0002,-1.29604118211928E+0002,*,APCL14_204L0994_APCL14_202,1012,1012,15,-1.37263873199661E+0002,-1.37263873199661E+0002,*,1012,37,-3.26793476352894E+0002,-3.26793476352894E+0002,-,
APCL13_128L1091,1012,APCL14_159L0781_APCL14_157,1012,1012,10,-9.34174756512362E+0001,-9.34174756512362E+0001,*,APCL14_204L0994_APCL14_202,1012,1012,21,-1.70817548650903E+0002,-1.70817548650903E+0002,-,1012,43,-3.34981241840573E+0002,-3.34981241840573E+0002,-,
APCL13_133L1094,1012,APCL14_159L0781_APCL14_157,1012,1012,10,-7.95947028031003E+0001,-7.95947028031003E+0001,*,APCL14_204L0994_APCL14_202,1012,1012,7,-6.63979160127887E+0001,-6.63979160127887E+0001,*,1012,33,-2.43203427717050E+0002,-2.43203427717050E+0002,-,
APCL13_140L1303,747,APCL14_159L0781_APCL14_157,1012,747,11,-9.47560484189886E+0001,-9.47560484189886E+0001,*,APCL14_204L0994_APCL14_202,1012,747,12,-8.88528910671274E+0001,-8.88528910671274E+0001,*,747,34,-2.56132779662125E+0002,-2.56132779662125E+0002,-,
APCL13_141L0832,761,APCL14_159L0781_APCL14_157,1012,761,15,-1.20417408784343E+0002,-1.20417408784343E+0002,*,APCL14_204L0994_APCL14_202,1012,761,19,-1.23844298316279E+0002,-1.23844298316279E+0002,*,761,37,-2.66143160941183E+0002,-2.66143160941183E+0002,-,
APCL13_146L1099,1012,APCL14_159L0781_APCL14_157,1012,1012,11,-9.03701820199944E+0001,-9.03701820199944E+0001,*,APCL14_204L0994_APCL14_202,1012,1012,13,-9.52930543285091E+0001,-9.52930543285091E+0001,*,1012,31,-2.37608257409515E+0002,-2.37608257409515E+0002,-,
APCL13_150L1101,1012,APCL14_159L0781_APCL14_157,1012,1012,15,-1.22406387729022E+0002,-1.22406387729022E+0002,*,APCL14_204L0994_APCL14_202,1012,1012,16,-1.33225609245489E+0002,-1.33225609245489E+0002,*,1012,42,-3.28003404417863E+0002,-3.28003404417863E+0002,-,
APCL13_151L1262,941,APCL14_159L0781_APCL14_157,1012,941,12,-9.44453181858832E+0001,-9.44453181858832E+0001,*,APCL14_204L0994_APCL14_202,1012,941,14,-9.65123442102742E+0001,-9.65123442102742E+0001,*,941,32,-2.32267931634336E+0002,-2.32267931634336E+0002,-,
APCL13_152L1102,1011,APCL14_159L0781_APCL14_157,1012,1011,11,-9.88435884916220E+0001,-9.88435884916220E+0001,*,APCL14_204L0994_APCL14_202,1012,1011,19,-1.65700110083702E+0002,-1.65700110083702E+0002,-,1011,41,-3.29010688126213E+0002,-3.29010688126213E+0002,-,
APCL13_154L0436,994,APCL14_159L0781_APCL14_157,1012,994,25,-1.76571531206199E+0002, 0.00000000000000E+0000,,APCL14_204L0994_APCL14_202,1012,994,25,-1.56395489714516E+0002,-1.56395489714516E+0002,-,994,59,-3.97243705364939E+0002,-3.97243705364939E+0002,-,
APCL13_155L1103,1011,APCL14_159L0781_APCL14_157,1012,1011,10,-8.44897875589501E+0001,-8.44897875589501E+0001,*,APCL14_204L0994_APCL14_202,1012,1011,11,-9.82559020801517E+0001,-9.82559020801517E+0001,*,1011,32,-2.57419899031158E+0002,-2.57419899031158E+0002,-,
APCL13_157L1104,1012,APCL14_159L0781_APCL14_157,1012,1012,16,-1.36111889025950E+0002,-1.36111889025950E+0002,*,APCL14_204L0994_APCL14_202,1012,1012,20,-1.64144141782858E+0002,-1.64144141782858E+0002,-,1012,50,-3.84056852109387E+0002,-3.84056852109387E+0002,-,
APCL13_165L1110,1012,APCL14_159L0781_APCL14_157,1012,1012,14,-1.26567415498224E+0002,-1.26567415498224E+0002,*,APCL14_204L0994_APCL14_202,1012,1012,11,-9.71852762184636E+0001,-9.71852762184636E+0001,*,1012,34,-2.78087647691739E+0002,-2.78087647691739E+0002,-,
APCL13_167L1112,1012,APCL14_159L0781_APCL14_157,1012,1012,13,-1.29064258791490E+0002,-1.29064258791490E+0002,*,APCL14_204L0994_APCL14_202,1012,1012,17,-1.48213287609753E+0002,-1.48213287609753E+0002,*,1012,41,-3.41575148353022E+0002,-3.41575148353022E+0002,-,
APCL13_168L1113,1012,APCL14_159L0781_APCL14_157,1012,1012,15,-1.06765531858954E+0002,-1.06765531858954E+0002,*,APCL14_204L0994_APCL14_202,1012,1012,13,-8.99583856778212E+0001,-8.99583856778212E+0001,*,1012,38,-2.66843419448689E+0002,-2.66843419448689E+0002,-,
APCL13_171L1116,1008,APCL14_159L0781_APCL14_157,1012,1008,11,-1.04150148461277E+0002,-1.04150148461277E+0002,*,APCL14_204L0994_APCL14_202,1012,1008,12,-1.24230026911880E+0002,-1.24230026911880E+0002,*,1008,37,-3.05717323143318E+0002,-3.05717323143318E+0002,-,
APCL13_172L1117,1012,APCL14_159L0781_APCL14_157,1012,1012,13,-1.22516482024208E+0002,-1.22516482024208E+0002,*,APCL14_204L0994_APCL14_202,1012,1012,14,-1.19899302609842E+0002,-1.19899302609842E+0002,*,1012,43,-3.38515922619671E+0002,-3.38515922619671E+0002,-,
APCL13_173L1118,1010,APCL14_159L0781_APCL14_157,1012,1010,7,-6.79998299388955E+0001,-6.79998299388955E+0001,*,APCL14_204L0994_APCL14_202,1012,1010,25,-1.89515871010224E+0002,-1.89515871010224E+0002,-,1010,38,-2.98550464444290E+0002,-2.98550464444290E+0002,-,
APCL13_174L1260,967,APCL13_402L1671_APCL13_400,1005,960,34,-2.08986725083656E+0002, 0.00000000000000E+0000,,APCL14_159L0781_APCL14_157,1012,967,11,-1.00239019175897E+0002,-1.00239019175897E+0002,*,967,57,-3.64259914079767E+0002,-3.64259914079767E+0002,-,
APCL13_183L1305,717,APCL14_159L0781_APCL14_157,1012,717,11,-8.11389021400998E+0001,-8.11389021400998E+0001,*,APCL14_204L0994_APCL14_202,1012,717,18,-1.13232231743074E+0002,-1.13232231743074E+0002,*,717,43,-2.80931438215577E+0002,-2.80931438215577E+0002,-,
APCL13_184L1080,1012,APCL14_159L0781_APCL14_157,1012,1012,13,-9.55714771415638E+0001,-9.55714771415638E+0001,*,APCL14_204L0994_APCL14_202,1012,1012,15,-9.35217371021227E+0001,-9.35217371021227E+0001,*,1012,42,-2.85129643817124E+0002,-2.85129643817124E+0002,-,
APCL13_189L1662_APCL13_185,1012,APCL14_159L0781_APCL14_157,1012,1012,9,-9.96705086401582E+0001,-9.96705086401582E+0001,*,APCL14_204L0994_APCL14_202,1012,1012,13,-1.26318926005014E+0002,-1.26318926005014E+0002,*,1012,33,-2.87605019511744E+0002,-2.87605019511744E+0002,-,
APCL13_186L1164,565,APCL14_014L0984,1012,565,16,-8.20440485858003E+0001,-8.20440485858003E+0001,*,APCL14_204L0994_APCL14_202,1012,565,9,-6.00444069462607E+0001,-6.00444069462607E+0001,*,565,36,-1.97578524191037E+0002,-1.97578524191037E+0002,-,
APCL13_196L1623_APCL13_188,1012,APCL14_159L0781_APCL14_157,1012,1012,7,-6.41589947644080E+0001,-6.41589947644080E+0001,*,APCL14_204L0994_APCL14_202,1012,1012,12,-9.14541636600308E+0001,-9.14541636600308E+0001,*,1012,29,-2.29342335527827E+0002,-2.29342335527827E+0002,-,
APCL13_324L1663_APCL13_189,961,APCL14_159L0781_APCL14_157,1012,961,16,-1.47960418652331E+0002,-1.47960418652331E+0002,*,APCL14_204L0994_APCL14_202,1012,961,12,-1.08929458828615E+0002,-1.08929458828615E+0002,*,961,36,-3.03824709468930E+0002,-3.03824709468930E+0002,-,
APCL13_191L1265,853,APCL14_159L0781_APCL14_157,1012,853,14,-1.09451773664848E+0002,-1.09451773664848E+0002,*,APCL14_204L0994_APCL14_202,1012,853,19,-1.40816713561529E+0002,-1.40816713561529E+0002,*,853,43,-3.15118524765871E+0002,-3.15118524765871E+0002,-,
APCL13_194L1213,895,APCL14_159L0781_APCL14_157,1012,895,10,-9.12673836717684E+0001,-9.12673836717684E+0001,*,APCL14_204L0994_APCL14_202,1012,895,18,-1.48955381513779E+0002,-1.48955381513779E+0002,*,895,40,-3.08334482095395E+0002,-3.08334482095395E+0002,-,
APCL13_195L0833,683,APCL13_270L0303,1012,683,17, 1.68738039488819E+0001, 1.68738039488819E+0001,*,APCL14_159L0781_APCL14_157,1012,683,6,-5.90545522602751E+0001,-5.90545522602751E+0001,*,683,37,-1.17901682944051E+0002,-1.17901682944051E+0002,*,
APCL13_197L1266,780,APCL14_159L0781_APCL14_157,1012,780,16,-1.22628549162754E+0002,-1.22628549162754E+0002,*,APCL14_204L0994_APCL14_202,1012,780,13,-1.00742326846012E+0002,-1.00742326846012E+0002,*,780,33,-2.52088158830462E+0002,-2.52088158830462E+0002,-,
APCL13_201L1171,585,APCL14_159L0781_APCL14_157,1012,585,12,-8.68273852928097E+0001,-8.68273852928097E+0001,*,APCL14_204L0994_APCL14_202,1012,585,7,-5.05986444019808E+0001,-5.05986444019808E+0001,*,585,24,-1.75996362328606E+0002,-1.75996362328606E+0002,-,
APCL13_213L1177,508,APCL14_159L0781_APCL14_157,1012,508,4,-3.33930738135458E+0001,-3.33930738135458E+0001,*,APCL14_204L0994_APCL14_202,1012,508,4,-3.74863594378940E+0001,-3.74863594378940E+0001,*,508,18,-1.27160031859293E+0002,-1.27160031859293E+0002,*,
APCL13_214L1267,901,APCL14_159L0781_APCL14_157,1012,901,10,-8.34357752793385E+0001,-8.34357752793385E+0001,*,APCL14_204L0994_APCL14_202,1012,901,14,-9.72213538355361E+0001, 0.00000000000000E+0000,,901,31,-2.28479847011082E+0002,-2.28479847011082E+0002,-,
APCL13_221L0256,1011,APCL14_159L0781_APCL14_157,1012,1011,10,-1.08142114336639E+0002,-1.08142114336639E+0002,*,APCL14_204L0994_APCL14_202,1012,1011,16,-1.52855661183507E+0002,-1.52855661183507E+0002,-,1011,41,-3.49807942866454E+0002,-3.49807942866454E+0002,-,
APCL13_223L0258,1012,APCL14_159L0781_APCL14_157,1012,1012,16,-1.32963750961222E+0002,-1.32963750961222E+0002,*,APCL14_204L0994_APCL14_202,1012,1012,20,-1.58477331910106E+0002,-1.58477331910106E+0002,-,1012,50,-3.78600145248384E+0002,-3.78600145248384E+0002,-,
APCL13_224L0259,1012,APCL13_560L0871,1012,1012,22, 4.73612583057941E+0001, 4.73612583057941E+0001,*,APCL14_204L0994_APCL14_202,1012,1012,20,-1.58701132102006E+0002, 0.00000000000000E+0000,,1012,53,-1.68437922117801E+0002,-1.68437922117801E+0002,-,
APCL13_227L0262,1005,APCL12_088L1760,1005,1005,19, 9.89380764419095E+0001, 9.89380764419095E+0001,*,APCL14_159L0781_APCL14_157,1012,1005,14,-1.02926181094371E+0002,-1.02926181094371E+0002,*,1005,51,-1.12261125534479E+0002,-1.12261125534479E+0002,*,
APCL13_229L0264,1012,APCL14_159L0781_APCL14_157,1012,1012,13,-1.15784021307937E+0002,-1.15784021307937E+0002,*,APCL14_204L0994_APCL14_202,1012,1012,15,-1.28249774842721E+0002,-1.28249774842721E+0002,*,1012,39,-3.14175971940252E+0002,-3.14175971940252E+0002,-,
APCL13_230L0265,1004,APCL14_159L0781_APCL14_157,1012,1004,12,-1.08125280379516E+0002,-1.08125280379516E+0002,*,APCL14_204L0994_APCL14_202,1012,1004,12,-1.08838104499350E+0002,-1.08838104499350E+0002,*,1004,37,-2.90837899132817E+0002,-2.90837899132817E+0002,-,
