First ID,Loci typed,Second ID,Loci typed,Matching loci,Mismatching loci,pID,pIDsib,Status
APCL_12022L1733,809,APCL_13018L0465,800,741,59, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12026L2463,809,APCL_14005L0721,809,798,11, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12027L2404,809,APCL_13014L0464,801,724,77, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12029L2554,808,APCL_13510L2238,808,777,31, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12029L2554,808,APCL_14003L0719,809,790,18, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12062L2415,807,APCL_13244L0277,809,745,62, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12063L2563,809,APCL_13252L0285,809,805,4, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12068L2472,809,APCL_13199L1624,807,785,22, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12077L2265,803,APCL_13462L1268,809,747,56, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12078L2364,806,APCL_13188L1622,807,789,17, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12080L2420,809,APCL_12128L2421,807,770,37, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12096L2268,806,APCL_13471L0655,807,764,40, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12098L2213,809,APCL_13484L1311,809,778,31, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12100L2269,808,APCL_13283L0315,809,781,27, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12105L1766,808,APCL_13278L0311,808,799,9, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12112L2368,809,APCL_13315L0346,809,802,7, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12121L1776,808,APCL_12121L2219,808,761,46, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12132L2273,802,APCL_13377L0390,808,733,69, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12133L2372,808,APCL_13375L0388,809,790,18, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12134L2373,808,APCL_13365L0379,809,773,35, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12141L2375,809,APCL_13379L0391,809,787,22, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12142L2476,809,APCL_13384L0395,809,793,16, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12167L2226,807,APCL_13355L0372,809,778,29, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12168L2481,809,APCL_13356L0373,809,808,1, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12183L2569,809,APCL_13044L0416,809,798,11, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12184L2570,809,APCL_13045L0417,809,801,8, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12189L2571,809,APCL_13060L0420,808,788,20, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12202L2283,805,APCL_12203L2385,809,769,36, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12202L2283,805,APCL_L3116,809,732,73, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12203L2385,809,APCL_L3116,809,758,51, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12213L2431,808,APCL_13031L0410,809,793,15, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12218L2292,807,APCL_13027L0485,808,730,76, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12218L2292,807,APCL_14017L0893,809,746,61, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12249L2434,809,APCL_13284L0316,809,796,13, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12256L2436,809,APCL_13295L0327,809,792,17, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12274L2318,809,APCL_13622L0690,809,783,26, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12275L2437,809,APCL_13309L0340,809,806,3, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12276L2319,809,APCL_13310L0341,809,801,8, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13027L0485,808,APCL_14017L0893,809,772,36, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13040L0413,809,APCL_15766L2695,809,790,19, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13042L0415,808,APCL_15404L2935,809,793,15, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13042L0415,808,APCL_L3033,804,740,63, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13042L0415,808,APCL_L3133,809,793,15, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13048L1596,809,APCL_14303L0595,772,704,68, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13057L1040,799,APCL_13057L1718,809,752,47, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13087L0423,808,APCL_13087L1719,809,766,42, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13087L1719,809,APCL_13501L2231,800,720,80, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13089L0424,808,APCL_14006L0722,809,805,3, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
