"","digest_id","round","dest_loc","dest_well","water_loc","water_well","tip1_loc","tip2_loc","quant","source_well","source_plate","uL_in","water","DNA","source_loc","pool"
"28","D4358","9_a","P9","D4","P11","A1","P8","P10",23.666,"C8","D4300-D4395",8.5,13.7,200,"P6","P101"
"29","D4359","9_a","P9","E4","P11","A1","P8","P10",13.18,"D8","D4300-D4395",15.2,7,200,"P6","P101"
"30","D4361","9_a","P9","F4","P11","A1","P8","P10",77.608,"F8","D4300-D4395",2.6,19.6,200,"P6","P101"
"31","D4363","9_a","P9","G4","P11","A1","P8","P10",28.416,"H8","D4300-D4395",7,15.2,200,"P6","P101"
"32","D4364","9_a","P9","H4","P11","A1","P8","P10",20.35,"A9","D4300-D4395",9.8,12.4,200,"P6","P101"
"33","D4365","9_a","P9","A5","P11","A1","P8","P10",20.793,"B9","D4300-D4395",9.6,12.6,200,"P6","P101"
"34","D4366","9_a","P9","B5","P11","A1","P8","P10",17.757,"C9","D4300-D4395",11.3,10.9,200,"P6","P101"
"35","D4367","9_a","P9","C5","P11","A1","P8","P10",59.7,"D9","D4300-D4395",3.4,18.8,200,"P6","P101"
"36","D4368","9_a","P9","D5","P11","A1","P8","P10",23.461,"E9","D4300-D4395",8.5,13.7,200,"P6","P101"
"37","D4369","9_a","P9","E5","P11","A1","P8","P10",39.43,"F9","D4300-D4395",5.1,17.1,200,"P6","P101"
"38","D4370","9_a","P9","F5","P11","A1","P8","P10",20.797,"G9","D4300-D4395",9.6,12.6,200,"P6","P101"
"39","D4371","9_a","P9","G5","P11","A1","P8","P10",22.929,"H9","D4300-D4395",8.7,13.5,200,"P6","P101"
"40","D4372","9_a","P9","H5","P11","A1","P8","P10",69.469,"A10","D4300-D4395",2.9,19.3,200,"P6","P101"
"41","D4373","9_a","P9","A6","P11","A1","P8","P10",16.939,"B10","D4300-D4395",11.8,10.4,200,"P6","P101"
"42","D4374","9_a","P9","B6","P11","A1","P8","P10",15.269,"C10","D4300-D4395",13.1,9.1,200,"P6","P101"
"43","D4375","9_a","P9","C6","P11","A1","P8","P10",53.457,"D10","D4300-D4395",3.7,18.5,200,"P6","P101"
"44","D4376","9_a","P9","D6","P11","A1","P8","P10",14.329,"E10","D4300-D4395",14,8.2,200,"P6","P101"
"45","D4377","9_a","P9","E6","P11","A1","P8","P10",76.366,"F10","D4300-D4395",2.6,19.6,200,"P6","P101"
"46","D4378","9_a","P9","F6","P11","A1","P8","P10",68.46,"G10","D4300-D4395",2.9,19.3,200,"P6","P101"
"47","D4379","9_a","P9","G6","P11","A1","P8","P10",71.589,"H10","D4300-D4395",2.8,19.4,200,"P6","P101"
"48","D4380","9_a","P9","H6","P11","A1","P8","P10",19.17,"A11","D4300-D4395",10.4,11.8,200,"P6","P101"
"49","D4607","9_a","P9","A7","P11","A1","P8","P10",45.875,"B3","D4588-D4613",4.4,17.8,200,"P5","P102"
"50","D4382","9_a","P9","B7","P11","A1","P8","P10",11.489,"C11","D4300-D4395",17.4,4.8,200,"P6","P102"
"51","D4383","9_a","P9","C7","P11","A1","P8","P10",42.737,"D11","D4300-D4395",4.7,17.5,200,"P6","P102"
"52","D4384","9_a","P9","D7","P11","A1","P8","P10",51.845,"E11","D4300-D4395",3.9,18.3,200,"P6","P102"
"53","D4385","9_a","P9","E7","P11","A1","P8","P10",14.246,"F11","D4300-D4395",14,8.2,200,"P6","P102"
"54","D4386","9_a","P9","F7","P11","A1","P8","P10",49.746,"G11","D4300-D4395",4,18.2,200,"P6","P102"
"55","D4387","9_a","P9","G7","P11","A1","P8","P10",76.136,"H11","D4300-D4395",2.6,19.6,200,"P6","P102"
"56","D4388","9_a","P9","H7","P11","A1","P8","P10",75.818,"A12","D4300-D4395",2.6,19.6,200,"P6","P102"
"57","D4389","9_a","P9","A8","P11","A1","P8","P10",34.382,"B12","D4300-D4395",5.8,16.4,200,"P6","P102"
"58","D4390","9_a","P9","B8","P11","A1","P8","P10",75.894,"C12","D4300-D4395",2.6,19.6,200,"P6","P102"
"59","D4391","9_a","P9","C8","P11","A1","P8","P10",85.192,"D12","D4300-D4395",2.3,19.9,200,"P6","P102"
"60","D4392","9_a","P9","D8","P11","A1","P8","P10",11.223,"E12","D4300-D4395",17.8,4.4,200,"P6","P102"
"61","D4393","9_a","P9","E8","P11","A1","P8","P10",27.138,"F12","D4300-D4395",7.4,14.8,200,"P6","P102"
"62","D4394","9_a","P9","F8","P11","A1","P8","P10",62.111,"G12","D4300-D4395",3.2,19,200,"P6","P102"
"63","D4395","9_a","P9","G8","P11","A1","P8","P10",121.662,"H12","D4300-D4395",1.6,20.6,200,"P6","P102"
"64","D4396","9_a","P9","H8","P11","A1","P8","P10",77.202,"A1","D4396-D4491",2.6,19.6,200,"P7","P102"
"65","D4397","9_a","P9","A9","P11","A1","P8","P10",10.036,"B1","D4396-D4491",19.9,2.3,200,"P7","P102"
"66","D4398","9_a","P9","B9","P11","A1","P8","P10",75.685,"C1","D4396-D4491",2.6,19.6,200,"P7","P102"
"67","D4399","9_a","P9","C9","P11","A1","P8","P10",89.096,"D1","D4396-D4491",2.2,20,200,"P7","P102"
"68","D4400","9_a","P9","D9","P11","A1","P8","P10",81.168,"E1","D4396-D4491",2.5,19.7,200,"P7","P102"
"69","D4401","9_a","P9","E9","P11","A1","P8","P10",49.345,"F1","D4396-D4491",4.1,18.1,200,"P7","P102"
"70","D4402","9_a","P9","F9","P11","A1","P8","P10",27.273,"G1","D4396-D4491",7.3,14.9,200,"P7","P102"
"71","D4403","9_a","P9","G9","P11","A1","P8","P10",32.547,"H1","D4396-D4491",6.1,16.1,200,"P7","P102"
"72","D4404","9_a","P9","H9","P11","A1","P8","P10",71.528,"A2","D4396-D4491",2.8,19.4,200,"P7","P102"
"73","D4405","9_a","P9","A10","P11","A1","P8","P10",115.416,"B2","D4396-D4491",1.7,20.5,200,"P7","P102"
"74","D4406","9_a","P9","B10","P11","A1","P8","P10",107.137,"C2","D4396-D4491",1.9,20.3,200,"P7","P102"
"75","D4408","9_a","P9","C10","P11","A1","P8","P10",73.726,"E2","D4396-D4491",2.7,19.5,200,"P7","P102"
"76","D4409","9_a","P9","D10","P11","A1","P8","P10",109.495,"F2","D4396-D4491",1.8,20.4,200,"P7","P102"
"77","D4410","9_a","P9","E10","P11","A1","P8","P10",91.823,"G2","D4396-D4491",2.2,20,200,"P7","P102"
"78","D4411","9_a","P9","F10","P11","A1","P8","P10",73.262,"H2","D4396-D4491",2.7,19.5,200,"P7","P102"
"79","D4412","9_a","P9","G10","P11","A1","P8","P10",93.027,"A3","D4396-D4491",2.1,20.1,200,"P7","P102"
"80","D4413","9_a","P9","H10","P11","A1","P8","P10",82.305,"B3","D4396-D4491",2.4,19.8,200,"P7","P102"
"81","D4414","9_a","P9","A11","P11","A1","P8","P10",13.262,"C3","D4396-D4491",15.1,7.1,200,"P7","P102"
"82","D4416","9_a","P9","B11","P11","A1","P8","P10",16.592,"E3","D4396-D4491",12.1,10.1,200,"P7","P102"
"83","D4417","9_a","P9","C11","P11","A1","P8","P10",21.863,"F3","D4396-D4491",9.1,13.1,200,"P7","P102"
"84","D4418","9_a","P9","D11","P11","A1","P8","P10",20.921,"G3","D4396-D4491",9.6,12.6,200,"P7","P102"
"85","D4420","9_a","P9","E11","P11","A1","P8","P10",32.208,"A4","D4396-D4491",6.2,16,200,"P7","P102"
"86","D4421","9_a","P9","F11","P11","A1","P8","P10",56.22,"B4","D4396-D4491",3.6,18.6,200,"P7","P102"
"87","D4422","9_a","P9","G11","P11","A1","P8","P10",73.421,"C4","D4396-D4491",2.7,19.5,200,"P7","P102"
"88","D4423","9_a","P9","H11","P11","A1","P8","P10",29.097,"D4","D4396-D4491",6.9,15.3,200,"P7","P102"
"89","D4424","9_a","P9","A12","P11","A1","P8","P10",61.57,"E4","D4396-D4491",3.2,19,200,"P7","P102"
"90","D4425","9_a","P9","B12","P11","A1","P8","P10",110.416,"F4","D4396-D4491",1.8,20.4,200,"P7","P102"
"91","D4426","9_a","P9","C12","P11","A1","P8","P10",117.004,"G4","D4396-D4491",1.7,20.5,200,"P7","P102"
"92","D4427","9_a","P9","D12","P11","A1","P8","P10",37.47,"H4","D4396-D4491",5.3,16.9,200,"P7","P102"
"93","D4428","9_a","P9","E12","P11","A1","P8","P10",43.112,"A5","D4396-D4491",4.6,17.6,200,"P7","P102"
"94","D4429","9_a","P9","F12","P11","A1","P8","P10",68.233,"B5","D4396-D4491",2.9,19.3,200,"P7","P102"
"95","D4430","9_a","P9","G12","P11","A1","P8","P10",44.565,"C5","D4396-D4491",4.5,17.7,200,"P7","P102"
"96","D4431","9_a","P9","H12","P11","A1","P8","P10",59.849,"D5","D4396-D4491",3.3,18.9,200,"P7","P102"
