"","digest_id","round","dest_loc","dest_well","water_loc","water_well","tip1_loc","tip2_loc","quant","source_well","source_plate","uL_in","water","DNA","source_loc","pool"
"1","D4556","22_a","P9","A1","P11","A1","P8","P10",3.634,"A9","D4492-D4587",20.6,1.6,75,"P5","P127"
"2","D4558","22_a","P9","B1","P11","A1","P8","P10",3.749,"C9","D4492-D4587",20,2.2,75,"P5","P127"
"3","D4567","22_a","P9","C1","P11","A1","P8","P10",4.08,"D10","D4492-D4587",18.4,3.8,75,"P5","P127"
"4","D4569","22_a","P9","D1","P11","A1","P8","P10",4.271,"F10","D4492-D4587",17.6,4.6,75,"P5","P127"
"5","D4573","22_a","P9","E1","P11","A1","P8","P10",3.52,"B11","D4492-D4587",21.3,0.9,75,"P5","P127"
"6","D4578","22_a","P9","F1","P11","A1","P8","P10",4.085,"G11","D4492-D4587",18.4,3.8,75,"P5","P127"
"7","D5238","22_a","P9","G1","P11","A1","P8","P10",4.06,"C3","D5220-D5308",18.5,3.7,75,"P6","P127"
"8","D5241","22_a","P9","H1","P11","A1","P8","P10",3.92,"F3","D5220-D5308",19.1,3.1,75,"P6","P127"
"9","D5277","22_a","P9","A2","P11","A1","P8","P10",4.4,"B8","D5220-D5308",17,5.2,75,"P6","P127"
"10","D5282","22_a","P9","B2","P11","A1","P8","P10",3.72,"G8","D5220-D5308",20.2,2,75,"P6","P127"
"11","D5422","22_a","P9","C2","P11","A1","P8","P10",4.48,"B3","D5405-D5500",16.7,5.5,75,"P7","P127"
"12","D5428","22_a","P9","D2","P11","A1","P8","P10",3.613,"H3","D5405-D5500",20.8,1.4,75,"P7","P127"
"13","D5471","22_a","P9","E2","P11","A1","P8","P10",3.58,"C9","D5405-D5500",20.9,1.3,75,"P7","P127"
"14","D5505","22_a","P9","F2","P11","A1","P8","P10",4.175,"E1","D5501-D5580",18,4.2,75,"P12","P127"
"15","D5594","22_a","P9","G2","P11","A1","P8","P10",4.404,"F2","D5581-D5675",17,5.2,75,"P13","P127"
"16","D5616","22_a","P9","H2","P11","A1","P8","P10",4.366,"D5","D5581-D5675",17.2,5,75,"P13","P127"
"17","D5659","22_a","P9","A3","P11","A1","P8","P10",4.135,"G10","D5581-D5675",18.1,4.1,75,"P13","P127"
"18","D5674","22_a","P9","B3","P11","A1","P8","P10",3.593,"F12","D5581-D5675",20.9,1.3,75,"P13","P127"
"19","D4505","22_a","P9","G11","P11","A1","P8","P10",2.462,"F2","D4492-D4587",20.3,1.9,50,"P5","P128"
"20","D4508","22_a","P9","H11","P11","A1","P8","P10",2.79,"A3","D4492-D4587",17.9,4.3,50,"P5","P128"
"21","D4514","22_a","P9","A12","P11","A1","P8","P10",3.259,"G3","D4492-D4587",15.3,6.9,50,"P5","P128"
"22","D4519","22_a","P9","B12","P11","A1","P8","P10",3.268,"D4","D4492-D4587",15.3,6.9,50,"P5","P128"
"23","D4544","22_a","P9","C12","P11","A1","P8","P10",2.91,"E7","D4492-D4587",17.2,5,50,"P5","P128"
"24","D4549","22_a","P9","D12","P11","A1","P8","P10",2.75,"B8","D4492-D4587",18.2,4,50,"P5","P128"
"25","D4550","22_a","P9","E12","P11","A1","P8","P10",2.415,"C8","D4492-D4587",20.7,1.5,50,"P5","P128"
"26","D4557","22_a","P9","F12","P11","A1","P8","P10",2.306,"B9","D4492-D4587",21.7,0.5,50,"P5","P128"
"27","D4561","22_a","P9","G12","P11","A1","P8","P10",2.706,"F9","D4492-D4587",18.5,3.7,50,"P5","P128"
"28","D4574","22_a","P9","H12","P11","A1","P8","P10",2.392,"C11","D4492-D4587",20.9,1.3,50,"P5","P128"
