"","digest_id","round","dest_loc","dest_well","water_loc","water_well","tip1_loc","tip2_loc","quant","source_well","source_plate","uL_in","water","DNA","source_loc","pool"
"1","D5845","14_a","P9","A1","P11","A1","P8","P10",16.292,"B10","D5772-D5867",12.3,9.9,200,"P5","P111"
"2","D5849","14_a","P9","B1","P11","A1","P8","P10",12.319,"F10","D5772-D5867",16.2,6,200,"P5","P111"
"3","D5850","14_a","P9","C1","P11","A1","P8","P10",9.738,"G10","D5772-D5867",20.5,1.7,200,"P5","P111"
"4","D5853","14_a","P9","D1","P11","A1","P8","P10",14.063,"B11","D5772-D5867",14.2,8,200,"P5","P111"
"5","D5855","14_a","P9","E1","P11","A1","P8","P10",9.526,"D11","D5772-D5867",21,1.2,200,"P5","P111"
"6","D5856","14_a","P9","F1","P11","A1","P8","P10",11.006,"E11","D5772-D5867",18.2,4,200,"P5","P111"
"7","D5857","14_a","P9","G1","P11","A1","P8","P10",14.48,"F11","D5772-D5867",13.8,8.4,200,"P5","P111"
"8","D5859","14_a","P9","H1","P11","A1","P8","P10",9.396,"H11","D5772-D5867",21.3,0.9,200,"P5","P111"
"9","D5862","14_a","P9","A2","P11","A1","P8","P10",9.534,"C12","D5772-D5867",21,1.2,200,"P5","P111"
"10","D5876","14_a","P9","B2","P11","A1","P8","P10",13.311,"A2","D5868-D5963",15,7.2,200,"P6","P111"
"11","D5917","14_a","P9","C2","P11","A1","P8","P10",10.719,"B7","D5868-D5963",18.7,3.5,200,"P6","P111"
"12","D5923","14_a","P9","D2","P11","A1","P8","P10",11.428,"H7","D5868-D5963",17.5,4.7,200,"P6","P111"
"13","D5945","14_a","P9","E2","P11","A1","P8","P10",10.408,"F10","D5868-D5963",19.2,3,200,"P6","P111"
"14","D5948","14_a","P9","F2","P11","A1","P8","P10",10.358,"A11","D5868-D5963",19.3,2.9,200,"P6","P111"
"15","D5952","14_a","P9","G2","P11","A1","P8","P10",10.964,"E11","D5868-D5963",18.2,4,200,"P6","P111"
"16","D5956","14_a","P9","H2","P11","A1","P8","P10",27.763,"A12","D5868-D5963",7.2,15,200,"P6","P111"
"17","D5957","14_a","P9","A3","P11","A1","P8","P10",15.175,"B12","D5868-D5963",13.2,9,200,"P6","P111"
"18","D5958","14_a","P9","B3","P11","A1","P8","P10",23.119,"C12","D5868-D5963",8.7,13.5,200,"P6","P111"
"19","D5959","14_a","P9","C3","P11","A1","P8","P10",26.247,"D12","D5868-D5963",7.6,14.6,200,"P6","P111"
"20","D5960","14_a","P9","D3","P11","A1","P8","P10",18.637,"E12","D5868-D5963",10.7,11.5,200,"P6","P111"
"21","D5961","14_a","P9","E3","P11","A1","P8","P10",32.622,"F12","D5868-D5963",6.1,16.1,200,"P6","P111"
"22","D5962","14_a","P9","F3","P11","A1","P8","P10",18.772,"G12","D5868-D5963",10.7,11.5,200,"P6","P111"
"23","D5963","14_a","P9","G3","P11","A1","P8","P10",33.27,"H12","D5868-D5963",6,16.2,200,"P6","P111"
"24","D5972","14_a","P9","H3","P11","A1","P8","P10",22.389,"A2","D5964-D6059",8.9,13.3,200,"P7","P111"
"25","D5973","14_a","P9","A4","P11","A1","P8","P10",32.696,"B2","D5964-D6059",6.1,16.1,200,"P7","P111"
"26","D5974","14_a","P9","B4","P11","A1","P8","P10",17.908,"C2","D5964-D6059",11.2,11,200,"P7","P111"
"27","D5976","14_a","P9","C4","P11","A1","P8","P10",18.105,"E2","D5964-D6059",11,11.2,200,"P7","P111"
"28","D5977","14_a","P9","D4","P11","A1","P8","P10",26.419,"F2","D5964-D6059",7.6,14.6,200,"P7","P111"
"29","D5978","14_a","P9","E4","P11","A1","P8","P10",19.372,"G2","D5964-D6059",10.3,11.9,200,"P7","P111"
"30","D5979","14_a","P9","F4","P11","A1","P8","P10",30.238,"H2","D5964-D6059",6.6,15.6,200,"P7","P111"
"31","D5980","14_a","P9","G4","P11","A1","P8","P10",28.959,"A3","D5964-D6059",6.9,15.3,200,"P7","P111"
"32","D5981","14_a","P9","H4","P11","A1","P8","P10",34.123,"B3","D5964-D6059",5.9,16.3,200,"P7","P111"
"33","D5982","14_a","P9","A5","P11","A1","P8","P10",16.726,"C3","D5964-D6059",12,10.2,200,"P7","P111"
"34","D5983","14_a","P9","B5","P11","A1","P8","P10",28.297,"D3","D5964-D6059",7.1,15.1,200,"P7","P111"
"35","D5984","14_a","P9","C5","P11","A1","P8","P10",19.189,"E3","D5964-D6059",10.4,11.8,200,"P7","P111"
"36","D5985","14_a","P9","D5","P11","A1","P8","P10",14.147,"F3","D5964-D6059",14.1,8.1,200,"P7","P111"
"37","D5986","14_a","P9","E5","P11","A1","P8","P10",19.14,"G3","D5964-D6059",10.4,11.8,200,"P7","P111"
"38","D5987","14_a","P9","F5","P11","A1","P8","P10",31.383,"H3","D5964-D6059",6.4,15.8,200,"P7","P111"
"39","D5988","14_a","P9","G5","P11","A1","P8","P10",24.567,"A4","D5964-D6059",8.1,14.1,200,"P7","P111"
"40","D5989","14_a","P9","H5","P11","A1","P8","P10",22.727,"B4","D5964-D6059",8.8,13.4,200,"P7","P111"
