"","digest_id","round","dest_loc","dest_well","water_loc","water_well","tip1_loc","tip2_loc","quant","source_well","source_plate","uL_in","water","DNA","source_loc","pool"
"1","D5662","13_a","P9","A1","P11","A1","P8","P10",10.443,"B11","D5581-D5675",19.2,3,200,"P5","P109"
"2","D5663","13_a","P9","B1","P11","A1","P8","P10",75.148,"C11","D5581-D5675",2.7,19.5,200,"P5","P109"
"3","D5664","13_a","P9","C1","P11","A1","P8","P10",9.854,"D11","D5581-D5675",20.3,1.9,200,"P5","P109"
"4","D5666","13_a","P9","D1","P11","A1","P8","P10",185.512,"F11","D5581-D5675",1.1,21.1,200,"P5","P109"
"5","D5667","13_a","P9","E1","P11","A1","P8","P10",13.371,"G11","D5581-D5675",15,7.2,200,"P5","P109"
"6","D5668","13_a","P9","F1","P11","A1","P8","P10",76.063,"H11","D5581-D5675",2.6,19.6,200,"P5","P109"
"7","D5669","13_a","P9","G1","P11","A1","P8","P10",42.337,"A12","D5581-D5675",4.7,17.5,200,"P5","P109"
"8","D5671","13_a","P9","H1","P11","A1","P8","P10",33.726,"C12","D5581-D5675",5.9,16.3,200,"P5","P109"
"9","D5672","13_a","P9","A2","P11","A1","P8","P10",84.439,"D12","D5581-D5675",2.4,19.8,200,"P5","P109"
"10","D5673","13_a","P9","B2","P11","A1","P8","P10",24.867,"E12","D5581-D5675",8,14.2,200,"P5","P109"
"11","D5679","13_a","P9","C2","P11","A1","P8","P10",9.311,"D1","D5676-D5771",21.5,0.7,200,"P6","P109"
"12","D5686","13_a","P9","D2","P11","A1","P8","P10",14.118,"C2","D5676-D5771",14.2,8,200,"P6","P109"
"13","D5687","13_a","P9","E2","P11","A1","P8","P10",16.493,"D2","D5676-D5771",12.1,10.1,200,"P6","P109"
"14","D5688","13_a","P9","F2","P11","A1","P8","P10",10.903,"E2","D5676-D5771",18.3,3.9,200,"P6","P109"
"15","D5689","13_a","P9","G2","P11","A1","P8","P10",12.56,"F2","D5676-D5771",15.9,6.3,200,"P6","P109"
"16","D5691","13_a","P9","H2","P11","A1","P8","P10",15.535,"H2","D5676-D5771",12.9,9.3,200,"P6","P109"
"17","D5692","13_a","P9","A3","P11","A1","P8","P10",12.097,"A3","D5676-D5771",16.5,5.7,200,"P6","P109"
"18","D5696","13_a","P9","B3","P11","A1","P8","P10",11.598,"E3","D5676-D5771",17.2,5,200,"P6","P109"
"19","D5697","13_a","P9","C3","P11","A1","P8","P10",9.104,"F3","D5676-D5771",22,0.2,200,"P6","P109"
"20","D5698","13_a","P9","D3","P11","A1","P8","P10",12.303,"G3","D5676-D5771",16.3,5.9,200,"P6","P109"
"21","D5708","13_a","P9","E3","P11","A1","P8","P10",14.965,"A5","D5676-D5771",13.4,8.8,200,"P6","P109"
"22","D5711","13_a","P9","F3","P11","A1","P8","P10",12.089,"D5","D5676-D5771",16.5,5.7,200,"P6","P109"
"23","D5712","13_a","P9","G3","P11","A1","P8","P10",10.196,"E5","D5676-D5771",19.6,2.6,200,"P6","P109"
"24","D5713","13_a","P9","H3","P11","A1","P8","P10",16.776,"F5","D5676-D5771",11.9,10.3,200,"P6","P109"
"25","D5715","13_a","P9","A4","P11","A1","P8","P10",9.621,"H5","D5676-D5771",20.8,1.4,200,"P6","P109"
"26","D5732","13_a","P9","B4","P11","A1","P8","P10",14.58,"A8","D5676-D5771",13.7,8.5,200,"P6","P109"
"27","D5737","13_a","P9","C4","P11","A1","P8","P10",9.1,"F8","D5676-D5771",22,0.2,200,"P6","P109"
"28","D5739","13_a","P9","D4","P11","A1","P8","P10",13.068,"H8","D5676-D5771",15.3,6.9,200,"P6","P109"
"29","D5740","13_a","P9","E4","P11","A1","P8","P10",23.573,"A9","D5676-D5771",8.5,13.7,200,"P6","P109"
"30","D5741","13_a","P9","F4","P11","A1","P8","P10",15.753,"B9","D5676-D5771",12.7,9.5,200,"P6","P109"
"31","D5742","13_a","P9","G4","P11","A1","P8","P10",12.177,"C9","D5676-D5771",16.4,5.8,200,"P6","P109"
"32","D5743","13_a","P9","H4","P11","A1","P8","P10",15.438,"D9","D5676-D5771",13,9.2,200,"P6","P109"
"33","D5744","13_a","P9","A5","P11","A1","P8","P10",9.687,"E9","D5676-D5771",20.6,1.6,200,"P6","P109"
"34","D5745","13_a","P9","B5","P11","A1","P8","P10",16.082,"F9","D5676-D5771",12.4,9.8,200,"P6","P109"
"35","D5746","13_a","P9","C5","P11","A1","P8","P10",9.93,"G9","D5676-D5771",20.1,2.1,200,"P6","P109"
"36","D5747","13_a","P9","D5","P11","A1","P8","P10",13.87,"H9","D5676-D5771",14.4,7.8,200,"P6","P109"
"37","D5750","13_a","P9","E5","P11","A1","P8","P10",14.142,"C10","D5676-D5771",14.1,8.1,200,"P6","P109"
"38","D5751","13_a","P9","F5","P11","A1","P8","P10",15.046,"D10","D5676-D5771",13.3,8.9,200,"P6","P109"
"39","D5752","13_a","P9","G5","P11","A1","P8","P10",11.168,"E10","D5676-D5771",17.9,4.3,200,"P6","P109"
"40","D5753","13_a","P9","H5","P11","A1","P8","P10",18.386,"F10","D5676-D5771",10.9,11.3,200,"P6","P109"
"41","D5755","13_a","P9","A6","P11","A1","P8","P10",16.698,"H10","D5676-D5771",12,10.2,200,"P6","P109"
"42","D5756","13_a","P9","B6","P11","A1","P8","P10",13.578,"A11","D5676-D5771",14.7,7.5,200,"P6","P109"
"43","D5757","13_a","P9","C6","P11","A1","P8","P10",15.658,"B11","D5676-D5771",12.8,9.4,200,"P6","P109"
"44","D5758","13_a","P9","D6","P11","A1","P8","P10",13.287,"C11","D5676-D5771",15.1,7.1,200,"P6","P109"
"45","D5759","13_a","P9","E6","P11","A1","P8","P10",10.855,"D11","D5676-D5771",18.4,3.8,200,"P6","P109"
"46","D5760","13_a","P9","F6","P11","A1","P8","P10",13.069,"E11","D5676-D5771",15.3,6.9,200,"P6","P109"
"47","D5761","13_a","P9","G6","P11","A1","P8","P10",10.066,"F11","D5676-D5771",19.9,2.3,200,"P6","P109"
"48","D5762","13_a","P9","H6","P11","A1","P8","P10",10.97,"G11","D5676-D5771",18.2,4,200,"P6","P109"
"49","D5763","13_a","P9","A7","P11","A1","P8","P10",9.6,"H11","D5676-D5771",20.8,1.4,200,"P6","P110"
"50","D5765","13_a","P9","B7","P11","A1","P8","P10",10.711,"B12","D5676-D5771",18.7,3.5,200,"P6","P110"
"51","D5766","13_a","P9","C7","P11","A1","P8","P10",9.134,"C12","D5676-D5771",21.9,0.3,200,"P6","P110"
"52","D5772","13_a","P9","D7","P11","A1","P8","P10",31.997,"A1","D5772-D5867",6.3,15.9,200,"P7","P110"
"53","D5773","13_a","P9","E7","P11","A1","P8","P10",17.84,"B1","D5772-D5867",11.2,11,200,"P7","P110"
"54","D5774","13_a","P9","F7","P11","A1","P8","P10",17.418,"C1","D5772-D5867",11.5,10.7,200,"P7","P110"
"55","D5775","13_a","P9","G7","P11","A1","P8","P10",23.762,"D1","D5772-D5867",8.4,13.8,200,"P7","P110"
"56","D5776","13_a","P9","H7","P11","A1","P8","P10",9.918,"E1","D5772-D5867",20.2,2,200,"P7","P110"
"57","D5777","13_a","P9","A8","P11","A1","P8","P10",21.245,"F1","D5772-D5867",9.4,12.8,200,"P7","P110"
"58","D5778","13_a","P9","B8","P11","A1","P8","P10",29.583,"G1","D5772-D5867",6.8,15.4,200,"P7","P110"
"59","D5779","13_a","P9","C8","P11","A1","P8","P10",46.575,"H1","D5772-D5867",4.3,17.9,200,"P7","P110"
"60","D5780","13_a","P9","D8","P11","A1","P8","P10",12.16,"A2","D5772-D5867",16.4,5.8,200,"P7","P110"
"61","D5781","13_a","P9","E8","P11","A1","P8","P10",9.942,"B2","D5772-D5867",20.1,2.1,200,"P7","P110"
"62","D5784","13_a","P9","F8","P11","A1","P8","P10",10.623,"E2","D5772-D5867",18.8,3.4,200,"P7","P110"
"63","D5785","13_a","P9","G8","P11","A1","P8","P10",13.562,"F2","D5772-D5867",14.7,7.5,200,"P7","P110"
"64","D5787","13_a","P9","H8","P11","A1","P8","P10",16.379,"H2","D5772-D5867",12.2,10,200,"P7","P110"
"65","D5788","13_a","P9","A9","P11","A1","P8","P10",18.023,"A3","D5772-D5867",11.1,11.1,200,"P7","P110"
"66","D5789","13_a","P9","B9","P11","A1","P8","P10",10.061,"B3","D5772-D5867",19.9,2.3,200,"P7","P110"
"67","D5790","13_a","P9","C9","P11","A1","P8","P10",20.53,"C3","D5772-D5867",9.7,12.5,200,"P7","P110"
"68","D5791","13_a","P9","D9","P11","A1","P8","P10",13.152,"D3","D5772-D5867",15.2,7,200,"P7","P110"
"69","D5792","13_a","P9","E9","P11","A1","P8","P10",13.019,"E3","D5772-D5867",15.4,6.8,200,"P7","P110"
"70","D5793","13_a","P9","F9","P11","A1","P8","P10",10.809,"F3","D5772-D5867",18.5,3.7,200,"P7","P110"
"71","D5794","13_a","P9","G9","P11","A1","P8","P10",21.434,"G3","D5772-D5867",9.3,12.9,200,"P7","P110"
"72","D5795","13_a","P9","H9","P11","A1","P8","P10",15.527,"H3","D5772-D5867",12.9,9.3,200,"P7","P110"
"73","D5797","13_a","P9","A10","P11","A1","P8","P10",13.29,"B4","D5772-D5867",15,7.2,200,"P7","P110"
"74","D5798","13_a","P9","B10","P11","A1","P8","P10",10.648,"C4","D5772-D5867",18.8,3.4,200,"P7","P110"
"75","D5803","13_a","P9","C10","P11","A1","P8","P10",11.159,"H4","D5772-D5867",17.9,4.3,200,"P7","P110"
"76","D5809","13_a","P9","D10","P11","A1","P8","P10",11.538,"F5","D5772-D5867",17.3,4.9,200,"P7","P110"
"77","D5810","13_a","P9","E10","P11","A1","P8","P10",11.748,"G5","D5772-D5867",17,5.2,200,"P7","P110"
"78","D5816","13_a","P9","F10","P11","A1","P8","P10",9.542,"E6","D5772-D5867",21,1.2,200,"P7","P110"
