"","digest_id","round","dest_loc","dest_well","water_loc","water_well","tip1_loc","tip2_loc","quant","source_well","source_plate","uL_in","water","DNA","source_loc","pool"
"1","D4588","4_a","P9","A1","P11","A1","P8","P10",14.008,"A1","D4588-D4613",14.3,7.9,200,"P5","P91"
"2","D3724","4_a","P9","B1","P11","A1","P8","P10",25.442,"A1","D3724-D3819",7.9,14.3,200,"P6","P91"
"3","D3725","4_a","P9","C1","P11","A1","P8","P10",29.788,"B1","D3724-D3819",6.7,15.5,200,"P6","P91"
"4","D3727","4_a","P9","D1","P11","A1","P8","P10",10.03,"D1","D3724-D3819",19.9,2.3,200,"P6","P91"
"5","D3728","4_a","P9","E1","P11","A1","P8","P10",61.393,"E1","D3724-D3819",3.3,18.9,200,"P6","P91"
"6","D3729","4_a","P9","F1","P11","A1","P8","P10",57.688,"F1","D3724-D3819",3.5,18.7,200,"P6","P91"
"7","D3730","4_a","P9","G1","P11","A1","P8","P10",37.455,"G1","D3724-D3819",5.3,16.9,200,"P6","P91"
"8","D3731","4_a","P9","H1","P11","A1","P8","P10",59.446,"H1","D3724-D3819",3.4,18.8,200,"P6","P91"
"9","D3732","4_a","P9","A2","P11","A1","P8","P10",19.965,"A2","D3724-D3819",10,12.2,200,"P6","P91"
"10","D3734","4_a","P9","B2","P11","A1","P8","P10",25.003,"C2","D3724-D3819",8,14.2,200,"P6","P91"
"11","D3736","4_a","P9","C2","P11","A1","P8","P10",11.287,"E2","D3724-D3819",17.7,4.5,200,"P6","P91"
"12","D3737","4_a","P9","D2","P11","A1","P8","P10",20.399,"F2","D3724-D3819",9.8,12.4,200,"P6","P91"
"13","D3738","4_a","P9","E2","P11","A1","P8","P10",33.69,"G2","D3724-D3819",5.9,16.3,200,"P6","P91"
"14","D3739","4_a","P9","F2","P11","A1","P8","P10",25.526,"H2","D3724-D3819",7.8,14.4,200,"P6","P91"
"15","D3740","4_a","P9","G2","P11","A1","P8","P10",37.11,"A3","D3724-D3819",5.4,16.8,200,"P6","P91"
"16","D3741","4_a","P9","H2","P11","A1","P8","P10",78.542,"B3","D3724-D3819",2.5,19.7,200,"P6","P91"
