"","digest_id","round","dest_loc","dest_well","water_loc","water_well","tip1_loc","tip2_loc","quant","source_well","source_plate","uL_in","water","DNA","source_loc","pool"
"22","D5814","20_c","P9","A10","P11","A1","P8","P10",5.422,"C6","D5772-D5867",18.4,3.8,100,"P6","P124"
"23","D5839","20_c","P9","B10","P11","A1","P8","P10",5.256,"D9","D5772-D5867",19,3.2,100,"P6","P124"
"24","D5863","20_c","P9","C10","P11","A1","P8","P10",5.719,"D12","D5772-D5867",17.5,4.7,100,"P6","P124"
"25","D5865","20_c","P9","D10","P11","A1","P8","P10",6.753,"F12","D5772-D5867",14.8,7.4,100,"P6","P124"
"26","D5866","20_c","P9","E10","P11","A1","P8","P10",6.125,"G12","D5772-D5867",16.3,5.9,100,"P6","P124"
"27","D5885","20_c","P9","F10","P11","A1","P8","P10",6.648,"B3","D5868-D5963",15,7.2,100,"P7","P124"
"28","D5888","20_c","P9","G10","P11","A1","P8","P10",4.941,"E3","D5868-D5963",20.2,2,100,"P7","P124"
"29","D5900","20_c","P9","H10","P11","A1","P8","P10",4.528,"A5","D5868-D5963",22.1,0.1,100,"P7","P124"
"30","D5902","20_c","P9","A11","P11","A1","P8","P10",4.825,"C5","D5868-D5963",20.7,1.5,100,"P7","P124"
"31","D5903","20_c","P9","B11","P11","A1","P8","P10",6.135,"D5","D5868-D5963",16.3,5.9,100,"P7","P124"
"32","D5908","20_c","P9","C11","P11","A1","P8","P10",4.584,"A6","D5868-D5963",21.8,0.4,100,"P7","P124"
"33","D5920","20_c","P9","D11","P11","A1","P8","P10",4.739,"E7","D5868-D5963",21.1,1.1,100,"P7","P124"
"34","D5937","20_c","P9","E11","P11","A1","P8","P10",6.488,"F9","D5868-D5963",15.4,6.8,100,"P7","P124"
"35","D5940","20_c","P9","F11","P11","A1","P8","P10",4.787,"A10","D5868-D5963",20.9,1.3,100,"P7","P124"
"36","D5941","20_c","P9","G11","P11","A1","P8","P10",5.354,"B10","D5868-D5963",18.7,3.5,100,"P7","P124"
"37","D5946","20_c","P9","H11","P11","A1","P8","P10",5.697,"G10","D5868-D5963",17.6,4.6,100,"P7","P124"
"38","D5953","20_c","P9","A12","P11","A1","P8","P10",6.438,"F11","D5868-D5963",15.5,6.7,100,"P7","P124"
"39","D5954","20_c","P9","B12","P11","A1","P8","P10",6.671,"G11","D5868-D5963",15,7.2,100,"P7","P124"
"40","D5967","20_c","P9","C12","P11","A1","P8","P10",4.558,"D1","D5964-D6059",21.9,0.3,100,"P12","P124"
"41","D5968","20_c","P9","D12","P11","A1","P8","P10",6.259,"E1","D5964-D6059",16,6.2,100,"P12","P124"
"42","D5971","20_c","P9","E12","P11","A1","P8","P10",5.879,"H1","D5964-D6059",17,5.2,100,"P12","P124"
"43","D6007","20_c","P9","F12","P11","A1","P8","P10",5.819,"D6","D5964-D6059",17.2,5,100,"P12","P124"
"44","D6061","20_c","P9","G12","P11","A1","P8","P10",5.189,"B1","D6060-D6155",19.3,2.9,100,"P13","P124"
"45","D6062","20_c","P9","H12","P11","A1","P8","P10",5.396,"C1","D6060-D6155",18.5,3.7,100,"P13","P124"
