"","digest_id","round","dest_loc","dest_well","water_loc","water_well","tip1_loc","tip2_loc","quant","source_well","source_plate","uL_in","water","DNA","source_loc","pool"
"24","D6063","19_a","P9","H3","P11","A1","P8","P10",7.491,"D1","D6060-D6155",20,2.2,150,"P12","P121"
"25","D6065","19_a","P9","A4","P11","A1","P8","P10",7.429,"F1","D6060-D6155",20.2,2,150,"P12","P121"
"26","D6073","19_a","P9","B4","P11","A1","P8","P10",7.836,"F2","D6060-D6155",19.1,3.1,150,"P12","P121"
"27","D6078","19_a","P9","C4","P11","A1","P8","P10",7.185,"C3","D6060-D6155",20.9,1.3,150,"P12","P121"
"28","D6079","19_a","P9","D4","P11","A1","P8","P10",7.239,"D3","D6060-D6155",20.7,1.5,150,"P12","P121"
"29","D6087","19_a","P9","E4","P11","A1","P8","P10",6.89,"D4","D6060-D6155",21.8,0.4,150,"P12","P121"
"30","D6105","19_a","P9","F4","P11","A1","P8","P10",7.757,"F6","D6060-D6155",19.3,2.9,150,"P12","P121"
"31","D6106","19_a","P9","G4","P11","A1","P8","P10",8.573,"G6","D6060-D6155",17.5,4.7,150,"P12","P121"
"32","D6107","19_a","P9","H4","P11","A1","P8","P10",8.687,"H6","D6060-D6155",17.3,4.9,150,"P12","P121"
"33","D6108","19_a","P9","A5","P11","A1","P8","P10",6.805,"A7","D6060-D6155",22,0.2,150,"P12","P121"
"34","D6111","19_a","P9","B5","P11","A1","P8","P10",8.747,"D7","D6060-D6155",17.1,5.1,150,"P12","P121"
"35","D6125","19_a","P9","C5","P11","A1","P8","P10",7.66,"B9","D6060-D6155",19.6,2.6,150,"P12","P121"
"36","D6126","19_a","P9","D5","P11","A1","P8","P10",6.987,"C9","D6060-D6155",21.5,0.7,150,"P12","P121"
"37","D6133","19_a","P9","E5","P11","A1","P8","P10",7.256,"B10","D6060-D6155",20.7,1.5,150,"P12","P121"
"38","D6134","19_a","P9","F5","P11","A1","P8","P10",7.314,"C10","D6060-D6155",20.5,1.7,150,"P12","P121"
"39","D6137","19_a","P9","G5","P11","A1","P8","P10",7.213,"F10","D6060-D6155",20.8,1.4,150,"P12","P121"
"40","D6152","19_a","P9","H5","P11","A1","P8","P10",8.047,"E12","D6060-D6155",18.6,3.6,150,"P12","P121"
"41","D6153","19_a","P9","A6","P11","A1","P8","P10",7.022,"F12","D6060-D6155",21.4,0.8,150,"P12","P121"
"42","D6159","19_a","P9","B6","P11","A1","P8","P10",7.7,"D1","D6156-D6251",19.5,2.7,150,"P13","P121"
"43","D6213","19_a","P9","C6","P11","A1","P8","P10",8.895,"B8","D6156-D6251",16.9,5.3,150,"P13","P121"
"44","D6214","19_a","P9","D6","P11","A1","P8","P10",6.812,"C8","D6156-D6251",22,0.2,150,"P13","P121"
"45","D6227","19_a","P9","E6","P11","A1","P8","P10",7.616,"H9","D6156-D6251",19.7,2.5,150,"P13","P121"
