"","digest_id","round","dest_loc","dest_well","water_loc","water_well","tip1_loc","tip2_loc","quant","source_well","source_plate","uL_in","water","DNA","source_loc","pool"
"21","D3869","5_a","P9","E3","P11","A1","P8","P10",19.141,"B7","D3820-D3915",10.4,11.8,200,"P6","P93"
"22","D3870","5_a","P9","F3","P11","A1","P8","P10",9.169,"C7","D3820-D3915",21.8,0.4,200,"P6","P93"
"23","D3871","5_a","P9","G3","P11","A1","P8","P10",14.033,"D7","D3820-D3915",14.3,7.9,200,"P6","P93"
"24","D3872","5_a","P9","H3","P11","A1","P8","P10",11.574,"E7","D3820-D3915",17.3,4.9,200,"P6","P93"
"25","D3873","5_a","P9","A4","P11","A1","P8","P10",20.392,"F7","D3820-D3915",9.8,12.4,200,"P6","P93"
"26","D3876","5_a","P9","B4","P11","A1","P8","P10",62.312,"A8","D3820-D3915",3.2,19,200,"P6","P93"
"27","D3877","5_a","P9","C4","P11","A1","P8","P10",14.929,"B8","D3820-D3915",13.4,8.8,200,"P6","P93"
"28","D3878","5_a","P9","D4","P11","A1","P8","P10",58.265,"C8","D3820-D3915",3.4,18.8,200,"P6","P93"
"29","D3879","5_a","P9","E4","P11","A1","P8","P10",30.96,"D8","D3820-D3915",6.5,15.7,200,"P6","P93"
"30","D3881","5_a","P9","F4","P11","A1","P8","P10",43.086,"F8","D3820-D3915",4.6,17.6,200,"P6","P93"
"31","D3882","5_a","P9","G4","P11","A1","P8","P10",18.461,"G8","D3820-D3915",10.8,11.4,200,"P6","P93"
"32","D3883","5_a","P9","H4","P11","A1","P8","P10",37.221,"H8","D3820-D3915",5.4,16.8,200,"P6","P93"
"33","D3884","5_a","P9","A5","P11","A1","P8","P10",31.765,"A9","D3820-D3915",6.3,15.9,200,"P6","P93"
"34","D3885","5_a","P9","B5","P11","A1","P8","P10",26.714,"B9","D3820-D3915",7.5,14.7,200,"P6","P93"
"35","D3886","5_a","P9","C5","P11","A1","P8","P10",44.654,"C9","D3820-D3915",4.5,17.7,200,"P6","P93"
"36","D3887","5_a","P9","D5","P11","A1","P8","P10",42.829,"D9","D3820-D3915",4.7,17.5,200,"P6","P93"
"37","D3888","5_a","P9","E5","P11","A1","P8","P10",19.705,"E9","D3820-D3915",10.1,12.1,200,"P6","P93"
"38","D3889","5_a","P9","F5","P11","A1","P8","P10",12.393,"F9","D3820-D3915",16.1,6.1,200,"P6","P93"
"39","D3890","5_a","P9","G5","P11","A1","P8","P10",32.713,"G9","D3820-D3915",6.1,16.1,200,"P6","P93"
"40","D3891","5_a","P9","H5","P11","A1","P8","P10",29.096,"H9","D3820-D3915",6.9,15.3,200,"P6","P93"
"41","D3892","5_a","P9","A6","P11","A1","P8","P10",31.174,"A10","D3820-D3915",6.4,15.8,200,"P6","P93"
"42","D3893","5_a","P9","B6","P11","A1","P8","P10",11.482,"B10","D3820-D3915",17.4,4.8,200,"P6","P93"
"43","D3894","5_a","P9","C6","P11","A1","P8","P10",41.336,"C10","D3820-D3915",4.8,17.4,200,"P6","P93"
"44","D3895","5_a","P9","D6","P11","A1","P8","P10",9.811,"D10","D3820-D3915",20.4,1.8,200,"P6","P93"
"45","D3897","5_a","P9","E6","P11","A1","P8","P10",35.757,"F10","D3820-D3915",5.6,16.6,200,"P6","P93"
"46","D3898","5_a","P9","F6","P11","A1","P8","P10",13.691,"G10","D3820-D3915",14.6,7.6,200,"P6","P93"
"47","D3899","5_a","P9","G6","P11","A1","P8","P10",21.417,"H10","D3820-D3915",9.3,12.9,200,"P6","P93"
"48","D3900","5_a","P9","H6","P11","A1","P8","P10",48.954,"A11","D3820-D3915",4.1,18.1,200,"P6","P93"
"49","D4605","5_a","P9","A7","P11","A1","P8","P10",22.846,"G3","D4588-D4613",8.8,13.4,200,"P5","P94"
"50","D3901","5_a","P9","B7","P11","A1","P8","P10",21.933,"B11","D3820-D3915",9.1,13.1,200,"P6","P94"
"51","D3902","5_a","P9","C7","P11","A1","P8","P10",17.796,"C11","D3820-D3915",11.2,11,200,"P6","P94"
"52","D3903","5_a","P9","D7","P11","A1","P8","P10",34.741,"D11","D3820-D3915",5.8,16.4,200,"P6","P94"
"53","D3905","5_a","P9","E7","P11","A1","P8","P10",14.817,"F11","D3820-D3915",13.5,8.7,200,"P6","P94"
"54","D3906","5_a","P9","F7","P11","A1","P8","P10",17.317,"G11","D3820-D3915",11.5,10.7,200,"P6","P94"
"55","D3907","5_a","P9","G7","P11","A1","P8","P10",17.146,"H11","D3820-D3915",11.7,10.5,200,"P6","P94"
"56","D3908","5_a","P9","H7","P11","A1","P8","P10",21.891,"A12","D3820-D3915",9.1,13.1,200,"P6","P94"
"57","D3909","5_a","P9","A8","P11","A1","P8","P10",16.61,"B12","D3820-D3915",12,10.2,200,"P6","P94"
"58","D3910","5_a","P9","B8","P11","A1","P8","P10",20.612,"C12","D3820-D3915",9.7,12.5,200,"P6","P94"
"59","D3911","5_a","P9","C8","P11","A1","P8","P10",29.794,"D12","D3820-D3915",6.7,15.5,200,"P6","P94"
"60","D3912","5_a","P9","D8","P11","A1","P8","P10",54.22,"E12","D3820-D3915",3.7,18.5,200,"P6","P94"
"61","D3913","5_a","P9","E8","P11","A1","P8","P10",50.162,"F12","D3820-D3915",4,18.2,200,"P6","P94"
"62","D3914","5_a","P9","F8","P11","A1","P8","P10",25.341,"G12","D3820-D3915",7.9,14.3,200,"P6","P94"
"63","D3915","5_a","P9","G8","P11","A1","P8","P10",55.434,"H12","D3820-D3915",3.6,18.6,200,"P6","P94"
"64","D3916","5_a","P9","H8","P11","A1","P8","P10",28.999,"A1","D3916-D4011",6.9,15.3,200,"P7","P94"
"65","D3917","5_a","P9","A9","P11","A1","P8","P10",53.534,"B1","D3916-D4011",3.7,18.5,200,"P7","P94"
"66","D3918","5_a","P9","B9","P11","A1","P8","P10",11.592,"C1","D3916-D4011",17.3,4.9,200,"P7","P94"
"67","D3919","5_a","P9","C9","P11","A1","P8","P10",36.946,"D1","D3916-D4011",5.4,16.8,200,"P7","P94"
"68","D3920","5_a","P9","D9","P11","A1","P8","P10",52.862,"E1","D3916-D4011",3.8,18.4,200,"P7","P94"
"69","D3923","5_a","P9","E9","P11","A1","P8","P10",22.142,"H1","D3916-D4011",9,13.2,200,"P7","P94"
"70","D3924","5_a","P9","F9","P11","A1","P8","P10",23.655,"A2","D3916-D4011",8.5,13.7,200,"P7","P94"
"71","D3925","5_a","P9","G9","P11","A1","P8","P10",11.32,"B2","D3916-D4011",17.7,4.5,200,"P7","P94"
"72","D3926","5_a","P9","H9","P11","A1","P8","P10",26.555,"C2","D3916-D4011",7.5,14.7,200,"P7","P94"
"73","D3928","5_a","P9","A10","P11","A1","P8","P10",26.007,"E2","D3916-D4011",7.7,14.5,200,"P7","P94"
"74","D3929","5_a","P9","B10","P11","A1","P8","P10",17.361,"F2","D3916-D4011",11.5,10.7,200,"P7","P94"
"75","D3930","5_a","P9","C10","P11","A1","P8","P10",28.89,"G2","D3916-D4011",6.9,15.3,200,"P7","P94"
"76","D3931","5_a","P9","D10","P11","A1","P8","P10",28.132,"H2","D3916-D4011",7.1,15.1,200,"P7","P94"
"77","D3932","5_a","P9","E10","P11","A1","P8","P10",42.244,"A3","D3916-D4011",4.7,17.5,200,"P7","P94"
"78","D3933","5_a","P9","F10","P11","A1","P8","P10",90.649,"B3","D3916-D4011",2.2,20,200,"P7","P94"
"79","D3935","5_a","P9","G10","P11","A1","P8","P10",18.878,"D3","D3916-D4011",10.6,11.6,200,"P7","P94"
"80","D3936","5_a","P9","H10","P11","A1","P8","P10",10.465,"E3","D3916-D4011",19.1,3.1,200,"P7","P94"
"81","D3937","5_a","P9","A11","P11","A1","P8","P10",15.686,"F3","D3916-D4011",12.8,9.4,200,"P7","P94"
"82","D3940","5_a","P9","B11","P11","A1","P8","P10",82.726,"A4","D3916-D4011",2.4,19.8,200,"P7","P94"
"83","D3941","5_a","P9","C11","P11","A1","P8","P10",57.373,"B4","D3916-D4011",3.5,18.7,200,"P7","P94"
"84","D3942","5_a","P9","D11","P11","A1","P8","P10",29.663,"C4","D3916-D4011",6.7,15.5,200,"P7","P94"
"85","D3943","5_a","P9","E11","P11","A1","P8","P10",18.572,"D4","D3916-D4011",10.8,11.4,200,"P7","P94"
"86","D3945","5_a","P9","F11","P11","A1","P8","P10",13.705,"F4","D3916-D4011",14.6,7.6,200,"P7","P94"
"87","D3946","5_a","P9","G11","P11","A1","P8","P10",20.271,"G4","D3916-D4011",9.9,12.3,200,"P7","P94"
"88","D3947","5_a","P9","H11","P11","A1","P8","P10",28.144,"H4","D3916-D4011",7.1,15.1,200,"P7","P94"
"89","D3948","5_a","P9","A12","P11","A1","P8","P10",25.439,"A5","D3916-D4011",7.9,14.3,200,"P7","P94"
"90","D3949","5_a","P9","B12","P11","A1","P8","P10",17.874,"B5","D3916-D4011",11.2,11,200,"P7","P94"
"91","D3952","5_a","P9","C12","P11","A1","P8","P10",14.005,"E5","D3916-D4011",14.3,7.9,200,"P7","P94"
"92","D3958","5_a","P9","D12","P11","A1","P8","P10",17.533,"C6","D3916-D4011",11.4,10.8,200,"P7","P94"
"93","D3959","5_a","P9","E12","P11","A1","P8","P10",16.854,"D6","D3916-D4011",11.9,10.3,200,"P7","P94"
"94","D3960","5_a","P9","F12","P11","A1","P8","P10",11.175,"E6","D3916-D4011",17.9,4.3,200,"P7","P94"
"95","D3961","5_a","P9","G12","P11","A1","P8","P10",24.138,"F6","D3916-D4011",8.3,13.9,200,"P7","P94"
"96","D3962","5_a","P9","H12","P11","A1","P8","P10",35.419,"G6","D3916-D4011",5.6,16.6,200,"P7","P94"
