"","digest_id","round","dest_loc","dest_well","water_loc","water_well","tip1_loc","tip2_loc","quant","source_well","source_plate","uL_in","water","DNA","source_loc","pool"
"1","D4612","5_a","P9","A1","P11","A1","P8","P10",18.298,"A4","D4588-D4613",10.9,11.3,200,"P5","P93"
"2","D3845","5_a","P9","B1","P11","A1","P8","P10",47.039,"B4","D3820-D3915",4.3,17.9,200,"P6","P93"
"3","D3849","5_a","P9","C1","P11","A1","P8","P10",11.478,"F4","D3820-D3915",17.4,4.8,200,"P6","P93"
"4","D3850","5_a","P9","D1","P11","A1","P8","P10",22.313,"G4","D3820-D3915",9,13.2,200,"P6","P93"
"5","D3851","5_a","P9","E1","P11","A1","P8","P10",36.902,"H4","D3820-D3915",5.4,16.8,200,"P6","P93"
"6","D3852","5_a","P9","F1","P11","A1","P8","P10",64.562,"A5","D3820-D3915",3.1,19.1,200,"P6","P93"
"7","D3853","5_a","P9","G1","P11","A1","P8","P10",16.305,"B5","D3820-D3915",12.3,9.9,200,"P6","P93"
"8","D3854","5_a","P9","H1","P11","A1","P8","P10",10.829,"C5","D3820-D3915",18.5,3.7,200,"P6","P93"
"9","D3855","5_a","P9","A2","P11","A1","P8","P10",46.416,"D5","D3820-D3915",4.3,17.9,200,"P6","P93"
"10","D3856","5_a","P9","B2","P11","A1","P8","P10",35.506,"E5","D3820-D3915",5.6,16.6,200,"P6","P93"
"11","D3857","5_a","P9","C2","P11","A1","P8","P10",20.26,"F5","D3820-D3915",9.9,12.3,200,"P6","P93"
"12","D3858","5_a","P9","D2","P11","A1","P8","P10",32.419,"G5","D3820-D3915",6.2,16,200,"P6","P93"
"13","D3859","5_a","P9","E2","P11","A1","P8","P10",69.455,"H5","D3820-D3915",2.9,19.3,200,"P6","P93"
"14","D3860","5_a","P9","F2","P11","A1","P8","P10",38.754,"A6","D3820-D3915",5.2,17,200,"P6","P93"
"15","D3861","5_a","P9","G2","P11","A1","P8","P10",53.334,"B6","D3820-D3915",3.7,18.5,200,"P6","P93"
"16","D3862","5_a","P9","H2","P11","A1","P8","P10",17.216,"C6","D3820-D3915",11.6,10.6,200,"P6","P93"
"17","D3865","5_a","P9","A3","P11","A1","P8","P10",28.151,"F6","D3820-D3915",7.1,15.1,200,"P6","P93"
"18","D3866","5_a","P9","B3","P11","A1","P8","P10",20.769,"G6","D3820-D3915",9.6,12.6,200,"P6","P93"
"19","D3867","5_a","P9","C3","P11","A1","P8","P10",73.215,"H6","D3820-D3915",2.7,19.5,200,"P6","P93"
"20","D3868","5_a","P9","D3","P11","A1","P8","P10",31.773,"A7","D3820-D3915",6.3,15.9,200,"P6","P93"
