"","digest_id","round","dest_loc","dest_well","water_loc","water_well","tip1_loc","tip2_loc","quant","source_well","source_plate","uL_in","water","DNA","source_loc","pool"
"1","D5678","22_b","P9","C3","P11","A1","P8","P10",3.744,"C1","D5676-D5771",20,2.2,75,"P5","P127"
"2","D5680","22_b","P9","D3","P11","A1","P8","P10",3.45,"E1","D5676-D5771",21.7,0.5,75,"P5","P127"
"3","D5681","22_b","P9","E3","P11","A1","P8","P10",3.634,"F1","D5676-D5771",20.6,1.6,75,"P5","P127"
"4","D5682","22_b","P9","F3","P11","A1","P8","P10",3.413,"G1","D5676-D5771",22,0.2,75,"P5","P127"
"5","D5684","22_b","P9","G3","P11","A1","P8","P10",4.269,"A2","D5676-D5771",17.6,4.6,75,"P5","P127"
"6","D5693","22_b","P9","H3","P11","A1","P8","P10",4.256,"B3","D5676-D5771",17.6,4.6,75,"P5","P127"
"7","D5709","22_b","P9","A4","P11","A1","P8","P10",4.205,"B5","D5676-D5771",17.8,4.4,75,"P5","P127"
"8","D5717","22_b","P9","B4","P11","A1","P8","P10",3.85,"B6","D5676-D5771",19.5,2.7,75,"P5","P127"
"9","D5719","22_b","P9","C4","P11","A1","P8","P10",4.288,"D6","D5676-D5771",17.5,4.7,75,"P5","P127"
"10","D5723","22_b","P9","D4","P11","A1","P8","P10",4.298,"H6","D5676-D5771",17.4,4.8,75,"P5","P127"
"11","D5724","22_b","P9","E4","P11","A1","P8","P10",4.325,"A7","D5676-D5771",17.3,4.9,75,"P5","P127"
"12","D5725","22_b","P9","F4","P11","A1","P8","P10",3.711,"B7","D5676-D5771",20.2,2,75,"P5","P127"
"13","D5735","22_b","P9","G4","P11","A1","P8","P10",3.679,"D8","D5676-D5771",20.4,1.8,75,"P5","P127"
"14","D5829","22_b","P9","H4","P11","A1","P8","P10",3.639,"B8","D5772-D5867",20.6,1.6,75,"P6","P127"
"15","D5840","22_b","P9","A5","P11","A1","P8","P10",4.052,"E9","D5772-D5867",18.5,3.7,75,"P6","P127"
"16","D5869","22_b","P9","B5","P11","A1","P8","P10",4.035,"B1","D5868-D5963",18.6,3.6,75,"P7","P127"
"17","D5871","22_b","P9","C5","P11","A1","P8","P10",3.648,"D1","D5868-D5963",20.6,1.6,75,"P7","P127"
"18","D5877","22_b","P9","D5","P11","A1","P8","P10",3.861,"B2","D5868-D5963",19.4,2.8,75,"P7","P127"
"19","D5878","22_b","P9","E5","P11","A1","P8","P10",4.415,"C2","D5868-D5963",17,5.2,75,"P7","P127"
"20","D5882","22_b","P9","F5","P11","A1","P8","P10",3.806,"G2","D5868-D5963",19.7,2.5,75,"P7","P127"
"21","D5891","22_b","P9","G5","P11","A1","P8","P10",4.158,"H3","D5868-D5963",18,4.2,75,"P7","P127"
"22","D5904","22_b","P9","H5","P11","A1","P8","P10",3.462,"E5","D5868-D5963",21.7,0.5,75,"P7","P127"
"23","D5909","22_b","P9","A6","P11","A1","P8","P10",4.339,"B6","D5868-D5963",17.3,4.9,75,"P7","P127"
"24","D5910","22_b","P9","B6","P11","A1","P8","P10",3.617,"C6","D5868-D5963",20.7,1.5,75,"P7","P127"
"25","D5915","22_b","P9","C6","P11","A1","P8","P10",3.824,"H6","D5868-D5963",19.6,2.6,75,"P7","P127"
"26","D5918","22_b","P9","D6","P11","A1","P8","P10",4.411,"C7","D5868-D5963",17,5.2,75,"P7","P127"
"27","D5932","22_b","P9","E6","P11","A1","P8","P10",3.483,"A9","D5868-D5963",21.5,0.7,75,"P7","P127"
"28","D5933","22_b","P9","F6","P11","A1","P8","P10",4.054,"B9","D5868-D5963",18.5,3.7,75,"P7","P127"
"29","D5934","22_b","P9","G6","P11","A1","P8","P10",4.394,"C9","D5868-D5963",17.1,5.1,75,"P7","P127"
"30","D5939","22_b","P9","H6","P11","A1","P8","P10",3.896,"H9","D5868-D5963",19.3,2.9,75,"P7","P127"
"31","D3352","22_b","P9","A7","P11","A1","P8","P10",2.92,"E2","D3340-D3435",17.1,5.1,50,"P12","P128"
"32","D3355","22_b","P9","B7","P11","A1","P8","P10",3.263,"H2","D3340-D3435",15.3,6.9,50,"P12","P128"
"33","D3363","22_b","P9","C7","P11","A1","P8","P10",2.814,"H3","D3340-D3435",17.8,4.4,50,"P12","P128"
"34","D3370","22_b","P9","D7","P11","A1","P8","P10",3.275,"G4","D3340-D3435",15.3,6.9,50,"P12","P128"
"35","D3385","22_b","P9","E7","P11","A1","P8","P10",3.251,"F6","D3340-D3435",15.4,6.8,50,"P12","P128"
"36","D3399","22_b","P9","F7","P11","A1","P8","P10",2.616,"D8","D3340-D3435",19.1,3.1,50,"P12","P128"
"37","D3402","22_b","P9","G7","P11","A1","P8","P10",3.349,"G8","D3340-D3435",14.9,7.3,50,"P12","P128"
"38","D3403","22_b","P9","H7","P11","A1","P8","P10",2.818,"H8","D3340-D3435",17.7,4.5,50,"P12","P128"
"39","D3405","22_b","P9","A8","P11","A1","P8","P10",2.593,"B9","D3340-D3435",19.3,2.9,50,"P12","P128"
"40","D3449","22_b","P9","B8","P11","A1","P8","P10",2.689,"F2","D3436-D3531",18.6,3.6,50,"P13","P128"
"41","D3487","22_b","P9","C8","P11","A1","P8","P10",2.438,"D7","D3436-D3531",20.5,1.7,50,"P13","P128"
