"","digest_id","round","dest_loc","dest_well","water_loc","water_well","tip1_loc","tip2_loc","quant","source_well","source_plate","uL_in","water","DNA","source_loc","pool"
"1","D3361","21_b","P9","A7","P11","A1","P8","P10",3.95,"F3","D3340-D3435",19,3.2,75,"P13","P126"
"2","D3389","21_b","P9","B7","P11","A1","P8","P10",4.137,"B7","D3340-D3435",18.1,4.1,75,"P13","P126"
"3","D3390","21_b","P9","C7","P11","A1","P8","P10",4.46,"C7","D3340-D3435",16.8,5.4,75,"P13","P126"
"4","D3396","21_b","P9","D7","P11","A1","P8","P10",4.149,"A8","D3340-D3435",18.1,4.1,75,"P13","P126"
"5","D3397","21_b","P9","E7","P11","A1","P8","P10",3.571,"B8","D3340-D3435",21,1.2,75,"P13","P126"
"6","D3441","21_b","P9","F7","P11","A1","P8","P10",3.835,"F1","D3436-D3531",19.6,2.6,75,"P5","P126"
"7","D3476","21_b","P9","G7","P11","A1","P8","P10",3.715,"A6","D3436-D3531",20.2,2,75,"P5","P126"
"8","D3478","21_b","P9","H7","P11","A1","P8","P10",4.286,"C6","D3436-D3531",17.5,4.7,75,"P5","P126"
"9","D3528","21_b","P9","A8","P11","A1","P8","P10",4.089,"E12","D3436-D3531",18.3,3.9,75,"P5","P126"
"10","D3531","21_b","P9","B8","P11","A1","P8","P10",3.541,"H12","D3436-D3531",21.2,1,75,"P5","P126"
"11","D3569","21_b","P9","C8","P11","A1","P8","P10",3.959,"F5","D3532-D3627",18.9,3.3,75,"P6","P126"
"12","D3622","21_b","P9","D8","P11","A1","P8","P10",4.366,"C12","D3532-D3627",17.2,5,75,"P6","P126"
"13","D3679","21_b","P9","E8","P11","A1","P8","P10",4.247,"D7","D3628-D3723",17.7,4.5,75,"P7","P126"
"14","D3720","21_b","P9","F8","P11","A1","P8","P10",3.858,"E12","D3628-D3723",19.4,2.8,75,"P7","P126"
"15","D3722","21_b","P9","G8","P11","A1","P8","P10",4.041,"G12","D3628-D3723",18.6,3.6,75,"P7","P126"
