"","digest_id","round","dest_loc","dest_well","water_loc","water_well","tip1_loc","tip2_loc","quant","source_well","source_plate","uL_in","water","DNA","source_loc","pool"
"1","D4606","11_a","P9","A1","P11","A1","P8","P10",113.823,"A3","D4588-D4613",1.8,20.4,200,"P5","P105"
"2","D4570","11_a","P9","B1","P11","A1","P8","P10",11.631,"G10","D4492-D4587",17.2,5,200,"P6","P105"
"3","D4571","11_a","P9","C1","P11","A1","P8","P10",11.903,"H10","D4492-D4587",16.8,5.4,200,"P6","P105"
"4","D4575","11_a","P9","D1","P11","A1","P8","P10",12.488,"D11","D4492-D4587",16,6.2,200,"P6","P105"
"5","D4577","11_a","P9","E1","P11","A1","P8","P10",24.305,"F11","D4492-D4587",8.2,14,200,"P6","P105"
"6","D4580","11_a","P9","F1","P11","A1","P8","P10",15.1,"A12","D4492-D4587",13.2,9,200,"P6","P105"
"7","D4581","11_a","P9","G1","P11","A1","P8","P10",9.446,"B12","D4492-D4587",21.2,1,200,"P6","P105"
"8","D4582","11_a","P9","H1","P11","A1","P8","P10",13.708,"C12","D4492-D4587",14.6,7.6,200,"P6","P105"
"9","D4586","11_a","P9","A2","P11","A1","P8","P10",19.44,"G12","D4492-D4587",10.3,11.9,200,"P6","P105"
"10","D4653","11_a","P9","B2","P11","A1","P8","P10",45.8,"D7","D4614-D4697",4.4,17.8,200,"P7","P105"
"11","D4667","11_a","P9","C2","P11","A1","P8","P10",85.8,"B9","D4614-D4697",2.3,19.9,200,"P7","P105"
"12","D4668","11_a","P9","D2","P11","A1","P8","P10",112.8,"C9","D4614-D4697",1.8,20.4,200,"P7","P105"
"13","D4672","11_a","P9","E2","P11","A1","P8","P10",52.2,"G9","D4614-D4697",3.8,18.4,200,"P7","P105"
"14","D4676","11_a","P9","F2","P11","A1","P8","P10",88.2,"C10","D4614-D4697",2.3,19.9,200,"P7","P105"
"15","D4681","11_a","P9","G2","P11","A1","P8","P10",56.2,"H10","D4614-D4697",3.6,18.6,200,"P7","P105"
"16","D4689","11_a","P9","H2","P11","A1","P8","P10",48,"H11","D4614-D4697",4.2,18,200,"P7","P105"
"17","D4690","11_a","P9","A3","P11","A1","P8","P10",82.8,"A12","D4614-D4697",2.4,19.8,200,"P7","P105"
"18","D4702","11_a","P9","B3","P11","A1","P8","P10",23.2,"E1","D4698-D4793",8.6,13.6,200,"P12","P105"
"19","D4704","11_a","P9","C3","P11","A1","P8","P10",14.04,"G1","D4698-D4793",14.2,8,200,"P12","P105"
"20","D4707","11_a","P9","D3","P11","A1","P8","P10",19.94,"B2","D4698-D4793",10,12.2,200,"P12","P105"
"21","D4714","11_a","P9","E3","P11","A1","P8","P10",20.2,"A3","D4698-D4793",9.9,12.3,200,"P12","P105"
"22","D4715","11_a","P9","F3","P11","A1","P8","P10",12.92,"B3","D4698-D4793",15.5,6.7,200,"P12","P105"
"23","D4721","11_a","P9","G3","P11","A1","P8","P10",31.4,"H3","D4698-D4793",6.4,15.8,200,"P12","P105"
"24","D4724","11_a","P9","H3","P11","A1","P8","P10",19.78,"C4","D4698-D4793",10.1,12.1,200,"P12","P105"
"25","D4732","11_a","P9","A4","P11","A1","P8","P10",34.6,"C5","D4698-D4793",5.8,16.4,200,"P12","P105"
"26","D4733","11_a","P9","B4","P11","A1","P8","P10",39.2,"D5","D4698-D4793",5.1,17.1,200,"P12","P105"
"27","D4734","11_a","P9","C4","P11","A1","P8","P10",12.56,"E5","D4698-D4793",15.9,6.3,200,"P12","P105"
"28","D4741","11_a","P9","D4","P11","A1","P8","P10",15.14,"D6","D4698-D4793",13.2,9,200,"P12","P105"
"29","D4749","11_a","P9","E4","P11","A1","P8","P10",35,"D7","D4698-D4793",5.7,16.5,200,"P12","P105"
"30","D4752","11_a","P9","F4","P11","A1","P8","P10",28,"G7","D4698-D4793",7.1,15.1,200,"P12","P105"
"31","D4760","11_a","P9","G4","P11","A1","P8","P10",27.6,"G8","D4698-D4793",7.2,15,200,"P12","P105"
"32","D4771","11_a","P9","H4","P11","A1","P8","P10",19.48,"B10","D4698-D4793",10.3,11.9,200,"P12","P105"
"33","D4781","11_a","P9","A5","P11","A1","P8","P10",31.2,"D11","D4698-D4793",6.4,15.8,200,"P12","P105"
"34","D4783","11_a","P9","B5","P11","A1","P8","P10",43.4,"F11","D4698-D4793",4.6,17.6,200,"P12","P105"
"35","D4784","11_a","P9","C5","P11","A1","P8","P10",16.02,"G11","D4698-D4793",12.5,9.7,200,"P12","P105"
"36","D4785","11_a","P9","D5","P11","A1","P8","P10",29.6,"H11","D4698-D4793",6.8,15.4,200,"P12","P105"
"37","D4800","11_a","P9","E5","P11","A1","P8","P10",112,"G1","D4794-D4887",1.8,20.4,200,"P13","P105"
"38","D4839","11_a","P9","F5","P11","A1","P8","P10",102,"F6","D4794-D4887",2,20.2,200,"P13","P105"
"39","D4852","11_a","P9","G5","P11","A1","P8","P10",95.4,"C8","D4794-D4887",2.1,20.1,200,"P13","P105"
"40","D4883","11_a","P9","H5","P11","A1","P8","P10",78,"B12","D4794-D4887",2.6,19.6,200,"P13","P105"
