"","digest_id","round","dest_loc","dest_well","water_loc","water_well","tip1_loc","tip2_loc","quant","source_well","source_plate","uL_in","water","DNA","source_loc","pool"
"1","D4600","8_a","P9","A1","P11","A1","P8","P10",35.503,"C2","D4588-D4613",5.6,16.6,200,"P5","P99"
"2","D4220","8_a","P9","B1","P11","A1","P8","P10",48.088,"A3","D4204-D4299",4.2,18,200,"P6","P99"
"3","D4221","8_a","P9","C1","P11","A1","P8","P10",12.606,"B3","D4204-D4299",15.9,6.3,200,"P6","P99"
"4","D4222","8_a","P9","D1","P11","A1","P8","P10",38.823,"C3","D4204-D4299",5.2,17,200,"P6","P99"
"5","D4223","8_a","P9","E1","P11","A1","P8","P10",39.69,"D3","D4204-D4299",5,17.2,200,"P6","P99"
"6","D4224","8_a","P9","F1","P11","A1","P8","P10",93.39,"E3","D4204-D4299",2.1,20.1,200,"P6","P99"
"7","D4225","8_a","P9","G1","P11","A1","P8","P10",13.575,"F3","D4204-D4299",14.7,7.5,200,"P6","P99"
"8","D4226","8_a","P9","H1","P11","A1","P8","P10",49.642,"G3","D4204-D4299",4,18.2,200,"P6","P99"
"9","D4227","8_a","P9","A2","P11","A1","P8","P10",102.663,"H3","D4204-D4299",1.9,20.3,200,"P6","P99"
"10","D4228","8_a","P9","B2","P11","A1","P8","P10",60.816,"A4","D4204-D4299",3.3,18.9,200,"P6","P99"
"11","D4229","8_a","P9","C2","P11","A1","P8","P10",77.972,"B4","D4204-D4299",2.6,19.6,200,"P6","P99"
"12","D4231","8_a","P9","D2","P11","A1","P8","P10",22.524,"D4","D4204-D4299",8.9,13.3,200,"P6","P99"
"13","D4232","8_a","P9","E2","P11","A1","P8","P10",113.515,"E4","D4204-D4299",1.8,20.4,200,"P6","P99"
"14","D4233","8_a","P9","F2","P11","A1","P8","P10",86.633,"F4","D4204-D4299",2.3,19.9,200,"P6","P99"
"15","D4234","8_a","P9","G2","P11","A1","P8","P10",13.285,"G4","D4204-D4299",15.1,7.1,200,"P6","P99"
"16","D4235","8_a","P9","H2","P11","A1","P8","P10",15.917,"H4","D4204-D4299",12.6,9.6,200,"P6","P99"
"17","D4236","8_a","P9","A3","P11","A1","P8","P10",24.47,"A5","D4204-D4299",8.2,14,200,"P6","P99"
