"","digest_id","round","dest_loc","dest_well","water_loc","water_well","tip1_loc","tip2_loc","quant","source_well","source_plate","uL_in","water","DNA","source_loc","pool"
"1","D4914","11_b","P9","A6","P11","A1","P8","P10",15.791,"B12","D4888-D4946",12.7,9.5,200,"P5","P105"
"2","D4942","11_b","P9","B6","P11","A1","P8","P10",9.522,"G2","D4888-D4946",21,1.2,200,"P5","P105"
"3","D4953","11_b","P9","C6","P11","A1","P8","P10",28.947,"B11","D4947-D5028",6.9,15.3,200,"P6","P105"
"4","D4968","11_b","P9","D6","P11","A1","P8","P10",9.112,"C8","D4947-D5028",21.9,0.3,200,"P6","P105"
"5","D4996","11_b","P9","E6","P11","A1","P8","P10",35.368,"A4","D4947-D5028",5.7,16.5,200,"P6","P105"
"6","D5039","11_b","P9","F6","P11","A1","P8","P10",38.15,"C11","D5029-D5113",5.2,17,200,"P7","P105"
"7","D5045","11_b","P9","G6","P11","A1","P8","P10",32.253,"D11","D5029-D5113",6.2,16,200,"P7","P105"
"8","D5046","11_b","P9","H6","P11","A1","P8","P10",108.565,"B2","D5029-D5113",1.8,20.4,200,"P7","P105"
"9","D5051","11_b","P9","A7","P11","A1","P8","P10",10.907,"G11","D5029-D5113",18.3,3.9,200,"P7","P106"
"10","D5067","11_b","P9","B7","P11","A1","P8","P10",26.617,"A2","D5029-D5113",7.5,14.7,200,"P7","P106"
"11","D5136","11_b","P9","C7","P11","A1","P8","P10",43.086,"C1","D5114-D5161",4.6,17.6,200,"P12","P106"
"12","D5232","11_b","P9","D7","P11","A1","P8","P10",10.94,"E2","D5220-D5308",18.3,3.9,200,"P13","P106"
"13","D5233","11_b","P9","E7","P11","A1","P8","P10",17.86,"F2","D5220-D5308",11.2,11,200,"P13","P106"
"14","D5242","11_b","P9","F7","P11","A1","P8","P10",64.2,"G3","D5220-D5308",3.1,19.1,200,"P13","P106"
"15","D5243","11_b","P9","G7","P11","A1","P8","P10",72.8,"H3","D5220-D5308",2.7,19.5,200,"P13","P106"
"16","D5244","11_b","P9","H7","P11","A1","P8","P10",18.78,"A4","D5220-D5308",10.6,11.6,200,"P13","P106"
"17","D5245","11_b","P9","A8","P11","A1","P8","P10",29.4,"B4","D5220-D5308",6.8,15.4,200,"P13","P106"
"18","D5246","11_b","P9","B8","P11","A1","P8","P10",110,"C4","D5220-D5308",1.8,20.4,200,"P13","P106"
"19","D5247","11_b","P9","C8","P11","A1","P8","P10",68.6,"D4","D5220-D5308",2.9,19.3,200,"P13","P106"
"20","D5251","11_b","P9","D8","P11","A1","P8","P10",102,"H4","D5220-D5308",2,20.2,200,"P13","P106"
"21","D5252","11_b","P9","E8","P11","A1","P8","P10",19.08,"A5","D5220-D5308",10.5,11.7,200,"P13","P106"
"22","D5253","11_b","P9","F8","P11","A1","P8","P10",73.2,"B5","D5220-D5308",2.7,19.5,200,"P13","P106"
"23","D5254","11_b","P9","G8","P11","A1","P8","P10",11.5,"C5","D5220-D5308",17.4,4.8,200,"P13","P106"
"24","D5255","11_b","P9","H8","P11","A1","P8","P10",54.8,"D5","D5220-D5308",3.6,18.6,200,"P13","P106"
"25","D5256","11_b","P9","A9","P11","A1","P8","P10",22,"E5","D5220-D5308",9.1,13.1,200,"P13","P106"
"26","D5257","11_b","P9","B9","P11","A1","P8","P10",56.8,"F5","D5220-D5308",3.5,18.7,200,"P13","P106"
"27","D5258","11_b","P9","C9","P11","A1","P8","P10",17.16,"G5","D5220-D5308",11.7,10.5,200,"P13","P106"
"28","D5259","11_b","P9","D9","P11","A1","P8","P10",68.2,"H5","D5220-D5308",2.9,19.3,200,"P13","P106"
