"","digest_id","round","dest_loc","dest_well","water_loc","water_well","tip1_loc","tip2_loc","quant","source_well","source_plate","uL_in","water","DNA","source_loc","pool"
"1","D4592","1_a","P9","A1","P11","A1","P8","P10",9.127,"F1","D4588-D4613",21.9,0.3,200,"P5","P85"
"2","D3340","1_a","P9","B1","P11","A1","P8","P10",20.509,"A1","D3340-D3435",9.8,12.4,200,"P6","P85"
"3","D3341","1_a","P9","C1","P11","A1","P8","P10",61.007,"B1","D3340-D3435",3.3,18.9,200,"P6","P85"
"4","D3342","1_a","P9","D1","P11","A1","P8","P10",62.705,"C1","D3340-D3435",3.2,19,200,"P6","P85"
"5","D3343","1_a","P9","E1","P11","A1","P8","P10",72.343,"D1","D3340-D3435",2.8,19.4,200,"P6","P85"
"6","D3344","1_a","P9","F1","P11","A1","P8","P10",26.274,"E1","D3340-D3435",7.6,14.6,200,"P6","P85"
"7","D3345","1_a","P9","G1","P11","A1","P8","P10",10.674,"F1","D3340-D3435",18.7,3.5,200,"P6","P85"
"8","D3346","1_a","P9","H1","P11","A1","P8","P10",36.367,"G1","D3340-D3435",5.5,16.7,200,"P6","P85"
"9","D3348","1_a","P9","A2","P11","A1","P8","P10",21.639,"A2","D3340-D3435",9.2,13,200,"P6","P85"
"10","D3349","1_a","P9","B2","P11","A1","P8","P10",18.785,"B2","D3340-D3435",10.6,11.6,200,"P6","P85"
"11","D3350","1_a","P9","C2","P11","A1","P8","P10",15.994,"C2","D3340-D3435",12.5,9.7,200,"P6","P85"
"12","D3353","1_a","P9","D2","P11","A1","P8","P10",17.526,"F2","D3340-D3435",11.4,10.8,200,"P6","P85"
"13","D3354","1_a","P9","E2","P11","A1","P8","P10",9.251,"G2","D3340-D3435",21.6,0.6,200,"P6","P85"
"14","D3356","1_a","P9","F2","P11","A1","P8","P10",51.078,"A3","D3340-D3435",3.9,18.3,200,"P6","P85"
"15","D3357","1_a","P9","G2","P11","A1","P8","P10",15.526,"B3","D3340-D3435",12.9,9.3,200,"P6","P85"
"16","D3359","1_a","P9","H2","P11","A1","P8","P10",20.98,"D3","D3340-D3435",9.5,12.7,200,"P6","P85"
"17","D3360","1_a","P9","A3","P11","A1","P8","P10",22.276,"E3","D3340-D3435",9,13.2,200,"P6","P85"
"18","D3362","1_a","P9","B3","P11","A1","P8","P10",9.728,"G3","D3340-D3435",20.6,1.6,200,"P6","P85"
"19","D3364","1_a","P9","C3","P11","A1","P8","P10",21.255,"A4","D3340-D3435",9.4,12.8,200,"P6","P85"
"20","D3365","1_a","P9","D3","P11","A1","P8","P10",30.115,"B4","D3340-D3435",6.6,15.6,200,"P6","P85"
