"","digest_id","round","dest_loc","dest_well","water_loc","water_well","tip1_loc","tip2_loc","quant","source_well","source_plate","uL_in","water","DNA","source_loc","pool"
"1","D6325","17_a","P9","A1","P11","A1","P8","P10",16.446,"B10","D6252-D6347",12.2,10,200,"P5","P117"
"2","D6327","17_a","P9","B1","P11","A1","P8","P10",17.389,"D10","D6252-D6347",11.5,10.7,200,"P5","P117"
"3","D6329","17_a","P9","C1","P11","A1","P8","P10",14.065,"F10","D6252-D6347",14.2,8,200,"P5","P117"
"4","D6330","17_a","P9","D1","P11","A1","P8","P10",16.093,"G10","D6252-D6347",12.4,9.8,200,"P5","P117"
"5","D6331","17_a","P9","E1","P11","A1","P8","P10",29.762,"H10","D6252-D6347",6.7,15.5,200,"P5","P117"
"6","D6332","17_a","P9","F1","P11","A1","P8","P10",16.187,"A11","D6252-D6347",12.4,9.8,200,"P5","P117"
"7","D6333","17_a","P9","G1","P11","A1","P8","P10",10.64,"B11","D6252-D6347",18.8,3.4,200,"P5","P117"
"8","D6334","17_a","P9","H1","P11","A1","P8","P10",17.58,"C11","D6252-D6347",11.4,10.8,200,"P5","P117"
"9","D6335","17_a","P9","A2","P11","A1","P8","P10",17.374,"D11","D6252-D6347",11.5,10.7,200,"P5","P117"
"10","D6336","17_a","P9","B2","P11","A1","P8","P10",33.354,"E11","D6252-D6347",6,16.2,200,"P5","P117"
"11","D6337","17_a","P9","C2","P11","A1","P8","P10",25.186,"F11","D6252-D6347",7.9,14.3,200,"P5","P117"
"12","D6338","17_a","P9","D2","P11","A1","P8","P10",37.983,"G11","D6252-D6347",5.3,16.9,200,"P5","P117"
"13","D6339","17_a","P9","E2","P11","A1","P8","P10",49.117,"H11","D6252-D6347",4.1,18.1,200,"P5","P117"
"14","D6340","17_a","P9","F2","P11","A1","P8","P10",82.419,"A12","D6252-D6347",2.4,19.8,200,"P5","P117"
"15","D6341","17_a","P9","G2","P11","A1","P8","P10",23.733,"B12","D6252-D6347",8.4,13.8,200,"P5","P117"
"16","D6343","17_a","P9","H2","P11","A1","P8","P10",21.832,"D12","D6252-D6347",9.2,13,200,"P5","P117"
