"","digest_id","round","dest_loc","dest_well","water_loc","water_well","tip1_loc","tip2_loc","quant","source_well","source_plate","uL_in","water","DNA","source_loc","pool"
"30","D4125","7_a","P9","F4","P11","A1","P8","P10",10.554,"B3","D4108-D4203",19,3.2,200,"P7","P97"
"31","D4126","7_a","P9","G4","P11","A1","P8","P10",9.424,"C3","D4108-D4203",21.2,1,200,"P7","P97"
"32","D4128","7_a","P9","H4","P11","A1","P8","P10",24.973,"E3","D4108-D4203",8,14.2,200,"P7","P97"
"33","D4129","7_a","P9","A5","P11","A1","P8","P10",15.149,"F3","D4108-D4203",13.2,9,200,"P7","P97"
"34","D4132","7_a","P9","B5","P11","A1","P8","P10",73.859,"A4","D4108-D4203",2.7,19.5,200,"P7","P97"
"35","D4133","7_a","P9","C5","P11","A1","P8","P10",11.153,"B4","D4108-D4203",17.9,4.3,200,"P7","P97"
"36","D4136","7_a","P9","D5","P11","A1","P8","P10",14.154,"E4","D4108-D4203",14.1,8.1,200,"P7","P97"
"37","D4139","7_a","P9","E5","P11","A1","P8","P10",52.183,"H4","D4108-D4203",3.8,18.4,200,"P7","P97"
"38","D4140","7_a","P9","F5","P11","A1","P8","P10",27.646,"A5","D4108-D4203",7.2,15,200,"P7","P97"
"39","D4141","7_a","P9","G5","P11","A1","P8","P10",11.401,"B5","D4108-D4203",17.5,4.7,200,"P7","P97"
"40","D4142","7_a","P9","H5","P11","A1","P8","P10",10.954,"C5","D4108-D4203",18.3,3.9,200,"P7","P97"
"41","D4144","7_a","P9","A6","P11","A1","P8","P10",14.538,"E5","D4108-D4203",13.8,8.4,200,"P7","P97"
"42","D4145","7_a","P9","B6","P11","A1","P8","P10",13.922,"F5","D4108-D4203",14.4,7.8,200,"P7","P97"
"43","D4146","7_a","P9","C6","P11","A1","P8","P10",33.322,"G5","D4108-D4203",6,16.2,200,"P7","P97"
"44","D4147","7_a","P9","D6","P11","A1","P8","P10",22.641,"H5","D4108-D4203",8.8,13.4,200,"P7","P97"
"45","D4150","7_a","P9","E6","P11","A1","P8","P10",45.704,"C6","D4108-D4203",4.4,17.8,200,"P7","P97"
"46","D4151","7_a","P9","F6","P11","A1","P8","P10",61.841,"D6","D4108-D4203",3.2,19,200,"P7","P97"
"47","D4153","7_a","P9","G6","P11","A1","P8","P10",31.031,"F6","D4108-D4203",6.4,15.8,200,"P7","P97"
"48","D4154","7_a","P9","H6","P11","A1","P8","P10",14.598,"G6","D4108-D4203",13.7,8.5,200,"P7","P97"
"49","D4608","7_a","P9","A7","P11","A1","P8","P10",34.088,"F3","D4588-D4613",5.9,16.3,200,"P5","P98"
"50","D4155","7_a","P9","B7","P11","A1","P8","P10",84.32,"H6","D4108-D4203",2.4,19.8,200,"P7","P98"
"51","D4156","7_a","P9","C7","P11","A1","P8","P10",61.53,"A7","D4108-D4203",3.3,18.9,200,"P7","P98"
"52","D4157","7_a","P9","D7","P11","A1","P8","P10",82.506,"B7","D4108-D4203",2.4,19.8,200,"P7","P98"
"53","D4158","7_a","P9","E7","P11","A1","P8","P10",24.865,"C7","D4108-D4203",8,14.2,200,"P7","P98"
"54","D4159","7_a","P9","F7","P11","A1","P8","P10",16.853,"D7","D4108-D4203",11.9,10.3,200,"P7","P98"
"55","D4160","7_a","P9","G7","P11","A1","P8","P10",11.585,"E7","D4108-D4203",17.3,4.9,200,"P7","P98"
"56","D4161","7_a","P9","H7","P11","A1","P8","P10",9.349,"F7","D4108-D4203",21.4,0.8,200,"P7","P98"
"57","D4162","7_a","P9","A8","P11","A1","P8","P10",30.186,"G7","D4108-D4203",6.6,15.6,200,"P7","P98"
"58","D4163","7_a","P9","B8","P11","A1","P8","P10",9.494,"H7","D4108-D4203",21.1,1.1,200,"P7","P98"
"59","D4164","7_a","P9","C8","P11","A1","P8","P10",71.597,"A8","D4108-D4203",2.8,19.4,200,"P7","P98"
"60","D4165","7_a","P9","D8","P11","A1","P8","P10",11.683,"B8","D4108-D4203",17.1,5.1,200,"P7","P98"
"61","D4166","7_a","P9","E8","P11","A1","P8","P10",28.067,"C8","D4108-D4203",7.1,15.1,200,"P7","P98"
"62","D4167","7_a","P9","F8","P11","A1","P8","P10",10.643,"D8","D4108-D4203",18.8,3.4,200,"P7","P98"
"63","D4169","7_a","P9","G8","P11","A1","P8","P10",28.376,"F8","D4108-D4203",7,15.2,200,"P7","P98"
"64","D4170","7_a","P9","H8","P11","A1","P8","P10",27.163,"G8","D4108-D4203",7.4,14.8,200,"P7","P98"
"65","D4171","7_a","P9","A9","P11","A1","P8","P10",12.016,"H8","D4108-D4203",16.6,5.6,200,"P7","P98"
"66","D4173","7_a","P9","B9","P11","A1","P8","P10",32.224,"B9","D4108-D4203",6.2,16,200,"P7","P98"
"67","D4174","7_a","P9","C9","P11","A1","P8","P10",30.175,"C9","D4108-D4203",6.6,15.6,200,"P7","P98"
"68","D4175","7_a","P9","D9","P11","A1","P8","P10",35.235,"D9","D4108-D4203",5.7,16.5,200,"P7","P98"
"69","D4176","7_a","P9","E9","P11","A1","P8","P10",65.715,"E9","D4108-D4203",3,19.2,200,"P7","P98"
"70","D4177","7_a","P9","F9","P11","A1","P8","P10",9.679,"F9","D4108-D4203",20.7,1.5,200,"P7","P98"
"71","D4178","7_a","P9","G9","P11","A1","P8","P10",16.679,"G9","D4108-D4203",12,10.2,200,"P7","P98"
"72","D4179","7_a","P9","H9","P11","A1","P8","P10",60.889,"H9","D4108-D4203",3.3,18.9,200,"P7","P98"
"73","D4180","7_a","P9","A10","P11","A1","P8","P10",22.264,"A10","D4108-D4203",9,13.2,200,"P7","P98"
"74","D4181","7_a","P9","B10","P11","A1","P8","P10",9.844,"B10","D4108-D4203",20.3,1.9,200,"P7","P98"
"75","D4183","7_a","P9","C10","P11","A1","P8","P10",10.205,"D10","D4108-D4203",19.6,2.6,200,"P7","P98"
"76","D4184","7_a","P9","D10","P11","A1","P8","P10",48.106,"E10","D4108-D4203",4.2,18,200,"P7","P98"
"77","D4188","7_a","P9","E10","P11","A1","P8","P10",62.172,"A11","D4108-D4203",3.2,19,200,"P7","P98"
"78","D4189","7_a","P9","F10","P11","A1","P8","P10",24.848,"B11","D4108-D4203",8,14.2,200,"P7","P98"
"79","D4190","7_a","P9","G10","P11","A1","P8","P10",16.046,"C11","D4108-D4203",12.5,9.7,200,"P7","P98"
"80","D4192","7_a","P9","H10","P11","A1","P8","P10",16.535,"E11","D4108-D4203",12.1,10.1,200,"P7","P98"
"81","D4196","7_a","P9","A11","P11","A1","P8","P10",35.041,"A12","D4108-D4203",5.7,16.5,200,"P7","P98"
"82","D4197","7_a","P9","B11","P11","A1","P8","P10",10.173,"B12","D4108-D4203",19.7,2.5,200,"P7","P98"
"83","D4198","7_a","P9","C11","P11","A1","P8","P10",14.031,"C12","D4108-D4203",14.3,7.9,200,"P7","P98"
"84","D4204","7_a","P9","D11","P11","A1","P8","P10",16.547,"A1","D4204-D4299",12.1,10.1,200,"P12","P98"
"85","D4205","7_a","P9","E11","P11","A1","P8","P10",32.22,"B1","D4204-D4299",6.2,16,200,"P12","P98"
"86","D4206","7_a","P9","F11","P11","A1","P8","P10",39.197,"C1","D4204-D4299",5.1,17.1,200,"P12","P98"
"87","D4207","7_a","P9","G11","P11","A1","P8","P10",13.025,"D1","D4204-D4299",15.4,6.8,200,"P12","P98"
"88","D4208","7_a","P9","H11","P11","A1","P8","P10",33.595,"E1","D4204-D4299",6,16.2,200,"P12","P98"
"89","D4210","7_a","P9","A12","P11","A1","P8","P10",41.068,"G1","D4204-D4299",4.9,17.3,200,"P12","P98"
"90","D4211","7_a","P9","B12","P11","A1","P8","P10",18.588,"H1","D4204-D4299",10.8,11.4,200,"P12","P98"
"91","D4212","7_a","P9","C12","P11","A1","P8","P10",22.968,"A2","D4204-D4299",8.7,13.5,200,"P12","P98"
"92","D4213","7_a","P9","D12","P11","A1","P8","P10",26.708,"B2","D4204-D4299",7.5,14.7,200,"P12","P98"
"93","D4214","7_a","P9","E12","P11","A1","P8","P10",27.958,"C2","D4204-D4299",7.2,15,200,"P12","P98"
"94","D4216","7_a","P9","F12","P11","A1","P8","P10",107.59,"E2","D4204-D4299",1.9,20.3,200,"P12","P98"
"95","D4217","7_a","P9","G12","P11","A1","P8","P10",34.164,"F2","D4204-D4299",5.9,16.3,200,"P12","P98"
"96","D4218","7_a","P9","H12","P11","A1","P8","P10",94.417,"G2","D4204-D4299",2.1,20.1,200,"P12","P98"
