"","digest_id","round","dest_loc","dest_well","water_loc","water_well","tip1_loc","tip2_loc","quant","source_well","source_plate","uL_in","water","DNA","source_loc","pool"
"1","D3775","21_c","P9","H8","P11","A1","P8","P10",4.247,"D7","D3724-D3819",17.7,4.5,75,"P12","P126"
"2","D3816","21_c","P9","A9","P11","A1","P8","P10",3.858,"E12","D3724-D3819",19.4,2.8,75,"P12","P126"
"3","D3818","21_c","P9","B9","P11","A1","P8","P10",4.041,"G12","D3724-D3819",18.6,3.6,75,"P12","P126"
"4","D3826","21_c","P9","C9","P11","A1","P8","P10",4.266,"G1","D3820-D3915",17.6,4.6,75,"P13","P126"
"5","D3846","21_c","P9","D9","P11","A1","P8","P10",4.208,"C4","D3820-D3915",17.8,4.4,75,"P13","P126"
"6","D3875","21_c","P9","E9","P11","A1","P8","P10",4.319,"H7","D3820-D3915",17.4,4.8,75,"P13","P126"
"7","D3896","21_c","P9","F9","P11","A1","P8","P10",4.34,"E10","D3820-D3915",17.3,4.9,75,"P13","P126"
"8","D3904","21_c","P9","G9","P11","A1","P8","P10",4.34,"E11","D3820-D3915",17.3,4.9,75,"P13","P126"
"9","D3939","21_c","P9","H9","P11","A1","P8","P10",4.459,"H3","D3916-D4011",16.8,5.4,75,"P5","P126"
"10","D3954","21_c","P9","A10","P11","A1","P8","P10",3.738,"G5","D3916-D4011",20.1,2.1,75,"P5","P126"
"11","D3975","21_c","P9","B10","P11","A1","P8","P10",3.652,"D8","D3916-D4011",20.5,1.7,75,"P5","P126"
"12","D4015","21_c","P9","C10","P11","A1","P8","P10",3.441,"D1","D4012-D4107",21.8,0.4,75,"P6","P126"
"13","D4016","21_c","P9","D10","P11","A1","P8","P10",4.344,"E1","D4012-D4107",17.3,4.9,75,"P6","P126"
"14","D4019","21_c","P9","E10","P11","A1","P8","P10",3.88,"H1","D4012-D4107",19.3,2.9,75,"P6","P126"
"15","D4021","21_c","P9","F10","P11","A1","P8","P10",4.507,"B2","D4012-D4107",16.6,5.6,75,"P6","P126"
"16","D4036","21_c","P9","G10","P11","A1","P8","P10",3.767,"A4","D4012-D4107",19.9,2.3,75,"P6","P126"
"17","D4038","21_c","P9","H10","P11","A1","P8","P10",3.97,"C4","D4012-D4107",18.9,3.3,75,"P6","P126"
"18","D4062","21_c","P9","A11","P11","A1","P8","P10",4.389,"C7","D4012-D4107",17.1,5.1,75,"P6","P126"
"19","D4077","21_c","P9","B11","P11","A1","P8","P10",3.739,"B9","D4012-D4107",20.1,2.1,75,"P6","P126"
