"","digest_id","round","dest_loc","dest_well","water_loc","water_well","tip1_loc","tip2_loc","quant","source_well","source_plate","uL_in","water","DNA","source_loc","pool"
"1","D5297","12_a","P9","A1","P11","A1","P8","P10",34.4,"F10","D5220-D5308",5.8,16.4,200,"P5","P107"
"2","D5298","12_a","P9","B1","P11","A1","P8","P10",20.8,"G10","D5220-D5308",9.6,12.6,200,"P5","P107"
"3","D5299","12_a","P9","C1","P11","A1","P8","P10",48.4,"H10","D5220-D5308",4.1,18.1,200,"P5","P107"
"4","D5300","12_a","P9","D1","P11","A1","P8","P10",10.6,"A11","D5220-D5308",18.9,3.3,200,"P5","P107"
"5","D5301","12_a","P9","E1","P11","A1","P8","P10",19.46,"B11","D5220-D5308",10.3,11.9,200,"P5","P107"
"6","D5302","12_a","P9","F1","P11","A1","P8","P10",12.9,"C11","D5220-D5308",15.5,6.7,200,"P5","P107"
"7","D5303","12_a","P9","G1","P11","A1","P8","P10",20.2,"D11","D5220-D5308",9.9,12.3,200,"P5","P107"
"8","D5304","12_a","P9","H1","P11","A1","P8","P10",12.44,"E11","D5220-D5308",16.1,6.1,200,"P5","P107"
"9","D5305","12_a","P9","A2","P11","A1","P8","P10",16.54,"F11","D5220-D5308",12.1,10.1,200,"P5","P107"
"10","D5306","12_a","P9","B2","P11","A1","P8","P10",15.86,"G11","D5220-D5308",12.6,9.6,200,"P5","P107"
"11","D5307","12_a","P9","C2","P11","A1","P8","P10",26.4,"H11","D5220-D5308",7.6,14.6,200,"P5","P107"
"12","D5308","12_a","P9","D2","P11","A1","P8","P10",30.2,"A12","D5220-D5308",6.6,15.6,200,"P5","P107"
"13","D5502","12_a","P9","E2","P11","A1","P8","P10",11.523,"B1","D5501-D5580",17.4,4.8,200,"P6","P107"
"14","D5508","12_a","P9","F2","P11","A1","P8","P10",17.853,"A2","D5501-D5580",11.2,11,200,"P6","P107"
"15","D5509","12_a","P9","G2","P11","A1","P8","P10",10.512,"B2","D5501-D5580",19,3.2,200,"P6","P107"
