First ID,Loci typed,Second ID,Loci typed,Matching loci,Mismatching loci,pID,pIDsib,Status
L0277,809,L2415,807,745,62, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0285,809,L2563,809,805,4, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0291,806,L2533,806,728,75, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0311,808,L1766,808,799,9, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0315,809,L2269,808,781,27, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0316,809,L2434,809,796,13, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0327,809,L2436,809,792,17, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0340,809,L2437,809,806,3, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0341,809,L2319,809,801,8, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0344,809,L0691,809,747,62, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0346,809,L2368,809,802,7, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0372,809,L2226,807,778,29, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0373,809,L2481,809,808,1, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0379,809,L2373,808,773,35, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0388,809,L2372,808,790,18, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0390,808,L2273,802,733,69, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0391,809,L2375,809,787,22, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0395,809,L2476,809,793,16, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0400,804,L2410,806,754,47, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0410,809,L2431,808,793,15, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0416,809,L2569,809,798,11, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0417,809,L2570,809,801,8, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0420,808,L2571,809,788,20, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0424,808,L0722,809,805,3, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0434,809,L1739,809,787,22, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0434,809,L2676,809,783,26, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0443,809,L0945,809,783,26, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0443,809,L2815,809,776,33, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0464,801,L2404,809,724,77, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0465,800,L1733,809,741,59, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0485,808,L0893,809,772,36, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0485,808,L2292,807,730,76, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0594,797,L2952,809,716,81, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0601,808,L2848,809,766,42, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0631,798,L2862,809,758,40, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0653,808,L2752,808,788,20, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0655,807,L2268,806,764,40, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0658,809,L0923,809,796,13, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0670,809,L0726,809,803,6, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0677,809,L0730,809,756,53, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0677,809,L2607,808,771,37, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0678,809,L1742,809,797,12, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0683,809,L1013,809,794,15, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0690,809,L2318,809,783,26, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0696,809,L0712,809,782,27, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0700,809,L2745,809,750,59, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0702,809,L2779,809,801,8, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0705,808,L2919,809,781,27, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0708,809,L2828,809,790,19, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0713,809,L2634,804,761,43, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0719,809,L2238,808,763,45, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0719,809,L2554,808,790,18, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0720,809,L2823,809,801,8, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0721,809,L2463,809,798,11, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0723,809,L1098,809,790,19, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0724,809,L2589,804,759,45, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0727,809,L2612,809,804,5, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0728,808,L1621,808,804,4, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0739,809,L2927,809,802,7, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0740,809,L2992,804,768,36, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0750,809,L2599,809,787,22, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0751,809,L3043,806,788,18, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0752,809,L2606,809,805,4, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0759,809,L2991,805,783,22, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0760,809,L3047,808,795,13, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0761,808,L2753,804,745,58, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0771,809,L2615,809,797,12, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0780,809,L3080,809,791,18, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0783,809,L2780,809,732,77, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0785,809,L2949,809,734,75, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0788,809,L3085,808,776,32, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0798,809,L2907,809,790,19, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0802,809,L2812,806,768,38, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0803,808,L2913,809,764,44, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0804,809,L2781,809,797,12, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0820,808,L2802,807,768,38, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0827,809,L2939,809,763,46, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0884,809,L2253,809,763,46, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0884,809,L2756,809,766,43, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
L0893,809,L2292,807,746,61, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
