First ID,Loci typed,Second ID,Loci typed,Matching loci,Mismatching loci,pID,pIDsib,Status
APCL_12022L1733,1056,APCL_13018L0465,1016,967,46, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12095L1763,1043,APCL_13203L1173,678,620,53, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12105L1766,1050,APCL_13278L0311,1058,1023,25, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_12116L1773,1050,APCL_13277L0310,681,615,61, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13002L0448,805,APCL_13003L1673,1059,731,73, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13003L0449,700,APCL_13426L1674,1059,640,59, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13005L0455,738,APCL_13461L1676,1060,674,64, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13005L1675,1060,APCL_13426L0450,640,574,66, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13027L0485,1046,APCL_14017L0893,1053,1003,36, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13032L1025,822,APCL_13032L1591,1057,759,60, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13033L1026,849,APCL_13033L1592,1052,770,71, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13034L1027,917,APCL_13034L1639,1053,862,49, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13035L1028,919,APCL_13035L1640,1055,832,83, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13036L1029,703,APCL_13036L1593,1055,642,57, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13038L1030,688,APCL_13038L1594,1048,578,100, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13040L0413,1056,APCL_14009L0687,1041,943,95, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13047L1031,904,APCL_13047L1595,1052,831,66, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13048L0881,850,APCL_13048L1032,908,647,78, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13048L0881,850,APCL_13050L1597,1052,789,58, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13048L1032,908,APCL_13050L1597,1052,844,56, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13048L1596,1057,APCL_14303L0595,900,855,44, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13050L1033,854,APCL_13051L1598,1057,795,56, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13053L1036,862,APCL_13054L1601,1055,772,85, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13054L1037,747,APCL_13055L1602,1055,680,63, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13055L1038,822,APCL_13056L1603,1055,764,53, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13056L1039,812,APCL_13398L1604,1060,760,52, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13057L1040,1040,APCL_13057L1718,1057,1010,29, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13063L1045,770,APCL_13065L1609,1055,718,48, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13064L1046,725,APCL_13064L1642,1054,648,73, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13065L1047,684,APCL_13068L1610,1059,623,60, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13067L1049,676,APCL_13071L1645,1052,621,50, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13068L1050,882,APCL_13070L1611,1059,824,57, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13070L1051,639,APCL_13072L1612,1034,562,59, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13071L1052,796,APCL_13075L1646,1055,746,45, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13072L1053,775,APCL_13080L1613,1057,724,50, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13077L1056,642,APCL_13078L1649,1049,575,59, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13078L1057,918,APCL_13079L1650,1051,853,58, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13079L1058,824,APCL_13357L1651,1057,780,41, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13080L1059,860,APCL_13083L1614,1056,789,67, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13082L1060,897,APCL_13082L1688,907,695,72, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13083L1061,815,APCL_13089L1615,1045,717,86, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13084L1062,692,APCL_13085L1653,1052,626,61, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13085L1063,847,APCL_13086L1654,1056,789,54, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13087L0423,1048,APCL_13087L1719,1055,1010,33, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13089L0424,1059,APCL_14006L0722,1058,1045,12, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13089L0424,1059,APCL_14006L1738,1052,1015,36, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13090L0425,1056,APCL_13101L0427,1056,1056,0, 1.29753554796760E-0609, 1.93113930038847E-0232,Exact match
APCL_13091L1065,848,APCL_14097L1233,1058,796,50, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
APCL_13092L1066,711,APCL_13097L1657,1054,661,46, 0.00000000000000E+0000, 0.00000000000000E+0000,Fuzzy match
