Offspring ID,Loci typed,First candidate ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Second candidate ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio top LOD,Trio confidence
APCL_13028L0486,1015,APCL_14014L0984,947,909,6, 2.49474994435197E+0002, 2.49474994435197E+0002,*,APCL_14158L0909,853,816,32,-2.72108364758703E+0002,-2.72108364758703E+0002,+,956,52,-9.11084175378979E+0001,-9.11084175378979E+0001,*,
APCL_13028L1208,0
APCL_13029L1256,0
APCL_13031L0410,1057,
APCL_13032L1025,822,APCL_13196L1169,448,320,41,-2.44571667139870E+0002,-2.44571667139870E+0002,*,APCL_14158L0909,853,669,19,-1.77331533152603E+0002,-1.77331533152603E+0002,*,724,85,-5.40691516540710E+0002,-5.40691516540710E+0002,-,
APCL_13032L1591,1057,APCL_13196L1169,448,447,53,-3.07898058585712E+0002, 0.00000000000000E+0000,,APCL_14158L0909,853,850,20,-1.96689809351929E+0002,-1.96689809351929E+0002,*,932,111,-6.80200005622835E+0002,-6.80200005622835E+0002,-,
APCL_13033L1026,849,APCL_13196L1169,448,349,49,-2.85085309164443E+0002, 0.00000000000000E+0000,,APCL_14158L0909,853,689,17,-1.55487937304844E+0002,-1.55487937304844E+0002,*,751,85,-5.21311157759960E+0002,-5.21311157759960E+0002,-,
APCL_13033L1592,1052,APCL_13196L1169,448,447,57,-3.29040734805165E+0002, 0.00000000000000E+0000,,APCL_14158L0909,853,847,19,-1.89231289310860E+0002,-1.89231289310860E+0002,*,928,99,-6.14797675486412E+0002,-6.14797675486412E+0002,-,
APCL_13034L1027,917,APCL_13196L1169,448,365,60,-3.52920353155837E+0002, 0.00000000000000E+0000,,APCL_14158L0909,853,745,25,-1.99271343474333E+0002,-1.99271343474333E+0002,*,811,93,-5.83171400340346E+0002,-5.83171400340346E+0002,-,
APCL_13034L1639,1053,APCL_13196L1169,448,444,64,-3.87189107991644E+0002, 0.00000000000000E+0000,,APCL_14158L0909,853,848,20,-1.82153759766823E+0002,-1.82153759766823E+0002,*,930,106,-6.63729869747873E+0002,-6.63729869747873E+0002,-,
APCL_13035L1028,919,APCL_14158L0909,853,749,22,-1.79101656208283E+0002,-1.79101656208283E+0002,*,APCL_14165L1331,1039,904,37, 2.02508220419661E+0000, 2.02508220419661E+0000,*,910,97,-3.60227212069100E+0002,-3.60227212069100E+0002,-,
APCL_13035L1640,1055,APCL_14158L0909,853,850,19,-1.76703030080466E+0002,-1.76703030080466E+0002,*,APCL_14165L1331,1039,1034,32, 6.00866429830645E+0001, 6.00866429830645E+0001,*,1042,105,-3.74968970355632E+0002,-3.74968970355632E+0002,-,
APCL_13036L1029,703,APCL_13196L1169,448,259,45,-2.67906833705905E+0002, 0.00000000000000E+0000,,APCL_14157L0715,879,581,23,-1.74559708500307E+0002,-1.74559708500307E+0002,*,629,76,-4.72431760978577E+0002,-4.72431760978577E+0002,-,
APCL_13036L1593,1055,APCL_13196L1169,448,446,66,-3.98116444534723E+0002, 0.00000000000000E+0000,,APCL_14158L0909,853,848,18,-1.98971637896195E+0002,-1.98971637896195E+0002,*,930,113,-7.23391815959974E+0002,-7.23391815959974E+0002,-,
APCL_13037L0411,1052,APCL_13196L1169,448,444,66,-3.97751238137099E+0002, 0.00000000000000E+0000,,APCL_14158L0909,853,848,20,-2.02825545899007E+0002,-2.02825545899007E+0002,*,928,115,-7.12245970486990E+0002,-7.12245970486990E+0002,-,
APCL_13038L1030,688,APCL_13196L1169,448,265,45,-2.62639588179845E+0002, 0.00000000000000E+0000,,APCL_14041L0919,1058,686,32,-2.42674601370656E+0001,-2.42674601370656E+0001,*,687,88,-3.44221031934058E+0002,-3.44221031934058E+0002,-,
APCL_13038L1594,1048,APCL_14041L0919,1058,1046,27, 9.96084242455733E+0001, 9.96084242455733E+0001,*,APCL_14168L0912,867,861,22,-2.14669842404269E+0002, 0.00000000000000E+0000,,1048,115,-4.16352713673605E+0002,-4.16352713673605E+0002,-,
APCL_13039L0412,1050,APCL_13196L1169,448,442,62,-3.64641483356066E+0002, 0.00000000000000E+0000,,APCL_14158L0909,853,846,22,-2.16133534984218E+0002,-2.16133534984218E+0002,*,926,111,-7.01179590180737E+0002,-7.01179590180
